ax_left,ay_left,az_left,wx_left,wy_left,wz_left,ax_right,ay_right,az_right,wx_right,wy_right,wz_right,id,time,person
0.571,-0.775,1.747,-8.423,-5.615,-2.869,0.438,0.775,1.516,3.479,2.075,2.197,53,0,Vlad
0.573,-0.783,1.728,-7.935,-5.92,-1.648,0.46,0.769,1.516,2.319,3.784,2.136,53,1,Vlad
0.572,-0.783,1.724,-6.409,-5.859,-2.319,0.445,0.763,1.52,2.441,3.052,1.77,53,2,Vlad
0.563,-0.77,1.72,-4.578,-4.883,-2.502,0.431,0.759,1.529,1.953,1.953,2.563,53,3,Vlad
0.564,-0.763,1.716,-3.174,-3.784,-1.892,0.442,0.766,1.523,1.648,1.221,2.625,53,4,Vlad
0.563,-0.782,1.715,-1.953,-1.099,-1.831,0.449,0.75,1.53,1.587,1.526,2.502,53,5,Vlad
0.562,-0.767,1.715,-0.793,-1.038,-1.404,0.447,0.771,1.521,1.648,0.244,3.113,53,6,Vlad
0.586,-0.771,1.72,0.183,-0.732,-1.038,0.446,0.756,1.53,1.587,-0.366,3.418,53,7,Vlad
0.569,-0.778,1.716,0.244,0.549,-1.16,0.444,0.761,1.527,1.831,0.0,3.235,53,8,Vlad
0.553,-0.767,1.723,-0.427,0.61,-1.038,0.448,0.743,1.521,1.831,-0.122,3.296,53,9,Vlad
0.568,-0.772,1.72,-0.732,0.122,-0.793,0.457,0.764,1.515,2.563,0.366,2.991,53,10,Vlad
0.549,-0.779,1.719,-1.038,2.502,-0.122,0.463,0.756,1.533,2.258,-0.732,2.563,53,11,Vlad
0.567,-0.775,1.723,-0.122,1.709,-0.244,0.462,0.756,1.534,2.38,-1.343,2.319,53,12,Vlad
0.558,-0.772,1.731,1.343,0.61,-1.099,0.448,0.739,1.527,2.747,-2.014,2.319,53,13,Vlad
0.547,-0.765,1.736,0.916,1.465,-2.075,0.441,0.752,1.526,2.991,-1.892,2.258,53,14,Vlad
0.559,-0.759,1.747,0.0,-0.793,-2.563,0.446,0.739,1.53,3.174,-1.343,2.075,53,15,Vlad
0.561,-0.758,1.75,-1.038,-1.709,-2.808,0.466,0.744,1.536,4.761,0.61,2.136,53,16,Vlad
0.555,-0.752,1.752,-2.319,-3.357,-3.662,0.449,0.742,1.536,6.348,1.648,2.38,53,17,Vlad
0.543,-0.752,1.762,-4.15,-5.066,-4.15,0.445,0.732,1.542,7.996,2.38,2.747,53,18,Vlad
0.534,-0.763,1.755,-5.92,-6.165,-5.188,0.465,0.736,1.548,10.315,3.479,2.563,53,19,Vlad
0.563,-0.743,1.757,-7.568,-7.202,-6.104,0.456,0.75,1.549,11.658,3.235,1.831,53,20,Vlad
0.547,-0.743,1.745,-9.644,-7.813,-7.263,0.453,0.739,1.545,13.428,3.845,1.892,53,21,Vlad
0.558,-0.735,1.75,-12.024,-6.775,-8.057,0.462,0.739,1.543,15.137,4.822,2.319,53,22,Vlad
0.55,-0.738,1.746,-14.099,-7.141,-8.484,0.454,0.745,1.549,17.029,4.578,2.869,53,23,Vlad
0.557,-0.724,1.745,-16.418,-7.507,-9.094,0.448,0.719,1.547,19.531,2.38,3.357,53,24,Vlad
0.539,-0.72,1.727,-18.555,-7.263,-10.803,0.465,0.711,1.548,21.729,2.319,3.784,53,25,Vlad
0.576,-0.71,1.731,-20.264,-6.775,-11.841,0.456,0.715,1.532,23.682,4.883,3.601,53,26,Vlad
0.572,-0.718,1.707,-21.301,-8.057,-12.573,0.457,0.711,1.513,24.353,5.371,4.7,53,27,Vlad
0.581,-0.725,1.714,-21.79,-5.981,-13.367,0.465,0.707,1.519,24.78,5.554,5.249,53,28,Vlad
0.607,-0.726,1.694,-21.057,-7.874,-15.137,0.476,0.709,1.499,26.062,5.005,6.287,53,29,Vlad
0.583,-0.736,1.685,-21.423,-9.216,-14.465,0.456,0.704,1.5,25.513,5.005,6.531,53,30,Vlad
0.605,-0.723,1.682,-21.484,-11.108,-14.954,0.481,0.679,1.481,27.649,5.798,7.874,53,31,Vlad
0.616,-0.707,1.664,-21.851,-10.376,-15.015,0.476,0.702,1.463,28.015,3.296,7.935,53,32,Vlad
0.618,-0.722,1.643,-22.644,-9.399,-14.648,0.486,0.687,1.486,28.687,2.686,8.667,53,33,Vlad
0.596,-0.709,1.656,-22.888,-9.766,-14.954,0.466,0.667,1.46,30.396,4.028,8.423,53,34,Vlad
0.588,-0.703,1.636,-23.071,-9.033,-14.832,0.483,0.668,1.462,31.128,2.93,8.606,53,35,Vlad
0.597,-0.675,1.627,-22.949,-7.568,-14.587,0.469,0.661,1.465,30.762,3.418,9.277,53,36,Vlad
0.59,-0.656,1.63,-22.278,-6.897,-16.418,0.466,0.637,1.451,31.86,3.662,10.071,53,37,Vlad
0.582,-0.638,1.631,-22.278,-7.202,-16.479,0.472,0.623,1.468,32.715,2.319,11.475,53,38,Vlad
0.595,-0.623,1.635,-22.949,-7.08,-17.944,0.485,0.604,1.45,34.546,4.211,12.512,53,39,Vlad
0.584,-0.601,1.634,-24.841,-4.883,-19.836,0.486,0.606,1.434,36.926,6.226,13.0,53,40,Vlad
0.588,-0.585,1.636,-27.954,-5.676,-20.447,0.484,0.601,1.45,37.964,5.432,14.587,53,41,Vlad
0.602,-0.584,1.629,-30.945,-7.324,-21.729,0.479,0.609,1.426,39.001,7.385,16.052,53,42,Vlad
0.614,-0.587,1.608,-34.668,-6.287,-22.583,0.509,0.582,1.435,41.87,8.362,17.029,53,43,Vlad
0.608,-0.599,1.609,-37.17,-9.644,-23.193,0.499,0.574,1.419,42.725,7.507,18.311,53,44,Vlad
0.623,-0.59,1.608,-39.063,-10.864,-24.17,0.501,0.566,1.399,45.044,9.766,18.494,53,45,Vlad
0.638,-0.58,1.572,-42.297,-9.399,-24.963,0.531,0.551,1.405,46.692,9.216,18.677,53,46,Vlad
0.638,-0.577,1.569,-45.044,-15.198,-25.574,0.552,0.556,1.398,47.119,7.629,20.752,53,47,Vlad
0.621,-0.594,1.537,-46.631,-17.822,-24.78,0.544,0.553,1.378,48.706,6.775,20.935,53,48,Vlad
0.639,-0.567,1.524,-47.302,-16.968,-25.269,0.548,0.532,1.378,49.805,3.662,21.301,53,49,Vlad
0.644,-0.546,1.491,-46.936,-16.052,-26.978,0.545,0.504,1.369,50.049,-0.244,22.278,53,50,Vlad
0.652,-0.522,1.496,-47.791,-13.245,-27.71,0.564,0.48,1.374,50.598,-0.427,23.987,53,51,Vlad
0.645,-0.521,1.48,-47.852,-17.029,-26.917,0.551,0.467,1.34,50.781,-1.831,25.513,53,52,Vlad
0.663,-0.489,1.471,-48.523,-14.771,-27.527,0.565,0.448,1.325,51.88,-2.014,26.245,53,53,Vlad
0.656,-0.484,1.443,-49.255,-14.221,-27.893,0.576,0.42,1.325,50.476,-2.38,27.222,53,54,Vlad
0.653,-0.459,1.429,-48.828,-17.578,-27.649,0.555,0.408,1.292,50.842,-0.549,27.161,53,55,Vlad
0.642,-0.444,1.416,-48.584,-16.113,-28.076,0.59,0.369,1.288,50.354,-0.61,27.71,53,56,Vlad
0.68,-0.438,1.38,-48.523,-16.846,-26.489,0.585,0.346,1.292,49.5,1.343,28.992,53,57,Vlad
0.668,-0.428,1.352,-46.509,-20.569,-26.184,0.594,0.341,1.276,48.95,2.197,29.358,53,58,Vlad
0.637,-0.427,1.336,-43.579,-21.545,-26.123,0.587,0.304,1.254,48.645,-1.16,27.283,53,59,Vlad
0.661,-0.398,1.332,-41.199,-20.203,-27.527,0.6,0.264,1.277,49.194,-1.892,28.564,53,60,Vlad
0.616,-0.345,1.311,-39.429,-14.771,-28.015,0.594,0.258,1.29,48.34,-3.906,29.297,53,61,Vlad
0.635,-0.308,1.33,-37.842,-8.362,-29.907,0.575,0.25,1.266,48.889,-2.747,30.09,53,62,Vlad
0.663,-0.297,1.33,-36.621,-1.831,-30.823,0.575,0.226,1.231,48.706,0.61,28.259,53,63,Vlad
0.63,-0.291,1.347,-36.865,5.066,-31.433,0.589,0.212,1.219,47.974,1.892,28.503,53,64,Vlad
0.667,-0.268,1.344,-37.781,-0.61,-30.884,0.577,0.188,1.194,47.729,1.831,28.015,53,65,Vlad
0.673,-0.244,1.319,-39.673,-0.244,-30.518,0.618,0.184,1.234,48.462,5.432,28.076,53,66,Vlad
0.644,-0.263,1.331,-41.199,-0.977,-29.724,0.612,0.159,1.221,48.584,8.24,24.902,53,67,Vlad
0.664,-0.237,1.327,-41.26,-3.54,-30.396,0.611,0.151,1.19,51.147,7.507,25.452,53,68,Vlad
0.677,-0.216,1.322,-42.969,-2.258,-31.738,0.634,0.131,1.213,49.622,5.676,24.597,53,69,Vlad
0.698,-0.202,1.311,-44.312,-10.437,-31.982,0.64,0.131,1.21,51.636,11.23,25.574,53,70,Vlad
0.658,-0.207,1.293,-44.067,-17.456,-32.715,0.648,0.104,1.183,49.866,10.986,24.78,53,71,Vlad
0.676,-0.184,1.312,-43.762,-20.813,-31.555,0.627,0.074,1.202,48.279,10.071,26.855,53,72,Vlad
0.683,-0.175,1.286,-44.922,-20.63,-33.447,0.673,0.086,1.196,46.692,4.944,28.076,53,73,Vlad
0.652,-0.13,1.249,-45.044,-24.231,-32.898,0.658,0.066,1.21,44.739,3.906,25.757,53,74,Vlad
0.681,-0.13,1.285,-44.006,-35.583,-33.752,0.65,0.019,1.228,44.495,6.042,27.466,53,75,Vlad
0.658,-0.107,1.255,-44.495,-31.128,-33.02,0.689,0.03,1.217,42.236,3.662,27.771,53,76,Vlad
0.697,-0.083,1.234,-44.312,-27.527,-31.311,0.682,0.01,1.213,40.405,4.761,27.039,53,77,Vlad
0.666,-0.102,1.203,-42.358,-35.522,-33.447,0.646,-0.006,1.232,38.269,5.188,27.344,53,78,Vlad
0.617,-0.079,1.204,-41.138,-36.804,-31.128,0.629,-0.04,1.241,37.659,4.761,27.344,53,79,Vlad
0.638,-0.042,1.222,-41.016,-26.794,-31.006,0.655,-0.059,1.267,37.109,0.671,28.137,53,80,Vlad
0.65,-0.004,1.223,-38.757,-26.855,-31.616,0.634,-0.071,1.248,36.682,-0.732,28.137,53,81,Vlad
0.556,-0.018,1.222,-38.513,-21.118,-32.349,0.602,-0.087,1.266,35.583,2.258,28.32,53,82,Vlad
0.606,0.026,1.194,-39.429,-18.738,-31.494,0.642,-0.115,1.283,36.255,2.625,29.053,53,83,Vlad
0.604,0.052,1.226,-39.734,-18.494,-29.053,0.643,-0.127,1.268,36.865,-0.427,28.687,53,84,Vlad
0.553,0.047,1.188,-40.1,-11.414,-29.724,0.625,-0.142,1.263,36.987,1.038,29.114,53,85,Vlad
0.603,0.077,1.189,-39.49,-11.23,-30.029,0.642,-0.154,1.262,36.926,3.479,29.297,53,86,Vlad
0.602,0.102,1.209,-38.94,-10.62,-30.273,0.636,-0.183,1.25,36.621,4.883,28.992,53,87,Vlad
0.594,0.105,1.192,-37.964,-6.775,-28.198,0.653,-0.188,1.235,36.011,4.944,29.846,53,88,Vlad
0.612,0.13,1.18,-36.621,-10.498,-29.236,0.644,-0.212,1.254,34.973,4.395,29.846,53,89,Vlad
0.539,0.137,1.165,-35.706,-10.071,-29.358,0.638,-0.23,1.266,34.912,4.211,29.48,53,90,Vlad
0.572,0.151,1.173,-33.386,-12.146,-25.513,0.641,-0.251,1.264,34.607,1.892,28.625,53,91,Vlad
0.572,0.179,1.168,-32.898,-11.108,-25.391,0.653,-0.27,1.274,34.607,2.563,30.273,53,92,Vlad
0.577,0.2,1.167,-33.508,-9.949,-30.701,0.655,-0.265,1.264,33.691,2.441,28.809,53,93,Vlad
0.561,0.209,1.173,-32.593,-11.292,-26.489,0.642,-0.298,1.266,32.837,3.784,28.625,53,94,Vlad
0.543,0.206,1.162,-31.433,-13.062,-26.733,0.609,-0.303,1.261,31.616,5.554,27.1,53,95,Vlad
0.516,0.246,1.193,-31.372,-13.123,-26.062,0.628,-0.323,1.275,29.419,2.136,27.161,53,96,Vlad
0.564,0.259,1.231,-31.982,-14.709,-29.236,0.656,-0.332,1.299,28.564,3.174,27.344,53,97,Vlad
0.491,0.279,1.185,-33.508,-9.888,-25.513,0.656,-0.329,1.29,27.588,7.874,26.428,53,98,Vlad
0.532,0.286,1.169,-33.569,-12.39,-23.682,0.638,-0.338,1.269,26.978,11.658,23.193,53,99,Vlad
0.58,0.278,1.205,-33.264,-17.029,-25.94,0.63,-0.357,1.289,24.292,11.108,24.536,53,100,Vlad
0.511,0.304,1.165,-33.142,-12.268,-22.156,0.647,-0.372,1.304,22.461,8.423,25.635,53,101,Vlad
0.58,0.307,1.171,-31.616,-20.386,-20.569,0.635,-0.383,1.307,22.644,6.226,24.597,53,102,Vlad
0.55,0.313,1.166,-30.396,-17.7,-22.644,0.611,-0.395,1.317,21.24,5.493,23.804,53,103,Vlad
0.556,0.329,1.142,-29.175,-12.085,-22.156,0.603,-0.403,1.336,20.02,4.395,23.376,53,104,Vlad
0.505,0.333,1.167,-27.527,-12.695,-22.095,0.593,-0.415,1.324,19.165,1.526,23.621,53,105,Vlad
0.538,0.333,1.183,-25.208,-9.583,-22.278,0.584,-0.424,1.338,18.555,-0.732,22.583,53,106,Vlad
0.456,0.366,1.192,-22.705,-2.625,-20.386,0.594,-0.423,1.356,16.174,-1.953,23.438,53,107,Vlad
0.418,0.398,1.202,-22.278,-3.967,-20.63,0.563,-0.441,1.36,16.479,0.854,25.269,53,108,Vlad
0.468,0.4,1.235,-21.301,-9.766,-21.79,0.542,-0.443,1.362,16.663,2.014,25.94,53,109,Vlad
0.454,0.405,1.229,-22.095,-6.714,-23.499,0.561,-0.459,1.33,13.855,3.418,27.161,53,110,Vlad
0.542,0.423,1.24,-22.644,-12.451,-25.085,0.596,-0.489,1.351,11.292,1.526,28.076,53,111,Vlad
0.457,0.41,1.218,-22.827,-2.441,-21.606,0.61,-0.476,1.343,11.23,5.432,29.602,53,112,Vlad
0.42,0.43,1.185,-22.888,6.226,-19.592,0.614,-0.475,1.341,12.024,7.263,28.809,53,113,Vlad
0.52,0.421,1.182,-22.278,-1.282,-18.188,0.625,-0.482,1.354,11.536,3.052,24.17,53,114,Vlad
0.465,0.434,1.183,-21.851,-1.587,-15.503,0.679,-0.492,1.353,12.451,-4.15,23.254,53,115,Vlad
0.529,0.44,1.179,-22.4,-1.953,-15.686,0.674,-0.483,1.362,14.343,-1.77,18.921,53,116,Vlad
0.569,0.423,1.178,-21.118,-3.174,-13.855,0.583,-0.363,1.393,17.334,5.432,12.39,53,117,Vlad
0.385,0.384,1.194,-22.766,8.118,-6.897,0.632,-0.574,1.288,18.066,1.953,3.235,53,118,Vlad
0.503,0.5,1.156,-20.874,10.01,-3.052,0.659,-0.557,1.333,17.822,-3.174,5.981,53,119,Vlad
0.49,0.461,1.21,-17.883,-2.075,-2.686,0.585,-0.538,1.324,14.832,2.869,1.709,53,120,Vlad
0.458,0.486,1.222,-16.052,-1.038,-3.845,0.583,-0.537,1.337,11.414,-2.625,-0.183,53,121,Vlad
0.496,0.487,1.246,-10.437,-8.484,-2.686,0.577,-0.547,1.37,8.362,-6.165,-1.465,53,122,Vlad
0.421,0.478,1.256,-6.958,-4.883,-1.831,0.54,-0.55,1.403,7.629,0.183,-2.747,53,123,Vlad
0.434,0.501,1.27,-6.165,2.502,-2.563,0.57,-0.543,1.407,6.958,0.977,-2.869,53,124,Vlad
0.464,0.501,1.245,-4.639,2.258,-2.136,0.542,-0.541,1.404,7.202,4.15,-2.38,53,125,Vlad
0.459,0.519,1.241,-2.991,4.15,-0.916,0.571,-0.537,1.371,6.409,4.333,-3.174,53,126,Vlad
0.47,0.497,1.242,-1.404,6.775,-2.197,0.577,-0.54,1.368,4.028,-1.709,-3.479,53,127,Vlad
0.441,0.49,1.241,-1.587,4.883,-1.343,0.593,-0.519,1.363,3.418,-3.418,-3.784,53,128,Vlad
0.463,0.522,1.249,-2.991,3.479,0.0,0.572,-0.541,1.363,3.479,-1.465,-4.395,53,129,Vlad
0.439,0.521,1.242,-3.296,1.221,0.366,0.595,-0.522,1.355,2.441,-1.16,-4.7,53,130,Vlad
0.472,0.506,1.274,-4.211,0.122,1.709,0.579,-0.509,1.373,2.014,-2.686,-6.409,53,131,Vlad
0.452,0.497,1.242,-3.845,-0.61,3.784,0.574,-0.528,1.366,2.258,-0.366,-7.446,53,132,Vlad
0.473,0.517,1.264,-4.517,1.038,4.211,0.57,-0.515,1.393,2.075,-1.282,-6.47,53,133,Vlad
0.439,0.522,1.258,-4.272,-0.549,6.47,0.581,-0.516,1.383,2.136,-0.854,-7.751,53,134,Vlad
0.454,0.487,1.268,-4.517,-1.892,5.188,0.599,-0.516,1.366,2.502,-0.732,-7.935,53,135,Vlad
0.473,0.483,1.265,-4.456,-0.916,7.507,0.585,-0.519,1.379,2.441,-0.427,-8.972,53,136,Vlad
0.451,0.486,1.244,-5.615,2.136,12.085,0.599,-0.517,1.395,2.869,-0.488,-9.521,53,137,Vlad
0.431,0.524,1.226,-7.141,4.456,15.991,0.674,-0.515,1.389,4.761,-2.075,-11.23,53,138,Vlad
0.521,0.5,1.239,-5.92,0.916,15.442,0.627,-0.533,1.364,4.333,-1.099,-12.39,53,139,Vlad
0.601,0.5,1.261,-5.493,4.333,15.747,0.65,-0.499,1.373,1.648,-1.648,-10.193,53,140,Vlad
0.529,0.503,1.246,-2.686,20.203,17.151,0.568,-0.493,1.353,-2.014,1.953,-13.123,53,141,Vlad
0.575,0.521,1.272,2.319,17.639,15.747,0.614,-0.498,1.332,-7.141,1.465,-14.16,53,142,Vlad
0.619,0.497,1.283,6.958,3.784,11.475,0.594,-0.522,1.328,-12.939,-2.686,-16.968,53,143,Vlad
0.563,0.474,1.287,13.245,1.099,10.559,0.549,-0.511,1.358,-15.93,1.465,-14.282,53,144,Vlad
0.542,0.488,1.275,18.982,4.761,11.902,0.61,-0.487,1.371,-17.09,-0.793,-14.038,53,145,Vlad
0.504,0.48,1.246,25.146,8.118,15.259,0.609,-0.493,1.378,-16.663,-1.526,-15.991,53,146,Vlad
0.51,0.472,1.248,28.442,10.803,15.808,0.602,-0.488,1.369,-16.418,-0.61,-17.517,53,147,Vlad
0.521,0.444,1.233,30.09,11.902,18.738,0.62,-0.457,1.364,-15.259,-1.526,-19.592,53,148,Vlad
0.553,0.463,1.227,30.029,10.62,20.569,0.634,-0.475,1.345,-14.709,-3.479,-21.545,53,149,Vlad
0.527,0.443,1.24,29.602,12.268,22.888,0.655,-0.459,1.328,-14.771,-1.465,-23.132,53,150,Vlad
0.561,0.417,1.246,28.992,10.742,23.438,0.653,-0.461,1.313,-17.7,-0.916,-24.597,53,151,Vlad
0.543,0.395,1.248,28.687,9.277,25.269,0.656,-0.445,1.338,-19.653,-1.282,-24.658,53,152,Vlad
0.569,0.393,1.223,28.931,8.301,26.489,0.673,-0.433,1.349,-20.386,-2.563,-25.208,53,153,Vlad
0.533,0.403,1.208,31.982,8.606,26.672,0.654,-0.43,1.35,-21.057,-2.625,-26.367,53,154,Vlad
0.515,0.379,1.24,33.386,14.343,25.269,0.614,-0.427,1.322,-22.888,-2.014,-26.428,53,155,Vlad
0.596,0.358,1.228,35.767,5.31,25.146,0.666,-0.438,1.363,-25.269,-1.831,-24.292,53,156,Vlad
0.583,0.353,1.234,37.415,2.502,23.071,0.649,-0.349,1.339,-25.94,2.075,-26.367,53,157,Vlad
0.665,0.341,1.235,40.161,4.761,23.132,0.707,-0.393,1.326,-28.32,3.052,-25.208,53,158,Vlad
0.498,0.308,1.213,42.725,12.878,23.499,0.642,-0.345,1.331,-31.311,4.15,-25.085,53,159,Vlad
0.585,0.272,1.227,43.884,13.977,22.522,0.684,-0.34,1.311,-33.142,0.854,-26.55,53,160,Vlad
0.631,0.244,1.186,45.959,-1.77,23.193,0.698,-0.323,1.332,-33.386,-1.709,-26.672,53,161,Vlad
0.695,0.235,1.181,47.485,-0.061,24.353,0.73,-0.297,1.294,-32.654,-0.488,-30.151,53,162,Vlad
0.759,0.213,1.161,47.668,7.507,25.574,0.767,-0.293,1.252,-34.302,-4.272,-29.968,53,163,Vlad
0.539,0.209,1.182,46.326,26.611,32.715,0.76,-0.259,1.233,-37.292,-4.089,-33.752,53,164,Vlad
0.734,0.153,1.149,46.692,13.428,33.997,0.788,-0.256,1.221,-39.368,-4.944,-37.842,53,165,Vlad
0.623,0.151,1.11,47.852,-0.977,36.438,0.765,-0.227,1.225,-42.48,-7.69,-41.748,53,166,Vlad
0.684,0.133,1.113,51.086,-8.728,37.72,0.755,-0.223,1.229,-44.678,-9.033,-45.349,53,167,Vlad
0.724,0.13,1.161,54.993,-5.615,40.771,0.682,-0.237,1.265,-46.021,-9.46,-47.485,53,168,Vlad
0.615,0.141,1.139,57.8,16.296,43.945,0.681,-0.19,1.226,-47.791,-5.005,-51.392,53,169,Vlad
0.636,0.12,1.199,57.861,23.865,48.645,0.687,-0.193,1.219,-49.927,-7.629,-49.744,53,170,Vlad
0.663,0.077,1.174,58.96,17.029,50.049,0.693,-0.181,1.224,-54.626,-3.784,-51.514,53,171,Vlad
0.668,0.063,1.187,61.523,19.47,48.035,0.682,-0.154,1.227,-58.96,1.953,-53.04,53,172,Vlad
0.713,0.03,1.181,65.491,26.123,50.781,0.672,-0.127,1.25,-62.439,3.601,-55.359,53,173,Vlad
0.591,0.017,1.154,67.993,40.344,51.758,0.666,-0.103,1.259,-61.035,3.723,-55.603,53,174,Vlad
0.64,-0.043,1.18,69.824,36.255,50.659,0.682,-0.07,1.243,-61.035,1.221,-57.617,53,175,Vlad
0.693,-0.069,1.178,74.951,23.193,51.453,0.628,-0.055,1.234,-61.523,-0.366,-57.007,53,176,Vlad
0.646,-0.075,1.219,74.585,32.166,51.514,0.648,-0.022,1.287,-63.904,-1.953,-56.946,53,177,Vlad
0.608,-0.113,1.203,75.378,36.499,52.979,0.651,0.028,1.281,-62.012,-1.099,-54.993,53,178,Vlad
0.577,-0.135,1.25,75.317,28.687,51.331,0.645,0.052,1.261,-61.89,-2.502,-54.688,53,179,Vlad
0.62,-0.174,1.269,77.271,18.921,47.546,0.657,0.089,1.246,-63.477,-2.197,-52.49,53,180,Vlad
0.678,-0.221,1.293,78.491,7.08,40.527,0.607,0.133,1.313,-66.467,-6.714,-49.622,53,181,Vlad
0.619,-0.207,1.332,77.515,15.747,45.349,0.661,0.141,1.354,-64.392,-7.324,-47.241,53,182,Vlad
0.531,-0.254,1.33,75.745,21.24,44.739,0.623,0.199,1.284,-62.988,-3.601,-45.898,53,183,Vlad
0.53,-0.251,1.362,75.073,20.447,41.199,0.638,0.242,1.313,-64.88,-5.554,-41.443,53,184,Vlad
0.67,-0.318,1.417,76.477,8.545,34.058,0.603,0.254,1.367,-67.383,-12.268,-40.222,53,185,Vlad
0.599,-0.305,1.422,73.975,7.996,31.738,0.59,0.255,1.379,-61.523,-7.996,-36.255,53,186,Vlad
0.629,-0.348,1.421,68.909,8.911,31.006,0.612,0.328,1.322,-59.326,-5.92,-34.058,53,187,Vlad
0.618,-0.392,1.447,65.735,9.033,30.64,0.618,0.345,1.292,-61.768,-8.301,-32.959,53,188,Vlad
0.629,-0.459,1.457,62.073,7.263,30.64,0.576,0.366,1.297,-64.026,-4.761,-34.851,53,189,Vlad
0.712,-0.477,1.441,60.303,1.16,29.724,0.636,0.356,1.4,-58.838,-6.836,-31.372,53,190,Vlad
0.677,-0.523,1.449,57.983,-3.784,32.41,0.594,0.403,1.369,-55.481,-3.967,-31.006,53,191,Vlad
0.635,-0.549,1.429,58.105,-4.578,31.311,0.596,0.415,1.28,-54.565,0.0,-30.09,53,192,Vlad
0.619,-0.565,1.438,58.105,-2.38,31.006,0.472,0.49,1.226,-61.523,-3.113,-30.64,53,193,Vlad
0.609,-0.54,1.46,59.509,-1.16,30.273,0.615,0.399,1.507,-57.068,-13.306,-28.503,53,194,Vlad
0.593,-0.545,1.466,59.265,3.052,31.067,0.542,0.432,1.452,-56.946,-13.428,-24.353,53,195,Vlad
0.545,-0.521,1.494,56.396,1.099,30.518,0.529,0.481,1.331,-48.157,-0.793,-27.405,53,196,Vlad
0.568,-0.523,1.495,54.565,4.272,28.564,0.545,0.548,1.406,-50.232,-8.423,-26.794,53,197,Vlad
0.594,-0.573,1.539,50.537,13.184,28.687,0.55,0.471,1.452,-46.509,-7.202,-25.208,53,198,Vlad
0.561,-0.586,1.541,49.377,16.541,29.968,0.546,0.542,1.382,-42.603,-1.709,-23.621,53,199,Vlad
0.531,-0.548,1.557,45.349,19.958,29.236,0.482,0.581,1.384,-45.288,-0.977,-23.926,53,200,Vlad
0.561,-0.57,1.581,41.382,18.372,28.137,0.529,0.565,1.428,-43.457,-3.662,-23.376,53,201,Vlad
0.557,-0.621,1.576,38.879,20.203,29.907,0.567,0.576,1.413,-43.579,-6.165,-23.01,53,202,Vlad
0.59,-0.63,1.607,36.804,18.066,29.114,0.541,0.603,1.418,-43.518,-5.615,-21.973,53,203,Vlad
0.622,-0.659,1.616,34.851,14.038,27.771,0.549,0.606,1.447,-44.983,-2.808,-22.4,53,204,Vlad
0.526,-0.75,1.607,34.424,12.756,29.48,0.507,0.602,1.443,-44.373,0.671,-21.851,53,205,Vlad
0.503,-0.714,1.624,37.048,6.47,27.954,0.51,0.639,1.432,-46.021,-4.822,-20.813,53,206,Vlad
0.559,-0.679,1.651,38.208,2.075,24.536,0.512,0.594,1.464,-47.058,-10.01,-20.203,53,207,Vlad
0.498,-0.739,1.616,33.875,3.601,24.475,0.524,0.659,1.476,-47.058,-9.399,-22.339,53,208,Vlad
0.582,-0.696,1.645,34.79,-1.038,21.79,0.506,0.654,1.498,-48.34,-9.705,-20.996,53,209,Vlad
0.489,-0.765,1.637,34.363,-3.357,22.278,0.48,0.625,1.479,-44.678,-6.531,-19.531,53,210,Vlad
0.544,-0.735,1.664,34.912,-5.432,23.56,0.472,0.662,1.52,-42.236,-7.263,-20.935,53,211,Vlad
0.503,-0.765,1.665,34.485,-9.155,22.949,0.467,0.688,1.515,-43.274,-7.935,-19.714,53,212,Vlad
0.476,-0.771,1.637,33.875,-9.094,23.804,0.491,0.669,1.551,-40.283,-6.287,-20.02,53,213,Vlad
0.529,-0.762,1.689,34.18,-4.211,22.156,0.456,0.682,1.522,-37.72,-6.653,-19.165,53,214,Vlad
0.461,-0.787,1.688,33.386,-3.418,20.996,0.438,0.735,1.559,-37.048,-7.141,-19.104,53,215,Vlad
0.47,-0.741,1.687,33.691,-0.732,18.372,0.482,0.686,1.581,-34.546,-6.531,-17.7,53,216,Vlad
0.482,-0.745,1.713,32.166,3.052,16.479,0.442,0.733,1.54,-28.87,6.348,-17.944,53,217,Vlad
0.467,-0.785,1.712,29.907,9.766,15.93,0.486,0.77,1.58,-27.466,7.996,-18.005,53,218,Vlad
0.454,-0.747,1.715,28.931,15.991,13.977,0.455,0.759,1.593,-27.161,6.287,-14.832,53,219,Vlad
0.491,-0.765,1.727,29.114,19.592,10.559,0.424,0.804,1.549,-25.024,9.949,-17.273,53,220,Vlad
0.513,-0.792,1.77,29.968,22.217,8.179,0.44,0.831,1.581,-28.809,3.418,-17.151,53,221,Vlad
0.528,-0.823,1.775,30.457,23.071,6.775,0.469,0.854,1.612,-31.677,1.465,-14.16,53,222,Vlad
0.503,-0.839,1.765,27.466,25.94,9.033,0.406,0.831,1.582,-30.823,4.089,-12.695,53,223,Vlad
0.505,-0.865,1.807,28.687,15.198,11.047,0.425,0.797,1.597,-32.715,0.854,-14.221,53,224,Vlad
0.444,-0.903,1.833,32.043,6.042,12.39,0.405,0.849,1.602,-34.363,1.831,-14.893,53,225,Vlad
0.432,-0.86,1.839,34.18,0.977,12.085,0.422,0.842,1.635,-34.973,1.953,-14.221,53,226,Vlad
0.524,-0.786,1.863,31.555,-0.305,10.62,0.386,0.782,1.675,-32.715,4.639,-13.672,53,227,Vlad
