ax_left,ay_left,az_left,wx_left,wy_left,wz_left,ax_right,ay_right,az_right,wx_right,wy_right,wz_right,id,time,person
-0.457,0.779,1.863,-16.235,43.152,-35.4,0.429,0.782,1.87,-23.193,-49.011,23.926,33,38,Aikun
-0.58,0.86,1.844,-11.658,46.326,-33.142,0.493,0.761,1.8,-28.198,-52.795,29.114,33,39,Aikun
-0.369,0.803,1.921,-17.822,70.923,-29.053,0.571,0.778,1.693,-22.949,-44.861,27.161,33,40,Aikun
-0.479,0.744,1.908,-24.17,83.679,-36.56,0.419,0.863,1.752,-24.353,-37.048,24.597,33,41,Aikun
-0.492,0.649,1.828,-21.118,75.134,-52.979,0.751,0.708,1.886,-27.771,-63.782,19.348,33,42,Aikun
-0.838,0.802,1.862,1.953,72.693,-47.729,0.416,0.604,1.771,-28.503,-20.691,19.897,33,43,Aikun
-0.547,0.957,1.795,-5.188,101.807,-53.528,0.556,0.84,1.662,-14.404,-11.475,23.926,33,44,Aikun
0.264,0.589,1.983,1.892,21.362,-51.453,0.462,0.876,1.642,-17.212,1.831,14.16,33,45,Aikun
-0.847,0.717,1.721,20.569,24.597,-32.41,0.328,0.719,1.772,-24.353,21.667,9.46,33,46,Aikun
-0.746,0.746,1.655,39.856,-18.433,-58.044,0.729,0.702,1.765,1.709,35.156,25.269,33,47,Aikun
-0.411,0.934,1.875,35.889,20.264,-19.287,0.469,0.936,1.729,13.428,47.974,24.658,33,48,Aikun
-0.627,0.757,1.792,30.457,14.893,-22.339,0.615,0.947,1.825,6.409,30.151,16.968,33,49,Aikun
-0.603,0.769,1.755,46.997,-10.071,-36.987,0.528,0.73,1.895,-0.916,36.255,16.907,33,50,Aikun
-0.756,0.743,1.588,59.082,-17.517,-19.043,0.616,0.7,1.761,30.273,46.875,18.616,33,51,Aikun
-0.465,0.868,1.802,64.087,-14.771,-2.869,0.547,0.844,1.73,36.987,46.997,13.245,33,52,Aikun
-0.571,0.726,1.733,57.678,-5.005,-7.874,0.563,0.798,1.844,34.851,35.156,16.235,33,53,Aikun
-0.581,0.662,1.64,62.5,-12.878,-13.0,0.512,0.666,1.846,29.48,32.288,19.409,33,54,Aikun
-0.736,0.685,1.562,75.623,-12.268,-6.287,0.657,0.637,1.752,52.49,37.109,20.447,33,55,Aikun
-0.396,0.772,1.69,64.514,-8.057,-10.315,0.57,0.844,1.768,61.89,25.024,24.78,33,56,Aikun
-0.572,0.74,1.566,65.491,13.306,-2.441,0.541,0.729,1.79,41.016,10.559,21.179,33,57,Aikun
-0.493,0.668,1.566,59.753,3.906,-20.508,0.578,0.631,1.775,48.401,-6.226,28.015,33,58,Aikun
-0.632,0.553,1.492,63.049,2.197,-16.968,0.705,0.632,1.692,63.416,-9.216,25.696,33,59,Aikun
-0.599,0.749,1.59,66.65,16.235,-17.456,0.618,0.736,1.7,59.326,-11.475,26.428,33,60,Aikun
-0.578,0.722,1.51,50.842,19.47,-20.203,0.655,0.707,1.662,50.11,-18.616,29.602,33,61,Aikun
-0.566,0.64,1.463,50.171,22.217,-29.968,0.664,0.617,1.617,45.837,-24.658,26.611,33,62,Aikun
-0.597,0.609,1.421,45.593,21.912,-30.884,0.708,0.628,1.61,49.133,-21.729,31.189,33,63,Aikun
-0.618,0.655,1.47,46.814,36.072,-28.809,0.668,0.69,1.601,49.5,-20.63,31.555,33,64,Aikun
-0.566,0.569,1.458,33.325,28.015,-30.396,0.685,0.643,1.58,35.645,-17.09,27.161,33,65,Aikun
-0.595,0.511,1.42,38.818,15.747,-33.386,0.63,0.553,1.536,30.762,-8.057,26.855,33,66,Aikun
-0.687,0.565,1.374,42.542,25.146,-24.475,0.667,0.609,1.536,38.757,-4.395,28.442,33,67,Aikun
-0.558,0.577,1.429,29.053,19.104,-31.067,0.704,0.633,1.547,36.621,4.333,23.56,33,68,Aikun
-0.592,0.489,1.377,33.325,13.0,-24.353,0.688,0.6,1.536,26.123,8.24,20.508,33,69,Aikun
-0.66,0.462,1.327,37.354,14.282,-9.705,0.693,0.578,1.539,29.053,10.437,22.705,33,70,Aikun
-0.634,0.528,1.304,33.264,1.77,-24.475,0.729,0.594,1.548,32.959,11.475,20.02,33,71,Aikun
-0.583,0.525,1.365,28.381,2.991,-16.479,0.718,0.583,1.522,25.879,15.259,15.442,33,72,Aikun
-0.641,0.439,1.354,23.926,2.93,-12.207,0.676,0.546,1.556,21.179,19.226,20.996,33,73,Aikun
-0.734,0.451,1.307,32.776,-9.277,-10.62,0.736,0.554,1.554,25.818,23.071,20.874,33,74,Aikun
-0.614,0.572,1.365,22.522,-9.277,-12.634,0.758,0.583,1.545,26.855,23.315,11.658,33,75,Aikun
-0.636,0.474,1.338,15.015,-4.761,-12.878,0.721,0.577,1.556,19.531,18.005,14.404,33,76,Aikun
-0.662,0.435,1.31,15.564,-11.047,-14.648,0.795,0.509,1.491,19.409,26.123,13.794,33,77,Aikun
-0.764,0.473,1.314,17.578,-4.639,-3.967,0.868,0.597,1.511,33.386,20.264,9.155,33,78,Aikun
-0.749,0.651,1.258,18.494,-7.935,-7.568,0.872,0.723,1.497,36.621,6.226,5.31,33,79,Aikun
-0.73,0.663,1.255,4.456,2.014,-0.305,0.843,0.708,1.46,15.076,-11.414,7.324,33,80,Aikun
-0.62,0.459,1.324,-4.089,19.409,-7.263,0.753,0.542,1.509,12.695,-14.343,7.324,33,81,Aikun
-0.496,0.362,1.417,3.235,20.874,-3.174,0.667,0.422,1.563,8.301,-15.991,14.099,33,82,Aikun
-0.7,0.327,1.351,4.944,12.39,-1.038,0.712,0.354,1.596,11.169,-8.545,11.292,33,83,Aikun
-0.548,0.394,1.473,1.221,1.587,-15.259,0.686,0.393,1.581,8.667,-0.549,13.428,33,84,Aikun
-0.523,0.346,1.42,1.892,11.902,-4.822,0.673,0.411,1.574,1.648,9.888,16.052,33,85,Aikun
-0.639,0.424,1.391,7.019,6.592,-11.169,0.788,0.427,1.561,10.254,19.897,15.137,33,86,Aikun
-0.615,0.434,1.313,6.714,-5.432,-12.573,0.755,0.484,1.553,3.601,23.56,12.207,33,87,Aikun
-0.702,0.454,1.292,11.841,-3.113,-8.179,0.776,0.5,1.566,12.634,15.869,17.883,33,88,Aikun
-0.654,0.547,1.285,14.526,-7.507,-8.301,0.828,0.567,1.529,15.747,7.446,8.911,33,89,Aikun
-0.615,0.509,1.238,12.207,5.31,-5.188,0.813,0.519,1.542,11.658,0.305,6.47,33,90,Aikun
-0.753,0.443,1.234,16.541,12.634,3.601,0.877,0.481,1.537,19.653,-4.761,6.226,33,91,Aikun
-0.677,0.516,1.227,18.921,2.136,3.357,0.794,0.501,1.521,19.165,-8.362,4.028,33,92,Aikun
-0.671,0.489,1.273,16.602,6.104,6.958,0.798,0.449,1.54,16.357,-17.761,2.075,33,93,Aikun
-0.559,0.403,1.281,13.916,9.033,5.737,0.768,0.401,1.534,13.611,-16.968,0.732,33,94,Aikun
-0.611,0.348,1.292,13.916,8.057,7.385,0.742,0.381,1.551,11.841,-11.414,1.038,33,95,Aikun
-0.641,0.364,1.324,13.611,-2.014,5.127,0.775,0.357,1.548,4.517,-7.69,2.808,33,96,Aikun
-0.498,0.355,1.368,10.071,-12.756,1.465,0.711,0.363,1.545,3.235,1.526,4.822,33,97,Aikun
-0.572,0.335,1.372,10.376,-11.292,2.38,0.724,0.366,1.55,2.502,3.479,5.981,33,98,Aikun
-0.616,0.354,1.359,9.827,-14.404,0.549,0.76,0.375,1.534,-0.244,10.01,5.005,33,99,Aikun
-0.624,0.383,1.354,8.789,-16.174,-0.305,0.763,0.424,1.542,0.0,18.372,7.324,33,100,Aikun
-0.626,0.435,1.368,8.423,-15.625,-2.625,0.761,0.425,1.533,-1.709,15.991,7.202,33,101,Aikun
-0.588,0.4,1.355,6.348,-13.855,-2.808,0.719,0.42,1.563,-2.014,10.986,8.24,33,102,Aikun
-0.618,0.359,1.353,11.475,-12.756,-4.7,0.791,0.392,1.584,2.869,7.08,9.216,33,103,Aikun
-0.648,0.394,1.363,14.221,-8.728,-5.981,0.778,0.415,1.551,5.92,7.202,10.986,33,104,Aikun
-0.651,0.438,1.369,16.174,-3.54,-5.676,0.727,0.427,1.558,10.071,3.296,12.817,33,105,Aikun
-0.609,0.39,1.411,16.113,-1.16,-10.62,0.749,0.381,1.559,12.451,-1.465,13.245,33,106,Aikun
-0.586,0.321,1.431,23.071,3.296,-13.977,0.724,0.368,1.558,11.841,-0.854,16.052,33,107,Aikun
-0.75,0.325,1.413,32.349,19.958,-9.766,0.748,0.391,1.55,19.47,1.404,19.958,33,108,Aikun
-0.601,0.392,1.426,36.621,17.273,-17.822,0.733,0.423,1.54,20.569,4.883,20.386,33,109,Aikun
-0.521,0.37,1.384,46.265,24.78,-12.756,0.73,0.344,1.607,18.005,4.822,26.428,33,110,Aikun
-0.608,0.271,1.358,48.218,26.428,-16.602,0.76,0.379,1.572,30.701,-0.366,21.912,33,111,Aikun
-0.625,0.276,1.268,50.842,19.592,-17.334,0.797,0.382,1.588,22.766,-5.31,23.621,33,112,Aikun
-0.55,0.35,1.356,48.462,28.564,-19.775,0.755,0.334,1.57,29.602,-3.113,21.118,33,113,Aikun
-0.59,0.285,1.296,43.945,19.897,-17.639,0.85,0.297,1.495,30.701,-6.348,18.738,33,114,Aikun
-0.602,0.233,1.249,45.044,4.822,-23.682,0.789,0.331,1.562,33.508,4.822,21.606,33,115,Aikun
-0.673,0.251,1.219,45.593,12.451,-19.592,0.862,0.305,1.542,32.715,7.874,22.949,33,116,Aikun
-0.649,0.317,1.179,40.955,5.676,-21.484,0.882,0.329,1.481,34.058,7.019,21.545,33,117,Aikun
-0.673,0.279,1.123,35.156,4.15,-16.968,0.906,0.305,1.438,30.884,-2.014,16.602,33,118,Aikun
-0.738,0.227,1.059,32.41,2.808,-16.235,1.008,0.338,1.425,40.771,-0.244,11.047,33,119,Aikun
-0.771,0.234,0.996,29.846,-0.671,-8.85,1.037,0.374,1.365,35.339,-1.892,10.071,33,120,Aikun
-0.8,0.265,0.99,23.987,7.385,-1.709,1.032,0.367,1.273,32.043,-17.395,2.38,33,121,Aikun
-0.79,0.243,0.92,14.587,17.7,7.141,1.037,0.351,1.229,20.813,-27.893,-5.127,33,122,Aikun
-0.769,0.213,0.931,6.653,28.015,12.695,1.101,0.291,1.231,9.155,-21.057,-15.32,33,123,Aikun
-0.744,0.175,0.938,-3.479,29.541,21.484,1.05,0.256,1.231,0.122,-18.127,-23.987,33,124,Aikun
-0.75,0.156,0.909,-11.536,14.587,28.32,1.042,0.218,1.232,-11.902,-9.949,-31.86,33,125,Aikun
-0.67,0.145,0.922,-24.475,3.54,33.203,0.98,0.204,1.225,-19.104,-5.127,-44.556,33,126,Aikun
-0.709,0.158,0.936,-37.903,-2.441,42.053,0.958,0.23,1.236,-29.053,6.287,-51.208,33,127,Aikun
-0.66,0.182,0.957,-49.988,-18.86,45.593,0.976,0.262,1.287,-43.701,18.433,-64.331,33,128,Aikun
-0.651,0.19,0.976,-61.584,-25.024,52.979,0.968,0.272,1.299,-55.054,33.02,-73.608,33,129,Aikun
-0.701,0.245,0.93,-70.801,-33.813,59.937,0.952,0.335,1.322,-57.861,41.504,-82.214,33,130,Aikun
-0.652,0.327,0.959,-83.984,-43.64,65.491,0.894,0.422,1.335,-65.613,42.908,-90.21,33,131,Aikun
-0.679,0.34,1.065,-90.149,-50.171,76.294,0.9,0.448,1.415,-72.205,35.828,-93.811,33,132,Aikun
-0.664,0.386,1.101,-91.98,-51.575,75.745,0.853,0.477,1.446,-77.148,33.508,-100.83,33,133,Aikun
-0.546,0.431,1.141,-95.215,-40.771,79.346,0.777,0.489,1.509,-80.872,34.424,-103.333,33,134,Aikun
-0.562,0.423,1.188,-101.135,-36.56,92.224,0.718,0.49,1.547,-84.29,32.654,-103.455,33,135,Aikun
-0.605,0.418,1.297,-101.196,-41.504,90.881,0.689,0.523,1.623,-81.604,26.611,-101.379,33,136,Aikun
-0.299,0.396,1.464,-95.032,-29.724,79.956,0.55,0.53,1.662,-88.318,17.761,-101.868,33,137,Aikun
-0.434,0.434,1.506,-92.712,-16.541,93.872,0.447,0.431,1.726,-98.755,8.301,-93.994,33,138,Aikun
-0.441,0.414,1.533,-90.454,-30.273,79.285,0.588,0.413,1.817,-86.182,11.902,-88.867,33,139,Aikun
-0.46,0.479,1.545,-88.44,-35.278,71.411,0.518,0.528,1.824,-76.904,16.541,-77.148,33,140,Aikun
-0.46,0.522,1.621,-87.219,-46.204,63.538,0.455,0.551,1.896,-87.219,27.954,-66.528,33,141,Aikun
-0.24,0.488,1.765,-75.012,-41.504,58.838,0.465,0.491,1.912,-81.055,30.701,-60.852,33,142,Aikun
-0.4,0.571,1.691,-73.181,-32.959,54.626,0.497,0.625,1.86,-43.823,7.568,-57.068,33,143,Aikun
-0.529,0.664,1.644,-59.265,-32.593,38.574,0.34,0.735,1.819,-41.992,-15.503,-44.678,33,144,Aikun
-0.39,0.834,1.714,-58.777,-20.63,38.513,0.413,0.66,1.851,-50.11,-18.433,-42.297,33,145,Aikun
-0.29,0.787,1.767,-61.89,21.301,37.842,0.682,0.745,1.895,-21.851,-18.616,-32.715,33,146,Aikun
-0.5,0.682,1.614,-65.918,41.931,29.663,0.486,0.838,1.893,-16.357,-24.353,-27.1,33,147,Aikun
-0.397,0.743,1.595,-46.204,26.245,17.212,0.436,0.875,1.883,-14.16,-41.138,-18.494,33,148,Aikun
-0.298,0.912,1.84,-47.485,51.025,25.085,0.423,0.918,1.851,-34.363,-62.744,-19.958,33,149,Aikun
-0.397,0.868,1.745,-66.65,90.637,26.001,0.741,0.846,1.801,-33.142,-58.289,-6.958,33,150,Aikun
-0.398,0.762,1.769,-53.406,94.543,-1.831,0.354,0.961,1.96,-27.954,-64.88,-13.916,33,151,Aikun
-0.521,0.871,1.596,-53.833,69.519,-2.441,0.427,0.793,1.936,-67.81,-76.782,-12.756,33,152,Aikun
-0.401,0.986,1.746,-58.899,80.139,6.409,0.571,0.581,1.812,-14.221,-48.767,-13.367,33,153,Aikun
-0.422,0.719,1.768,-99.304,98.694,-2.563,0.47,1.0,1.813,6.287,-41.87,-12.146,33,154,Aikun
-0.519,0.706,1.755,-58.777,54.565,0.854,0.49,0.776,1.835,-6.714,-18.982,-15.381,33,155,Aikun
-0.447,0.94,1.643,-44.373,26.062,9.888,0.421,0.791,1.867,-7.813,12.024,-22.095,33,156,Aikun
-0.354,0.979,1.771,-61.707,46.936,21.484,0.429,0.879,1.845,-5.432,30.762,-22.949,33,157,Aikun
-0.487,0.749,1.878,-70.251,51.27,18.738,0.426,0.824,1.845,-14.099,47.363,-30.884,33,158,Aikun
-0.479,0.791,1.781,-42.908,24.292,13.306,0.404,0.787,1.859,-18.25,71.899,-32.349,33,159,Aikun
-0.353,0.861,1.803,-45.288,19.775,14.709,0.459,0.796,1.886,-5.676,96.741,-25.696,33,160,Aikun
-0.396,0.747,1.788,-38.33,10.559,21.851,0.384,0.931,1.914,-3.906,97.717,-30.579,33,161,Aikun
-0.28,0.824,1.84,-34.18,-3.784,15.747,0.387,0.99,1.936,-6.897,79.529,-38.452,33,162,Aikun
-0.266,0.886,1.789,-27.344,-20.325,3.906,0.407,0.856,1.921,-5.92,74.707,-40.466,33,163,Aikun
-0.307,0.936,1.835,-29.236,-30.579,8.118,0.339,0.822,1.928,-8.24,84.9,-30.518,33,164,Aikun
-0.349,0.979,1.822,-38.452,-25.085,10.437,0.391,0.887,2.042,1.526,72.144,-26.611,33,165,Aikun
-0.327,0.914,1.803,-33.63,-14.343,5.371,0.291,0.962,2.105,2.197,35.522,-28.809,33,166,Aikun
-0.28,0.926,1.786,-26.428,9.155,-1.526,0.353,0.837,2.093,1.16,17.639,-17.09,33,167,Aikun
-0.37,0.814,1.87,-13.855,8.118,-4.761,0.441,0.866,2.074,4.944,12.146,-0.732,33,168,Aikun
-0.345,0.927,1.909,-15.747,11.414,-0.488,0.23,1.045,2.062,-4.761,-14.771,0.427,33,169,Aikun
-0.299,0.889,1.836,-19.409,23.865,-8.118,0.372,0.919,2.068,-3.052,-51.758,6.287,33,170,Aikun
-0.414,0.86,1.89,-0.916,7.019,-9.949,0.427,0.885,1.964,7.324,-51.758,13.306,33,171,Aikun
-0.362,1.016,1.952,-3.052,12.39,-10.437,0.331,0.971,1.956,15.259,-45.166,13.306,33,172,Aikun
-0.346,0.945,1.93,-7.568,24.109,-7.935,0.368,0.938,1.967,18.799,-48.523,14.526,33,173,Aikun
-0.357,0.948,1.926,-8.179,33.081,-8.179,0.34,0.921,1.906,15.259,-38.757,13.306,33,174,Aikun
-0.417,0.933,1.926,-0.671,29.785,-8.545,0.452,0.929,1.947,20.386,-14.832,14.832,33,175,Aikun
-0.403,0.936,1.947,5.249,27.405,-5.371,0.369,0.989,1.951,23.56,-13.977,11.658,33,176,Aikun
-0.333,0.893,1.909,9.644,27.649,-7.874,0.427,0.95,1.92,20.264,-12.939,8.362,33,177,Aikun
-0.403,0.876,1.839,17.273,14.526,-10.071,0.428,0.913,1.896,16.357,-2.38,6.836,33,178,Aikun
-0.379,0.935,1.869,14.709,11.902,-5.676,0.414,0.92,1.901,10.437,3.784,4.944,33,179,Aikun
-0.362,0.931,1.829,5.066,12.146,-0.977,0.403,0.938,1.872,5.432,6.226,-1.282,33,180,Aikun
-0.346,0.937,1.805,-0.916,7.568,-5.859,0.436,0.897,1.852,5.066,11.597,-4.15,33,181,Aikun
-0.39,0.925,1.781,0.488,-2.075,-8.24,0.433,0.874,1.852,6.958,19.47,-2.991,33,182,Aikun
-0.341,0.959,1.822,-1.099,-4.15,-3.479,0.398,0.908,1.877,8.606,18.372,-6.287,33,183,Aikun
-0.358,0.926,1.784,-2.686,-8.484,-2.136,0.403,0.894,1.89,10.559,14.709,-8.972,33,184,Aikun
-0.318,0.939,1.804,-2.502,-9.644,-4.272,0.376,0.856,1.877,11.719,20.142,-8.606,33,185,Aikun
-0.407,0.89,1.765,0.366,-15.869,-5.798,0.479,0.884,1.966,12.146,16.174,-4.028,33,186,Aikun
-0.418,0.928,1.797,8.667,-25.696,-2.563,0.321,0.987,1.928,-1.404,4.761,-3.662,33,187,Aikun
-0.373,0.948,1.801,0.244,-16.785,0.427,0.39,0.948,1.879,-11.902,-12.512,1.404,33,188,Aikun
-0.378,0.909,1.8,0.916,-9.644,1.526,0.454,0.892,1.864,-9.888,-14.893,5.371,33,189,Aikun
-0.386,0.879,1.825,3.845,-10.498,-3.479,0.397,0.898,1.841,-4.944,-11.963,5.981,33,190,Aikun
-0.358,0.91,1.821,4.944,-14.099,-4.578,0.383,0.888,1.842,-2.563,-11.78,5.432,33,191,Aikun
-0.327,0.94,1.831,-0.671,-1.404,-1.404,0.392,0.896,1.837,-1.343,-10.132,3.662,33,192,Aikun
-0.383,0.903,1.828,-2.441,7.507,-2.319,0.409,0.91,1.841,1.099,-6.897,0.244,33,193,Aikun
-0.377,0.895,1.81,0.0,5.676,-6.409,0.412,0.896,1.844,1.587,-3.845,0.0,33,194,Aikun
-0.394,0.92,1.834,6.287,-0.61,-3.418,0.375,0.905,1.846,-0.061,1.16,1.831,33,195,Aikun
-0.397,0.894,1.835,0.061,4.822,-1.892,0.425,0.949,1.861,-2.014,1.587,-0.122,33,196,Aikun
-0.376,0.905,1.819,-1.099,8.118,-5.981,0.407,0.917,1.872,-1.038,-4.395,-0.671,33,197,Aikun
-0.417,0.859,1.767,1.343,3.723,-10.193,0.38,0.902,1.852,-1.038,1.099,-0.427,33,198,Aikun
-0.35,0.984,1.86,0.549,3.174,-5.798,0.473,0.922,1.87,-1.526,2.014,2.563,33,199,Aikun
-0.418,0.903,1.83,-2.258,7.874,-2.93,0.358,0.918,1.882,-1.465,3.662,-0.671,33,200,Aikun
-0.409,0.893,1.777,-0.305,4.883,-6.47,0.393,0.903,1.884,-2.258,3.479,-1.343,34,0,Aikun
-0.358,0.922,1.825,-0.916,5.493,-6.592,0.419,0.884,1.881,-1.709,5.615,1.587,34,1,Aikun
-0.424,0.896,1.835,1.404,4.7,-4.517,0.444,0.922,1.894,0.916,4.639,2.93,34,2,Aikun
-0.381,0.892,1.807,0.61,4.578,-7.446,0.348,0.9,1.939,0.671,-1.892,1.648,34,3,Aikun
-0.399,0.894,1.812,3.845,1.404,-10.315,0.37,0.893,1.917,-1.892,-6.287,4.333,34,4,Aikun
-0.404,0.92,1.848,4.517,1.282,-6.287,0.414,0.886,1.908,-4.822,-5.798,10.132,34,5,Aikun
-0.431,0.888,1.855,4.333,3.967,-4.333,0.454,0.934,1.914,-1.465,-2.136,9.216,34,6,Aikun
-0.399,0.886,1.83,5.127,7.202,-10.254,0.43,0.979,1.947,2.502,-13.733,7.874,34,7,Aikun
-0.446,0.881,1.797,13.062,-1.831,-12.878,0.337,0.923,1.896,1.221,-16.724,8.24,34,8,Aikun
-0.385,0.953,1.836,9.155,2.991,-8.667,0.396,0.884,1.86,-3.174,-6.348,12.512,34,9,Aikun
-0.428,0.909,1.843,9.888,5.615,-2.563,0.473,0.959,1.918,0.366,3.723,11.047,34,10,Aikun
-0.471,0.883,1.8,10.132,5.371,-3.601,0.387,0.945,1.892,-0.488,6.104,6.287,34,11,Aikun
-0.401,0.938,1.824,5.371,8.179,-5.859,0.4,0.892,1.936,-5.92,10.254,6.653,34,12,Aikun
-0.439,0.894,1.823,6.531,7.019,-1.221,0.494,0.866,1.921,-6.714,16.541,10.01,34,13,Aikun
-0.452,0.849,1.814,7.507,9.46,-2.563,0.394,0.882,1.913,-2.136,16.724,11.475,34,14,Aikun
-0.435,0.901,1.841,19.775,1.282,-1.587,0.378,0.907,1.959,-4.639,6.653,11.902,34,15,Aikun
-0.449,0.877,1.808,13.794,2.502,-5.066,0.472,0.886,1.936,-0.854,0.732,12.939,34,16,Aikun
-0.376,0.905,1.832,14.404,6.409,-2.93,0.488,0.928,1.955,5.005,5.676,11.414,34,17,Aikun
-0.457,0.803,1.768,21.118,-0.854,-5.737,0.383,0.919,1.958,8.179,0.0,10.925,34,18,Aikun
-0.399,0.916,1.806,30.579,-9.277,-5.005,0.407,0.865,1.876,8.362,-4.272,10.376,34,19,Aikun
-0.373,0.926,1.812,24.475,-9.46,-1.709,0.438,0.877,1.963,9.583,-11.78,11.047,34,20,Aikun
-0.419,0.867,1.805,16.541,-3.601,-0.671,0.52,0.894,1.92,12.939,-4.883,10.559,34,21,Aikun
-0.495,0.803,1.761,34.729,-16.174,-2.502,0.405,0.913,1.9,12.573,-13.672,10.925,34,22,Aikun
-0.408,0.919,1.742,34.607,-17.395,-3.601,0.443,0.859,1.905,11.169,-20.386,11.414,34,23,Aikun
-0.372,0.878,1.781,32.593,-12.451,0.488,0.493,0.783,1.854,10.01,-12.634,14.648,34,24,Aikun
-0.436,0.827,1.758,23.438,-3.967,-4.456,0.484,0.883,1.869,19.775,-7.69,14.16,34,25,Aikun
