StartTime: 2023-03-29 14:41:31.789
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 14:41:41.339	 2023-03-28 13:45:40.161	0,0601	0,9673	-0,1260	1,8921	-2,0142	0,9155	96,7017	-0,5603	-135,7800	36,65	3,96	-1660	3753	1064
0x50	 14:41:41.339	 2023-03-28 13:45:40.166	0,0601	0,9673	-0,1260	1,8921	-2,0142	0,9155	96,7126	-0,5713	-135,7745	36,65	3,96	-1657	3755	1066
0x50	 14:41:41.339	 2023-03-28 13:45:40.171	0,0601	0,9673	-0,1260	1,8921	-2,0142	0,9155	96,7236	-0,5823	-135,7635	36,65	3,96	-1651	3758	1072
0x50	 14:41:41.384	 2023-03-28 13:45:40.176	0,0601	0,9673	-0,1260	1,8921	-2,0142	0,9155	96,7291	-0,5878	-135,7581	36,65	3,96	-1644	3762	1075
0x50	 14:41:41.386	 2023-03-28 13:45:40.181	0,0576	0,9756	-0,1196	1,1597	0,0000	1,4648	96,7346	-0,6042	-135,7416	36,68	3,96	-1637	3766	1077
0x50	 14:41:41.386	 2023-03-28 13:45:40.186	0,0576	0,9756	-0,1196	1,1597	0,0000	1,4648	96,7401	-0,6152	-135,7251	36,68	3,96	-1628	3766	1079
0x50	 14:41:41.386	 2023-03-28 13:45:40.191	0,0576	0,9756	-0,1196	1,1597	0,0000	1,4648	96,7456	-0,6262	-135,7086	36,68	3,96	-1623	3765	1081
0x50	 14:41:41.386	 2023-03-28 13:45:40.196	0,0576	0,9756	-0,1196	1,1597	0,0000	1,4648	96,7511	-0,6427	-135,6921	36,68	3,96	-1619	3763	1081
0x50	 14:41:41.398	 2023-03-28 13:45:40.201	0,0542	0,9854	-0,1123	0,3052	-0,1831	0,5493	96,7511	-0,6482	-135,6757	36,64	3,96	-1614	3758	1080
0x50	 14:41:41.398	 2023-03-28 13:45:40.206	0,0542	0,9854	-0,1123	0,3052	-0,1831	0,5493	96,7511	-0,6592	-135,6647	36,64	3,96	-1610	3755	1083
0x50	 14:41:41.398	 2023-03-28 13:45:40.211	0,0542	0,9854	-0,1123	0,3052	-0,1831	0,5493	96,7566	-0,6647	-135,6482	36,64	3,96	-1608	3753	1088
0x50	 14:41:41.398	 2023-03-28 13:45:40.216	0,0542	0,9854	-0,1123	0,3052	-0,1831	0,5493	96,7566	-0,6757	-135,6317	36,64	3,96	-1604	3754	1093
0x50	 14:41:41.398	 2023-03-28 13:45:40.221	0,0444	0,9810	-0,1177	0,5493	-0,0610	0,0000	96,7566	-0,6812	-135,6207	36,64	3,96	-1602	3755	1098
0x50	 14:41:41.434	 2023-03-28 13:45:40.226	0,0444	0,9810	-0,1177	0,5493	-0,0610	0,0000	96,7566	-0,6866	-135,6042	36,64	3,96	-1599	3755	1103
0x50	 14:41:41.434	 2023-03-28 13:45:40.231	0,0444	0,9810	-0,1177	0,5493	-0,0610	0,0000	96,7621	-0,6921	-135,5933	36,64	3,96	-1595	3756	1105
0x50	 14:41:41.434	 2023-03-28 13:45:40.236	0,0444	0,9810	-0,1177	0,5493	-0,0610	0,0000	96,7621	-0,6976	-135,5768	36,64	3,96	-1590	3757	1105
0x50	 14:41:41.435	 2023-03-28 13:45:40.241	0,0425	0,9741	-0,1187	1,2207	0,0000	0,3052	96,7676	-0,7031	-135,5658	36,67	3,96	-1585	3756	1101
0x50	 14:41:41.435	 2023-03-28 13:45:40.246	0,0425	0,9741	-0,1187	1,2207	0,0000	0,3052	96,7731	-0,7086	-135,5493	36,67	3,96	-1632	3756	1097
0x50	 14:41:41.435	 2023-03-28 13:45:40.251	0,0425	0,9741	-0,1187	1,2207	0,0000	0,3052	96,7786	-0,7141	-135,5328	36,67	3,96	-1673	3755	1092
0x50	 14:41:41.440	 2023-03-28 13:45:40.256	0,0425	0,9741	-0,1187	1,2207	0,0000	0,3052	96,7841	-0,7251	-135,5109	36,67	3,96	-1709	3754	1086
0x50	 14:41:41.440	 2023-03-28 13:45:40.261	0,0508	0,9805	-0,1172	1,0986	-1,3428	0,7324	96,7896	-0,7306	-135,4999	36,69	3,96	-1741	3756	1086
0x50	 14:41:41.440	 2023-03-28 13:45:40.266	0,0508	0,9805	-0,1172	1,0986	-1,3428	0,7324	96,7950	-0,7361	-135,4834	36,69	3,96	-1767	3760	1090
0x50	 14:41:41.440	 2023-03-28 13:45:40.271	0,0508	0,9805	-0,1172	1,0986	-1,3428	0,7324	96,7950	-0,7471	-135,4669	36,69	3,96	-1793	3762	1093
0x50	 14:41:41.440	 2023-03-28 13:45:40.276	0,0508	0,9805	-0,1172	1,0986	-1,3428	0,7324	96,8005	-0,7526	-135,4559	36,69	3,96	-1768	3763	1097
0x50	 14:41:41.467	 2023-03-28 13:45:40.281	0,0532	0,9844	-0,1260	0,8545	-3,1738	0,9766	96,8060	-0,7635	-135,4504	36,67	3,96	-1747	3762	1098
0x50	 14:41:41.467	 2023-03-28 13:45:40.286	0,0532	0,9844	-0,1260	0,8545	-3,1738	0,9766	96,8115	-0,7690	-135,4449	36,67	3,96	-1730	3760	1099
0x50	 14:41:41.467	 2023-03-28 13:45:40.291	0,0532	0,9844	-0,1260	0,8545	-3,1738	0,9766	96,8115	-0,7800	-135,4449	36,67	3,96	-1712	3760	1099
0x50	 14:41:41.467	 2023-03-28 13:45:40.296	0,0532	0,9844	-0,1260	0,8545	-3,1738	0,9766	96,8170	-0,7855	-135,4449	36,67	3,96	-1695	3762	1102
0x50	 14:41:41.467	 2023-03-28 13:45:40.301	0,0532	0,9893	-0,1274	0,6104	-2,4414	0,9155	96,8225	-0,7910	-135,4340	36,67	3,96	-1730	3766	1106
0x50	 14:41:41.494	 2023-03-28 13:45:40.306	0,0532	0,9893	-0,1274	0,6104	-2,4414	0,9155	96,8225	-0,8020	-135,4285	36,67	3,96	-1714	3769	1110
0x50	 14:41:41.497	 2023-03-28 13:45:40.311	0,0532	0,9893	-0,1274	0,6104	-2,4414	0,9155	96,8280	-0,8075	-135,4285	36,67	3,96	-1698	3771	1115
0x50	 14:41:41.497	 2023-03-28 13:45:40.316	0,0532	0,9893	-0,1274	0,6104	-2,4414	0,9155	96,8280	-0,8185	-135,4230	36,67	3,96	-1687	3772	1116
0x50	 14:41:41.497	 2023-03-28 13:45:40.321	0,0532	0,9902	-0,1133	-0,3052	-1,5869	0,1831	96,8280	-0,8240	-135,4120	36,66	3,96	-1675	3771	1115
0x50	 14:41:41.498	 2023-03-28 13:45:40.326	0,0532	0,9902	-0,1133	-0,3052	-1,5869	0,1831	96,8225	-0,8295	-135,4065	36,66	3,96	-1663	3770	1113
0x50	 14:41:41.498	 2023-03-28 13:45:40.331	0,0532	0,9902	-0,1133	-0,3052	-1,5869	0,1831	96,8225	-0,8295	-135,4010	36,66	3,96	-1652	3769	1110
0x50	 14:41:41.521	 2023-03-28 13:45:40.336	0,0532	0,9902	-0,1133	-0,3052	-1,5869	0,1831	96,8170	-0,8350	-135,3900	36,66	3,96	-1643	3767	1107
0x50	 14:41:41.521	 2023-03-28 13:45:40.341	0,0488	0,9839	-0,1152	0,7935	-1,1597	0,0000	96,8225	-0,8405	-135,3845	36,64	3,96	-1638	3766	1103
0x50	 14:41:41.521	 2023-03-28 13:45:40.346	0,0488	0,9839	-0,1152	0,7935	-1,1597	0,0000	96,8280	-0,8459	-135,3735	36,64	3,96	-1633	3765	1098
0x50	 14:41:41.521	 2023-03-28 13:45:40.351	0,0488	0,9839	-0,1152	0,7935	-1,1597	0,0000	96,8280	-0,8514	-135,3625	36,64	3,96	-1628	3763	1093
0x50	 14:41:41.521	 2023-03-28 13:45:40.356	0,0488	0,9839	-0,1152	0,7935	-1,1597	0,0000	96,8335	-0,8514	-135,3571	36,64	3,96	-1621	3762	1091
0x50	 14:41:41.562	 2023-03-28 13:45:40.361	0,0469	0,9834	-0,1177	0,4272	-1,8921	0,6104	96,8335	-0,8624	-135,3516	36,66	3,96	-1615	3761	1088
0x50	 14:41:41.562	 2023-03-28 13:45:40.366	0,0469	0,9834	-0,1177	0,4272	-1,8921	0,6104	96,8335	-0,8679	-135,3461	36,66	3,96	-1611	3759	1085
0x50	 14:41:41.562	 2023-03-28 13:45:40.371	0,0469	0,9834	-0,1177	0,4272	-1,8921	0,6104	96,8335	-0,8734	-135,3406	36,66	3,96	-1605	3757	1080
0x50	 14:41:41.562	 2023-03-28 13:45:40.376	0,0469	0,9834	-0,1177	0,4272	-1,8921	0,6104	96,8390	-0,8789	-135,3351	36,66	3,96	-1649	3757	1076
0x50	 14:41:41.562	 2023-03-28 13:45:40.381	0,0469	0,9868	-0,1230	1,2207	-2,5635	0,7324	96,8445	-0,8844	-135,3296	36,67	3,96	-1685	3758	1070
0x50	 14:41:41.607	 2023-03-28 13:45:40.386	0,0469	0,9868	-0,1230	1,2207	-2,5635	0,7324	96,8500	-0,8954	-135,3186	36,67	3,96	-1717	3758	1070
0x50	 14:41:41.607	 2023-03-28 13:45:40.391	0,0469	0,9868	-0,1230	1,2207	-2,5635	0,7324	96,8555	-0,9009	-135,3131	36,67	3,96	-1746	3759	1069
0x50	 14:41:41.607	 2023-03-28 13:45:40.396	0,0469	0,9868	-0,1230	1,2207	-2,5635	0,7324	96,8610	-0,9064	-135,3021	36,67	3,96	-1725	3760	1068
0x50	 14:41:41.607	 2023-03-28 13:45:40.401	0,0513	1,0005	-0,1162	1,5869	-2,1973	0,1221	96,8665	-0,9119	-135,2966	36,66	3,96	-1708	3759	1067
0x50	 14:41:41.607	 2023-03-28 13:45:40.406	0,0513	1,0005	-0,1162	1,5869	-2,1973	0,1221	96,8719	-0,9119	-135,2856	36,66	3,96	-1695	3759	1067
0x50	 14:41:41.609	 2023-03-28 13:45:40.411	0,0513	1,0005	-0,1162	1,5869	-2,1973	0,1221	96,8829	-0,9174	-135,2802	36,66	3,96	-1682	3758	1066
0x50	 14:41:41.609	 2023-03-28 13:45:40.416	0,0513	1,0005	-0,1162	1,5869	-2,1973	0,1221	96,8884	-0,9229	-135,2747	36,66	3,96	-1671	3757	1066
0x50	 14:41:41.609	 2023-03-28 13:45:40.421	0,0464	0,9956	-0,1172	1,0986	-0,5493	-0,4272	96,8939	-0,9229	-135,2582	36,67	3,96	-1662	3756	1065
0x50	 14:41:41.609	 2023-03-28 13:45:40.426	0,0464	0,9956	-0,1172	1,0986	-0,5493	-0,4272	96,8939	-0,9229	-135,2417	36,67	3,96	-1660	3754	1064
0x50	 14:41:41.609	 2023-03-28 13:45:40.431	0,0464	0,9956	-0,1172	1,0986	-0,5493	-0,4272	96,8994	-0,9283	-135,2252	36,67	3,96	-1658	3751	1066
0x50	 14:41:41.609	 2023-03-28 13:45:40.436	0,0464	0,9956	-0,1172	1,0986	-0,5493	-0,4272	96,9049	-0,9283	-135,2087	36,67	3,96	-1655	3748	1066
0x50	 14:41:41.640	 2023-03-28 13:45:40.441	0,0483	0,9878	-0,1147	1,0376	0,6104	-0,1221	96,9104	-0,9338	-135,1923	36,64	3,96	-1653	3745	1068
0x50	 14:41:41.640	 2023-03-28 13:45:40.446	0,0483	0,9878	-0,1147	1,0376	0,6104	-0,1221	96,9104	-0,9338	-135,1703	36,64	3,96	-1646	3743	1068
0x50	 14:41:41.640	 2023-03-28 13:45:40.451	0,0483	0,9878	-0,1147	1,0376	0,6104	-0,1221	96,9159	-0,9393	-135,1538	36,64	3,96	-1637	3743	1067
0x50	 14:41:41.640	 2023-03-28 13:45:40.456	0,0483	0,9878	-0,1147	1,0376	0,6104	-0,1221	96,9214	-0,9448	-135,1318	36,64	3,96	-1631	3743	1066
0x50	 14:41:41.640	 2023-03-28 13:45:40.461	0,0488	0,9854	-0,1133	2,0142	1,5259	0,1221	96,9269	-0,9503	-135,1099	36,66	3,96	-1629	3745	1064
0x50	 14:41:41.645	 2023-03-28 13:45:40.466	0,0488	0,9854	-0,1133	2,0142	1,5259	0,1221	96,9379	-0,9558	-135,0824	36,66	3,96	-1625	3748	1063
0x50	 14:41:41.645	 2023-03-28 13:45:40.471	0,0488	0,9854	-0,1133	2,0142	1,5259	0,1221	96,9434	-0,9613	-135,0604	36,66	3,96	-1623	3751	1062
0x50	 14:41:41.645	 2023-03-28 13:45:40.476	0,0488	0,9854	-0,1133	2,0142	1,5259	0,1221	96,9489	-0,9668	-135,0385	36,66	3,96	-1617	3753	1063
0x50	 14:41:41.645	 2023-03-28 13:45:40.481	0,0601	0,9888	-0,0986	2,8076	6,2256	0,0000	96,9653	-0,9778	-134,9890	36,70	3,96	-1660	3756	1061
0x50	 14:41:41.645	 2023-03-28 13:45:40.486	0,0601	0,9888	-0,0986	2,8076	6,2256	0,0000	96,9763	-0,9833	-134,9396	36,70	3,96	-1695	3757	1064
0x50	 14:41:41.673	 2023-03-28 13:45:40.491	0,0601	0,9888	-0,0986	2,8076	6,2256	0,0000	96,9873	-0,9943	-134,8901	36,70	3,96	-1725	3758	1071
0x50	 14:41:41.673	 2023-03-28 13:45:40.496	0,0601	0,9888	-0,0986	2,8076	6,2256	0,0000	96,9983	-0,9998	-134,8352	36,70	3,96	-1755	3760	1079
0x50	 14:41:41.673	 2023-03-28 13:45:40.501	0,0601	0,9858	-0,1343	5,0659	6,8970	-0,4883	97,0203	-1,0052	-134,7803	36,67	3,96	-1784	3761	1086
0x50	 14:41:41.673	 2023-03-28 13:45:40.506	0,0601	0,9858	-0,1343	5,0659	6,8970	-0,4883	97,0422	-1,0162	-134,7253	36,67	3,96	-1762	3760	1094
0x50	 14:41:41.673	 2023-03-28 13:45:40.511	0,0601	0,9858	-0,1343	5,0659	6,8970	-0,4883	97,0642	-1,0217	-134,6704	36,67	3,96	-1749	3758	1097
0x50	 14:41:41.720	 2023-03-28 13:45:40.516	0,0601	0,9858	-0,1343	5,0659	6,8970	-0,4883	97,0862	-1,0272	-134,6210	36,67	3,96	-1740	3755	1097
0x50	 14:41:41.723	 2023-03-28 13:45:40.521	0,0596	0,9829	-0,1479	3,8452	4,5166	-1,7090	97,1027	-1,0272	-134,5770	36,68	3,96	-1730	3753	1103
0x50	 14:41:41.723	 2023-03-28 13:45:40.526	0,0596	0,9829	-0,1479	3,8452	4,5166	-1,7090	97,1191	-1,0272	-134,5386	36,68	3,96	-1719	3751	1111
0x50	 14:41:41.723	 2023-03-28 13:45:40.531	0,0596	0,9829	-0,1479	3,8452	4,5166	-1,7090	97,1356	-1,0272	-134,5001	36,68	3,96	-1705	3747	1119
0x50	 14:41:41.723	 2023-03-28 13:45:40.536	0,0596	0,9829	-0,1479	3,8452	4,5166	-1,7090	97,1521	-1,0272	-134,4617	36,68	3,96	-1692	3744	1126
0x50	 14:41:41.723	 2023-03-28 13:45:40.541	0,0596	0,9829	-0,1479	3,8452	4,5166	-1,7090	97,1686	-1,0217	-134,4287	36,67	3,96	-1683	3742	1129
0x50	 14:41:41.735	 2023-03-28 13:45:40.546	0,0527	0,9790	-0,1426	1,5869	5,1880	-3,0518	97,1741	-1,0162	-134,3903	36,67	3,96	-1674	3738	1129
0x50	 14:41:41.735	 2023-03-28 13:45:40.551	0,0527	0,9790	-0,1426	1,5869	5,1880	-3,0518	97,1851	-1,0107	-134,3463	36,67	3,96	-1666	3737	1128
0x50	 14:41:41.735	 2023-03-28 13:45:40.556	0,0527	0,9790	-0,1426	1,5869	5,1880	-3,0518	97,1906	-1,0052	-134,3134	36,67	3,96	-1655	3736	1128
0x50	 14:41:41.735	 2023-03-28 13:45:40.561	0,0527	0,9790	-0,1426	1,5869	5,1880	-3,0518	97,1960	-0,9998	-134,2694	36,67	3,96	-1693	3737	1132
0x50	 14:41:41.735	 2023-03-28 13:45:40.566	0,0474	0,9717	-0,1348	0,6104	5,1270	-3,4180	97,1960	-0,9888	-134,2310	36,66	3,96	-1728	3736	1130
0x50	 14:41:41.773	 2023-03-28 13:45:40.571	0,0474	0,9717	-0,1348	0,6104	5,1270	-3,4180	97,2015	-0,9778	-134,1925	36,66	3,96	-1713	3734	1127
0x50	 14:41:41.776	 2023-03-28 13:45:40.576	0,0474	0,9717	-0,1348	0,6104	5,1270	-3,4180	97,2015	-0,9723	-134,1541	36,66	3,96	-1700	3733	1125
0x50	 14:41:41.776	 2023-03-28 13:45:40.581	0,0474	0,9717	-0,1348	0,6104	5,1270	-3,4180	97,2015	-0,9613	-134,1101	36,66	3,96	-1686	3731	1122
0x50	 14:41:41.776	 2023-03-28 13:45:40.586	0,0435	0,9775	-0,1357	0,0610	4,2725	-3,0518	97,2015	-0,9558	-134,0771	36,69	3,96	-1674	3727	1120
0x50	 14:41:41.776	 2023-03-28 13:45:40.591	0,0435	0,9775	-0,1357	0,0610	4,2725	-3,0518	97,2015	-0,9448	-134,0442	36,69	3,96	-1661	3726	1121
0x50	 14:41:41.786	 2023-03-28 13:45:40.596	0,0435	0,9775	-0,1357	0,0610	4,2725	-3,0518	97,2015	-0,9393	-134,0167	36,69	3,96	-1650	3726	1126
0x50	 14:41:41.786	 2023-03-28 13:45:40.601	0,0435	0,9775	-0,1357	0,0610	4,2725	-3,0518	97,2015	-0,9338	-133,9838	36,69	3,96	-1689	3727	1131
0x50	 14:41:41.786	 2023-03-28 13:45:40.606	0,0381	0,9819	-0,1157	-1,0376	2,2583	-2,9297	97,1960	-0,9229	-133,9563	36,63	3,96	-1725	3730	1136
0x50	 14:41:41.786	 2023-03-28 13:45:40.611	0,0381	0,9819	-0,1157	-1,0376	2,2583	-2,9297	97,1906	-0,9174	-133,9343	36,63	3,96	-1757	3733	1141
0x50	 14:41:41.786	 2023-03-28 13:45:40.616	0,0381	0,9819	-0,1157	-1,0376	2,2583	-2,9297	97,1851	-0,9064	-133,9069	36,63	3,96	-1735	3734	1142
0x50	 14:41:41.786	 2023-03-28 13:45:40.621	0,0381	0,9819	-0,1157	-1,0376	2,2583	-2,9297	97,1741	-0,8954	-133,8849	36,63	3,96	-1719	3734	1139
0x50	 14:41:41.804	 2023-03-28 13:45:40.626	0,0293	0,9761	-0,1201	0,6714	1,4648	-3,2349	97,1796	-0,8844	-133,8629	36,67	3,96	-1706	3732	1133
0x50	 14:41:41.804	 2023-03-28 13:45:40.631	0,0293	0,9761	-0,1201	0,6714	1,4648	-3,2349	97,1796	-0,8734	-133,8464	36,67	3,96	-1695	3729	1128
0x50	 14:41:41.804	 2023-03-28 13:45:40.636	0,0293	0,9761	-0,1201	0,6714	1,4648	-3,2349	97,1851	-0,8624	-133,8300	36,67	3,96	-1684	3728	1126
0x50	 14:41:41.804	 2023-03-28 13:45:40.641	0,0293	0,9761	-0,1201	0,6714	1,4648	-3,2349	97,1851	-0,8514	-133,8080	36,67	3,96	-1675	3727	1126
0x50	 14:41:41.804	 2023-03-28 13:45:40.646	0,0410	0,9731	-0,1260	1,0986	-0,1831	-3,1128	97,1906	-0,8405	-133,8025	36,64	3,96	-1661	3727	1131
0x50	 14:41:41.857	 2023-03-28 13:45:40.651	0,0410	0,9731	-0,1260	1,0986	-0,1831	-3,1128	97,1960	-0,8295	-133,7915	36,64	3,96	-1651	3728	1135
0x50	 14:41:41.857	 2023-03-28 13:45:40.656	0,0410	0,9731	-0,1260	1,0986	-0,1831	-3,1128	97,2015	-0,8185	-133,7860	36,64	3,96	-1642	3730	1138
0x50	 14:41:41.857	 2023-03-28 13:45:40.661	0,0410	0,9731	-0,1260	1,0986	-0,1831	-3,1128	97,2070	-0,8075	-133,7805	36,64	3,96	-1635	3732	1139
0x50	 14:41:41.857	 2023-03-28 13:45:40.666	0,0601	0,9663	-0,1343	0,7935	-2,1973	-1,5869	97,2070	-0,8020	-133,7805	36,67	3,96	-1629	3733	1138
0x50	 14:41:41.857	 2023-03-28 13:45:40.671	0,0601	0,9663	-0,1343	0,7935	-2,1973	-1,5869	97,2125	-0,7965	-133,7860	36,67	3,96	-1621	3733	1134
0x50	 14:41:41.884	 2023-03-28 13:45:40.676	0,0601	0,9663	-0,1343	0,7935	-2,1973	-1,5869	97,2125	-0,7910	-133,7915	36,67	3,96	-1613	3732	1131
0x50	 14:41:41.884	 2023-03-28 13:45:40.681	0,0601	0,9663	-0,1343	0,7935	-2,1973	-1,5869	97,2180	-0,7855	-133,7915	36,67	3,96	-1656	3733	1128
0x50	 14:41:41.884	 2023-03-28 13:45:40.686	0,0542	0,9805	-0,1245	-0,1221	0,1831	-0,6104	97,2180	-0,7855	-133,7805	36,66	3,96	-1694	3733	1126
0x50	 14:41:41.884	 2023-03-28 13:45:40.691	0,0542	0,9805	-0,1245	-0,1221	0,1831	-0,6104	97,2180	-0,7910	-133,7750	36,66	3,96	-1680	3733	1127
0x50	 14:41:41.884	 2023-03-28 13:45:40.696	0,0542	0,9805	-0,1245	-0,1221	0,1831	-0,6104	97,2125	-0,7910	-133,7640	36,66	3,96	-1670	3732	1127
0x50	 14:41:41.884	 2023-03-28 13:45:40.701	0,0542	0,9805	-0,1245	-0,1221	0,1831	-0,6104	97,2125	-0,7910	-133,7531	36,66	3,96	-1660	3729	1127
0x50	 14:41:41.884	 2023-03-28 13:45:40.706	0,0469	0,9902	-0,1270	-1,7090	-1,9531	-1,5869	97,2015	-0,7855	-133,7531	36,67	3,96	-1650	3728	1125
0x50	 14:41:41.884	 2023-03-28 13:45:40.711	0,0469	0,9902	-0,1270	-1,7090	-1,9531	-1,5869	97,1960	-0,7855	-133,7585	36,67	3,96	-1641	3727	1125
0x50	 14:41:41.884	 2023-03-28 13:45:40.716	0,0469	0,9902	-0,1270	-1,7090	-1,9531	-1,5869	97,1851	-0,7800	-133,7585	36,67	3,96	-1633	3727	1122
0x50	 14:41:41.884	 2023-03-28 13:45:40.721	0,0469	0,9902	-0,1270	-1,7090	-1,9531	-1,5869	97,1796	-0,7745	-133,7585	36,67	3,96	-1627	3729	1119
0x50	 14:41:41.884	 2023-03-28 13:45:40.726	0,0522	0,9780	-0,1338	-1,1597	-4,8828	-2,6855	97,1686	-0,7635	-133,7750	36,66	3,96	-1621	3729	1114
0x50	 14:41:41.933	 2023-03-28 13:45:40.731	0,0522	0,9780	-0,1338	-1,1597	-4,8828	-2,6855	97,1631	-0,7526	-133,7915	36,66	3,96	-1616	3730	1114
0x50	 14:41:41.933	 2023-03-28 13:45:40.736	0,0522	0,9780	-0,1338	-1,1597	-4,8828	-2,6855	97,1576	-0,7416	-133,8080	36,66	3,96	-1610	3732	1115
0x50	 14:41:41.934	 2023-03-28 13:45:40.741	0,0522	0,9780	-0,1338	-1,1597	-4,8828	-2,6855	97,1521	-0,7251	-133,8245	36,66	3,96	-1606	3733	1115
0x50	 14:41:41.934	 2023-03-28 13:45:40.746	0,0635	0,9814	-0,1421	1,5259	-3,7231	-2,9297	97,1631	-0,7141	-133,8354	36,67	3,96	-1602	3734	1118
0x50	 14:41:41.934	 2023-03-28 13:45:40.751	0,0635	0,9814	-0,1421	1,5259	-3,7231	-2,9297	97,1686	-0,7031	-133,8464	36,67	3,96	-1599	3733	1121
0x50	 14:41:41.956	 2023-03-28 13:45:40.756	0,0635	0,9814	-0,1421	1,5259	-3,7231	-2,9297	97,1796	-0,6921	-133,8574	36,67	3,96	-1595	3730	1124
0x50	 14:41:41.956	 2023-03-28 13:45:40.761	0,0635	0,9814	-0,1421	1,5259	-3,7231	-2,9297	97,1851	-0,6812	-133,8684	36,67	3,96	-1592	3728	1130
0x50	 14:41:41.956	 2023-03-28 13:45:40.766	0,0742	0,9956	-0,1553	3,6621	-0,1221	-3,3569	97,2015	-0,6702	-133,8574	36,64	3,96	-1637	3726	1135
0x50	 14:41:41.956	 2023-03-28 13:45:40.771	0,0742	0,9956	-0,1553	3,6621	-0,1221	-3,3569	97,2235	-0,6592	-133,8519	36,64	3,96	-1629	3722	1137
0x50	 14:41:41.956	 2023-03-28 13:45:40.776	0,0742	0,9956	-0,1553	3,6621	-0,1221	-3,3569	97,2400	-0,6482	-133,8464	36,64	3,96	-1620	3722	1138
0x50	 14:41:41.974	 2023-03-28 13:45:40.781	0,0742	0,9956	-0,1553	3,6621	-0,1221	-3,3569	97,2620	-0,6372	-133,8354	36,64	3,96	-1662	3721	1138
0x50	 14:41:41.974	 2023-03-28 13:45:40.786	0,0620	0,9956	-0,1616	1,0376	-0,1221	-3,1128	97,2675	-0,6262	-133,8245	36,67	3,96	-1650	3720	1137
0x50	 14:41:41.974	 2023-03-28 13:45:40.791	0,0620	0,9956	-0,1616	1,0376	-0,1221	-3,1128	97,2729	-0,6207	-133,8190	36,67	3,96	-1639	3719	1136
0x50	 14:41:41.974	 2023-03-28 13:45:40.796	0,0620	0,9956	-0,1616	1,0376	-0,1221	-3,1128	97,2784	-0,6097	-133,8135	36,67	3,96	-1630	3717	1137
0x50	 14:41:41.974	 2023-03-28 13:45:40.801	0,0620	0,9956	-0,1616	1,0376	-0,1221	-3,1128	97,2839	-0,5988	-133,8080	36,67	3,96	-1623	3715	1134
0x50	 14:41:42.003	 2023-03-28 13:45:40.806	0,0420	0,9707	-0,1616	0,3052	0,0610	-3,0518	97,2839	-0,5933	-133,7970	36,67	3,96	-1618	3714	1132
0x50	 14:41:42.003	 2023-03-28 13:45:40.811	0,0420	0,9707	-0,1616	0,3052	0,0610	-3,0518	97,2894	-0,5823	-133,7915	36,67	3,96	-1612	3712	1128
0x50	 14:41:42.003	 2023-03-28 13:45:40.816	0,0420	0,9707	-0,1616	0,3052	0,0610	-3,0518	97,2949	-0,5768	-133,7860	36,67	3,96	-1608	3709	1124
0x50	 14:41:42.003	 2023-03-28 13:45:40.821	0,0420	0,9707	-0,1616	0,3052	0,0610	-3,0518	97,2949	-0,5658	-133,7805	36,67	3,96	-1604	3707	1121
0x50	 14:41:42.003	 2023-03-28 13:45:40.826	0,0503	0,9644	-0,1636	2,0142	-1,7700	-3,4790	97,3059	-0,5548	-133,7805	36,68	3,96	-1601	3705	1121
0x50	 14:41:42.003	 2023-03-28 13:45:40.831	0,0503	0,9644	-0,1636	2,0142	-1,7700	-3,4790	97,3224	-0,5438	-133,7860	36,68	3,96	-1603	3702	1120
0x50	 14:41:42.011	 2023-03-28 13:45:40.836	0,0503	0,9644	-0,1636	2,0142	-1,7700	-3,4790	97,3334	-0,5273	-133,7860	36,68	3,96	-1607	3701	1116
0x50	 14:41:42.011	 2023-03-28 13:45:40.841	0,0503	0,9644	-0,1636	2,0142	-1,7700	-3,4790	97,3444	-0,5164	-133,7915	36,68	3,96	-1612	3701	1113
0x50	 14:41:42.011	 2023-03-28 13:45:40.846	0,0542	0,9844	-0,1436	-0,7324	-3,7231	-2,6245	97,3444	-0,5054	-133,8025	36,67	3,96	-1615	3703	1113
0x50	 14:41:42.011	 2023-03-28 13:45:40.851	0,0542	0,9844	-0,1436	-0,7324	-3,7231	-2,6245	97,3444	-0,4999	-133,8190	36,67	3,96	-1619	3705	1115
0x50	 14:41:42.011	 2023-03-28 13:45:40.856	0,0542	0,9844	-0,1436	-0,7324	-3,7231	-2,6245	97,3444	-0,4889	-133,8300	36,67	3,96	-1621	3708	1116
0x50	 14:41:42.040	 2023-03-28 13:45:40.861	0,0542	0,9844	-0,1436	-0,7324	-3,7231	-2,6245	97,3389	-0,4779	-133,8409	36,67	3,96	-1619	3712	1123
0x50	 14:41:42.040	 2023-03-28 13:45:40.866	0,0479	0,9712	-0,1309	-3,7842	-5,8594	-1,3428	97,3224	-0,4779	-133,8684	36,67	3,96	-1621	3717	1125
0x50	 14:41:42.040	 2023-03-28 13:45:40.871	0,0479	0,9712	-0,1309	-3,7842	-5,8594	-1,3428	97,3114	-0,4724	-133,8904	36,67	3,96	-1621	3721	1124
