StartTime: 2023-03-29 14:41:31.789
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 14:41:31.789	 2023-03-28 13:45:30.551	0,0430	0,9985	-0,1582	-3,9063	-13,1226	0,7935	97,2070	-0,6537	-132,1161	36,64	3,96	-1761	3721	1187
0x50	 14:41:31.790	 2023-03-28 13:45:30.556	0,0430	0,9985	-0,1582	-3,9063	-13,1226	0,7935	97,1906	-0,6537	-132,1875	36,64	3,96	-1740	3723	1188
0x50	 14:41:31.790	 2023-03-28 13:45:30.561	0,0430	0,9985	-0,1582	-3,9063	-13,1226	0,7935	97,1741	-0,6482	-132,2534	36,64	3,96	-1721	3724	1186
0x50	 14:41:31.790	 2023-03-28 13:45:30.566	0,0430	0,9985	-0,1582	-3,9063	-13,1226	0,7935	97,1576	-0,6482	-132,3248	36,64	3,96	-1706	3725	1184
0x50	 14:41:31.790	 2023-03-28 13:45:30.571	0,0483	0,9834	-0,1460	-1,4648	-13,1226	1,7700	97,1576	-0,6482	-132,3907	36,63	3,96	-1690	3725	1185
0x50	 14:41:31.790	 2023-03-28 13:45:30.576	0,0483	0,9834	-0,1460	-1,4648	-13,1226	1,7700	97,1521	-0,6482	-132,4622	36,63	3,96	-1676	3725	1180
0x50	 14:41:31.811	 2023-03-28 13:45:30.581	0,0483	0,9834	-0,1460	-1,4648	-13,1226	1,7700	97,1466	-0,6537	-132,5336	36,63	3,96	-1665	3724	1179
0x50	 14:41:31.811	 2023-03-28 13:45:30.586	0,0483	0,9834	-0,1460	-1,4648	-13,1226	1,7700	97,1466	-0,6537	-132,6050	36,63	3,96	-1656	3724	1178
0x50	 14:41:31.811	 2023-03-28 13:45:30.591	0,0488	0,9941	-0,1475	0,4272	-13,4277	1,8311	97,1521	-0,6592	-132,6764	36,63	3,96	-1646	3725	1174
0x50	 14:41:31.811	 2023-03-28 13:45:30.596	0,0488	0,9941	-0,1475	0,4272	-13,4277	1,8311	97,1576	-0,6647	-132,7478	36,63	3,96	-1638	3724	1171
0x50	 14:41:31.812	 2023-03-28 13:45:30.601	0,0488	0,9941	-0,1475	0,4272	-13,4277	1,8311	97,1631	-0,6647	-132,8192	36,63	3,96	-1631	3724	1170
0x50	 14:41:31.867	 2023-03-28 13:45:30.606	0,0488	0,9941	-0,1475	0,4272	-13,4277	1,8311	97,1686	-0,6702	-132,8906	36,63	3,96	-1624	3722	1168
0x50	 14:41:31.868	 2023-03-28 13:45:30.611	0,0405	0,9995	-0,1563	2,3804	-13,1836	0,5493	97,1851	-0,6647	-132,9620	36,63	3,96	-1618	3723	1166
0x50	 14:41:31.868	 2023-03-28 13:45:30.616	0,0405	0,9995	-0,1563	2,3804	-13,1836	0,5493	97,2015	-0,6647	-133,0280	36,63	3,96	-1612	3725	1166
0x50	 14:41:31.869	 2023-03-28 13:45:30.621	0,0405	0,9995	-0,1563	2,3804	-13,1836	0,5493	97,2180	-0,6592	-133,0994	36,63	3,96	-1607	3727	1165
0x50	 14:41:31.869	 2023-03-28 13:45:30.626	0,0405	0,9995	-0,1563	2,3804	-13,1836	0,5493	97,2345	-0,6537	-133,1708	36,63	3,96	-1604	3729	1171
0x50	 14:41:31.908	 2023-03-28 13:45:30.631	0,0371	1,0068	-0,1641	2,6855	-11,5967	-1,0986	97,2510	-0,6482	-133,2312	36,63	3,96	-1605	3730	1176
0x50	 14:41:31.908	 2023-03-28 13:45:30.636	0,0371	1,0068	-0,1641	2,6855	-11,5967	-1,0986	97,2675	-0,6372	-133,2916	36,63	3,96	-1607	3732	1181
0x50	 14:41:31.908	 2023-03-28 13:45:30.641	0,0371	1,0068	-0,1641	2,6855	-11,5967	-1,0986	97,2839	-0,6262	-133,3521	36,63	3,96	-1606	3731	1187
0x50	 14:41:31.908	 2023-03-28 13:45:30.646	0,0371	1,0068	-0,1641	2,6855	-11,5967	-1,0986	97,3004	-0,6152	-133,4125	36,63	3,96	-1599	3729	1189
0x50	 14:41:31.908	 2023-03-28 13:45:30.651	0,0420	1,0088	-0,1538	-2,6245	-7,9956	-1,5259	97,2894	-0,6042	-133,4564	36,60	3,96	-1595	3728	1191
0x50	 14:41:31.908	 2023-03-28 13:45:30.656	0,0420	1,0088	-0,1538	-2,6245	-7,9956	-1,5259	97,2839	-0,5988	-133,5004	36,60	3,96	-1594	3727	1189
0x50	 14:41:31.908	 2023-03-28 13:45:30.661	0,0420	1,0088	-0,1538	-2,6245	-7,9956	-1,5259	97,2729	-0,5878	-133,5443	36,60	3,96	-1590	3725	1183
0x50	 14:41:31.908	 2023-03-28 13:45:30.666	0,0420	1,0088	-0,1538	-2,6245	-7,9956	-1,5259	97,2620	-0,5768	-133,5883	36,60	3,96	-1590	3725	1177
0x50	 14:41:31.908	 2023-03-28 13:45:30.671	0,0513	0,9971	-0,1460	-5,8594	-5,7373	-0,4883	97,2345	-0,5768	-133,6212	36,64	3,96	-1590	3726	1168
0x50	 14:41:31.908	 2023-03-28 13:45:30.676	0,0513	0,9971	-0,1460	-5,8594	-5,7373	-0,4883	97,2125	-0,5713	-133,6487	36,64	3,96	-1587	3726	1161
0x50	 14:41:31.908	 2023-03-28 13:45:30.681	0,0513	0,9971	-0,1460	-5,8594	-5,7373	-0,4883	97,1851	-0,5713	-133,6816	36,64	3,96	-1585	3725	1154
0x50	 14:41:31.913	 2023-03-28 13:45:30.686	0,0513	0,9971	-0,1460	-5,8594	-5,7373	-0,4883	97,1576	-0,5658	-133,7091	36,64	3,96	-1586	3726	1149
0x50	 14:41:31.913	 2023-03-28 13:45:30.691	0,0488	0,9917	-0,1396	-5,1880	-3,4790	0,5493	97,1356	-0,5713	-133,7311	36,64	3,96	-1583	3727	1151
0x50	 14:41:31.913	 2023-03-28 13:45:30.696	0,0488	0,9917	-0,1396	-5,1880	-3,4790	0,5493	97,1136	-0,5768	-133,7531	36,64	3,96	-1579	3730	1155
0x50	 14:41:31.913	 2023-03-28 13:45:30.701	0,0488	0,9917	-0,1396	-5,1880	-3,4790	0,5493	97,0917	-0,5823	-133,7695	36,64	3,96	-1625	3733	1158
0x50	 14:41:31.940	 2023-03-28 13:45:30.706	0,0488	0,9917	-0,1396	-5,1880	-3,4790	0,5493	97,0697	-0,5823	-133,7860	36,64	3,96	-1617	3736	1161
0x50	 14:41:31.941	 2023-03-28 13:45:30.711	0,0454	1,0039	-0,1304	-5,3101	-2,8076	0,6104	97,0422	-0,5878	-133,8025	36,63	3,96	-1611	3739	1167
0x50	 14:41:31.941	 2023-03-28 13:45:30.716	0,0454	1,0039	-0,1304	-5,3101	-2,8076	0,6104	97,0203	-0,5933	-133,8190	36,63	3,96	-1605	3742	1169
0x50	 14:41:31.941	 2023-03-28 13:45:30.721	0,0454	1,0039	-0,1304	-5,3101	-2,8076	0,6104	96,9983	-0,5988	-133,8354	36,63	3,96	-1601	3743	1170
0x50	 14:41:31.941	 2023-03-28 13:45:30.726	0,0454	1,0039	-0,1304	-5,3101	-2,8076	0,6104	96,9763	-0,6042	-133,8464	36,63	3,96	-1600	3745	1168
0x50	 14:41:31.941	 2023-03-28 13:45:30.731	0,0493	0,9961	-0,1426	-5,1880	-1,8311	-0,5493	96,9489	-0,6042	-133,8574	36,60	3,96	-1599	3746	1161
0x50	 14:41:31.966	 2023-03-28 13:45:30.736	0,0493	0,9961	-0,1426	-5,1880	-1,8311	-0,5493	96,9269	-0,6042	-133,8629	36,60	3,96	-1601	3745	1151
0x50	 14:41:31.966	 2023-03-28 13:45:30.741	0,0493	0,9961	-0,1426	-5,1880	-1,8311	-0,5493	96,9049	-0,6042	-133,8739	36,60	3,96	-1604	3744	1141
0x50	 14:41:31.966	 2023-03-28 13:45:30.746	0,0493	0,9961	-0,1426	-5,1880	-1,8311	-0,5493	96,8829	-0,6042	-133,8794	36,60	3,96	-1610	3742	1133
0x50	 14:41:31.966	 2023-03-28 13:45:30.751	0,0562	0,9951	-0,1333	-6,8970	-0,3662	-1,3428	96,8500	-0,6042	-133,8794	36,60	3,96	-1616	3741	1125
0x50	 14:41:31.966	 2023-03-28 13:45:30.756	0,0562	0,9951	-0,1333	-6,8970	-0,3662	-1,3428	96,8170	-0,6042	-133,8739	36,60	3,96	-1618	3740	1118
0x50	 14:41:31.966	 2023-03-28 13:45:30.761	0,0562	0,9951	-0,1333	-6,8970	-0,3662	-1,3428	96,7841	-0,5988	-133,8739	36,60	3,96	-1615	3741	1110
0x50	 14:41:32.031	 2023-03-28 13:45:30.766	0,0562	0,9951	-0,1333	-6,8970	-0,3662	-1,3428	96,7566	-0,5988	-133,8684	36,60	3,96	-1611	3743	1101
0x50	 14:41:32.031	 2023-03-28 13:45:30.771	0,0557	0,9980	-0,1250	-7,3242	0,3052	-0,9155	96,7236	-0,5988	-133,8629	36,64	3,96	-1607	3745	1096
0x50	 14:41:32.031	 2023-03-28 13:45:30.776	0,0557	0,9980	-0,1250	-7,3242	0,3052	-0,9155	96,6852	-0,5988	-133,8574	36,64	3,96	-1605	3745	1094
0x50	 14:41:32.031	 2023-03-28 13:45:30.781	0,0557	0,9980	-0,1250	-7,3242	0,3052	-0,9155	96,6522	-0,5988	-133,8464	36,64	3,96	-1605	3743	1093
0x50	 14:41:32.031	 2023-03-28 13:45:30.786	0,0557	0,9980	-0,1250	-7,3242	0,3052	-0,9155	96,6193	-0,5988	-133,8409	36,64	3,96	-1606	3741	1091
0x50	 14:41:32.043	 2023-03-28 13:45:30.791	0,0430	1,0073	-0,1416	-5,1270	0,7935	-1,0376	96,5973	-0,5988	-133,8300	36,64	3,96	-1607	3739	1084
0x50	 14:41:32.043	 2023-03-28 13:45:30.796	0,0430	1,0073	-0,1416	-5,1270	0,7935	-1,0376	96,5753	-0,5988	-133,8190	36,64	3,96	-1607	3738	1079
0x50	 14:41:32.043	 2023-03-28 13:45:30.801	0,0430	1,0073	-0,1416	-5,1270	0,7935	-1,0376	96,5533	-0,5988	-133,8080	36,64	3,96	-1605	3738	1076
0x50	 14:41:32.043	 2023-03-28 13:45:30.806	0,0430	1,0073	-0,1416	-5,1270	0,7935	-1,0376	96,5259	-0,5988	-133,7970	36,64	3,96	-1602	3738	1073
0x50	 14:41:32.043	 2023-03-28 13:45:30.811	0,0361	1,0068	-0,1460	-6,2256	-0,3052	-1,0376	96,4984	-0,5988	-133,7915	36,62	3,96	-1600	3736	1070
0x50	 14:41:32.043	 2023-03-28 13:45:30.816	0,0361	1,0068	-0,1460	-6,2256	-0,3052	-1,0376	96,4709	-0,5988	-133,7860	36,62	3,96	-1599	3735	1069
0x50	 14:41:32.043	 2023-03-28 13:45:30.821	0,0361	1,0068	-0,1460	-6,2256	-0,3052	-1,0376	96,4435	-0,5988	-133,7860	36,62	3,96	-1597	3734	1067
0x50	 14:41:32.043	 2023-03-28 13:45:30.826	0,0361	1,0068	-0,1460	-6,2256	-0,3052	-1,0376	96,4160	-0,5933	-133,7805	36,62	3,96	-1597	3730	1064
0x50	 14:41:32.044	 2023-03-28 13:45:30.831	0,0371	1,0103	-0,1411	-6,9580	-1,7090	-0,5493	96,3885	-0,5988	-133,7805	36,64	3,96	-1596	3728	1062
0x50	 14:41:32.044	 2023-03-28 13:45:30.836	0,0371	1,0103	-0,1411	-6,9580	-1,7090	-0,5493	96,3556	-0,5988	-133,7860	36,64	3,96	-1594	3728	1057
0x50	 14:41:32.127	 2023-03-28 13:45:30.841	0,0371	1,0103	-0,1411	-6,9580	-1,7090	-0,5493	96,3226	-0,5988	-133,7860	36,64	3,96	-1594	3727	1053
0x50	 14:41:32.127	 2023-03-28 13:45:30.846	0,0371	1,0103	-0,1411	-6,9580	-1,7090	-0,5493	96,2952	-0,5988	-133,7860	36,64	3,96	-1595	3728	1048
0x50	 14:41:32.127	 2023-03-28 13:45:30.851	0,0474	1,0342	-0,1431	-5,7983	-3,0518	-0,1221	96,2677	-0,5988	-133,7970	36,64	3,96	-1596	3727	1042
0x50	 14:41:32.127	 2023-03-28 13:45:30.856	0,0474	1,0342	-0,1431	-5,7983	-3,0518	-0,1221	96,2457	-0,5988	-133,8025	36,64	3,96	-1596	3728	1037
0x50	 14:41:32.127	 2023-03-28 13:45:30.861	0,0474	1,0342	-0,1431	-5,7983	-3,0518	-0,1221	96,2183	-0,6042	-133,8135	36,64	3,96	-1596	3730	1035
0x50	 14:41:32.127	 2023-03-28 13:45:30.866	0,0474	1,0342	-0,1431	-5,7983	-3,0518	-0,1221	96,1963	-0,6042	-133,8190	36,64	3,96	-1597	3731	1033
0x50	 14:41:32.131	 2023-03-28 13:45:30.871	0,0410	1,0562	-0,1411	-3,9673	-1,8311	-0,3052	96,1798	-0,6042	-133,8190	36,64	3,96	-1599	3732	1032
0x50	 14:41:32.131	 2023-03-28 13:45:30.876	0,0410	1,0562	-0,1411	-3,9673	-1,8311	-0,3052	96,1633	-0,6097	-133,8245	36,64	3,96	-1602	3733	1030
0x50	 14:41:32.131	 2023-03-28 13:45:30.881	0,0410	1,0562	-0,1411	-3,9673	-1,8311	-0,3052	96,1469	-0,6097	-133,8245	36,64	3,96	-1606	3733	1031
0x50	 14:41:32.131	 2023-03-28 13:45:30.886	0,0410	1,0562	-0,1411	-3,9673	-1,8311	-0,3052	96,1304	-0,6097	-133,8245	36,64	3,96	-1611	3734	1028
0x50	 14:41:32.132	 2023-03-28 13:45:30.891	0,0420	1,0688	-0,1499	-1,4648	-1,9531	-1,0376	96,1304	-0,6097	-133,8245	36,64	3,96	-1615	3735	1022
0x50	 14:41:32.132	 2023-03-28 13:45:30.896	0,0420	1,0688	-0,1499	-1,4648	-1,9531	-1,0376	96,1249	-0,6042	-133,8245	36,64	3,96	-1618	3736	1017
0x50	 14:41:32.132	 2023-03-28 13:45:30.901	0,0420	1,0688	-0,1499	-1,4648	-1,9531	-1,0376	96,1249	-0,6042	-133,8245	36,64	3,96	-1623	3737	1010
0x50	 14:41:32.132	 2023-03-28 13:45:30.906	0,0420	1,0688	-0,1499	-1,4648	-1,9531	-1,0376	96,1194	-0,5988	-133,8190	36,64	3,96	-1625	3738	1002
0x50	 14:41:32.132	 2023-03-28 13:45:30.911	0,0469	1,0957	-0,1753	0,0000	-3,6621	-0,7935	96,1249	-0,5988	-133,8300	36,60	3,96	-1625	3739	998
0x50	 14:41:32.132	 2023-03-28 13:45:30.916	0,0469	1,0957	-0,1753	0,0000	-3,6621	-0,7935	96,1304	-0,5933	-133,8354	36,60	3,96	-1624	3740	996
0x50	 14:41:32.141	 2023-03-28 13:45:30.921	0,0469	1,0957	-0,1753	0,0000	-3,6621	-0,7935	96,1359	-0,5933	-133,8409	36,60	3,96	-1622	3742	994
0x50	 14:41:32.141	 2023-03-28 13:45:30.926	0,0469	1,0957	-0,1753	0,0000	-3,6621	-0,7935	96,1414	-0,5933	-133,8519	36,60	3,96	-1620	3743	991
0x50	 14:41:32.168	 2023-03-28 13:45:30.931	0,0459	1,1396	-0,1768	-1,9531	-3,2349	-0,1221	96,1359	-0,5933	-133,8574	36,60	3,96	-1618	3744	988
0x50	 14:41:32.169	 2023-03-28 13:45:30.936	0,0459	1,1396	-0,1768	-1,9531	-3,2349	-0,1221	96,1304	-0,5933	-133,8629	36,60	3,96	-1618	3746	982
0x50	 14:41:32.169	 2023-03-28 13:45:30.941	0,0459	1,1396	-0,1768	-1,9531	-3,2349	-0,1221	96,1249	-0,5933	-133,8684	36,60	3,96	-1619	3746	979
0x50	 14:41:32.169	 2023-03-28 13:45:30.946	0,0459	1,1396	-0,1768	-1,9531	-3,2349	-0,1221	96,1249	-0,5988	-133,8739	36,60	3,96	-1619	3748	977
0x50	 14:41:32.169	 2023-03-28 13:45:30.951	0,0493	1,1548	-0,1729	-5,0659	-1,4038	0,0000	96,1029	-0,5988	-133,8684	36,62	3,96	-1620	3751	975
0x50	 14:41:32.169	 2023-03-28 13:45:30.956	0,0493	1,1548	-0,1729	-5,0659	-1,4038	0,0000	96,0809	-0,6042	-133,8684	36,62	3,96	-1622	3751	974
0x50	 14:41:32.169	 2023-03-28 13:45:30.961	0,0493	1,1548	-0,1729	-5,0659	-1,4038	0,0000	96,0645	-0,6042	-133,8629	36,62	3,96	-1623	3755	976
0x50	 14:41:32.169	 2023-03-28 13:45:30.966	0,0493	1,1548	-0,1729	-5,0659	-1,4038	0,0000	96,0425	-0,6097	-133,8629	36,62	3,96	-1627	3758	977
0x50	 14:41:32.169	 2023-03-28 13:45:30.971	0,0552	1,1372	-0,1597	-7,0801	0,2441	-0,3052	96,0150	-0,6097	-133,8464	36,64	3,96	-1631	3760	976
0x50	 14:41:32.198	 2023-03-28 13:45:30.976	0,0552	1,1372	-0,1597	-7,0801	0,2441	-0,3052	95,9821	-0,6152	-133,8354	36,64	3,96	-1635	3761	977
0x50	 14:41:32.198	 2023-03-28 13:45:30.981	0,0552	1,1372	-0,1597	-7,0801	0,2441	-0,3052	95,9546	-0,6152	-133,8245	36,64	3,96	-1639	3762	976
0x50	 14:41:32.198	 2023-03-28 13:45:30.986	0,0552	1,1372	-0,1597	-7,0801	0,2441	-0,3052	95,9271	-0,6152	-133,8135	36,64	3,96	-1643	3762	977
0x50	 14:41:32.198	 2023-03-28 13:45:30.991	0,0562	1,1206	-0,1387	-4,8218	1,2817	-0,6104	95,9052	-0,6207	-133,7915	36,60	3,96	-1641	3762	978
0x50	 14:41:32.198	 2023-03-28 13:45:30.996	0,0562	1,1206	-0,1387	-4,8218	1,2817	-0,6104	95,8887	-0,6207	-133,7750	36,60	3,96	-1637	3762	981
0x50	 14:41:32.237	 2023-03-28 13:45:31.001	0,0562	1,1206	-0,1387	-4,8218	1,2817	-0,6104	95,8667	-0,6207	-133,7585	36,60	3,96	-1631	3764	984
0x50	 14:41:32.238	 2023-03-28 13:45:31.006	0,0562	1,1206	-0,1387	-4,8218	1,2817	-0,6104	95,8502	-0,6262	-133,7366	36,60	3,96	-1626	3763	988
0x50	 14:41:32.238	 2023-03-28 13:45:31.011	0,0479	1,1201	-0,1304	-1,9531	1,5259	-0,3052	95,8447	-0,6262	-133,7201	36,65	3,96	-1623	3764	988
0x50	 14:41:32.238	 2023-03-28 13:45:31.016	0,0479	1,1201	-0,1304	-1,9531	1,5259	-0,3052	95,8392	-0,6317	-133,7036	36,65	3,96	-1617	3766	986
0x50	 14:41:32.238	 2023-03-28 13:45:31.021	0,0479	1,1201	-0,1304	-1,9531	1,5259	-0,3052	95,8337	-0,6372	-133,6816	36,65	3,96	-1610	3766	980
0x50	 14:41:32.248	 2023-03-28 13:45:31.026	0,0479	1,1201	-0,1304	-1,9531	1,5259	-0,3052	95,8282	-0,6372	-133,6652	36,65	3,96	-1608	3768	974
0x50	 14:41:32.251	 2023-03-28 13:45:31.031	0,0479	1,1201	-0,1304	-1,9531	1,5259	-0,3052	95,8228	-0,6427	-133,6432	36,65	3,96	-1605	3769	969
0x50	 14:41:32.251	 2023-03-28 13:45:31.036	0,0557	1,0996	-0,1401	-0,1831	2,9297	0,6104	95,8282	-0,6482	-133,6157	36,64	3,96	-1602	3772	965
0x50	 14:41:32.251	 2023-03-28 13:45:31.041	0,0557	1,0996	-0,1401	-0,1831	2,9297	0,6104	95,8282	-0,6592	-133,5938	36,64	3,96	-1602	3774	962
0x50	 14:41:32.251	 2023-03-28 13:45:31.046	0,0557	1,0996	-0,1401	-0,1831	2,9297	0,6104	95,8337	-0,6647	-133,5663	36,64	3,96	-1602	3774	958
0x50	 14:41:32.251	 2023-03-28 13:45:31.051	0,0557	1,0996	-0,1401	-0,1831	2,9297	0,6104	95,8337	-0,6757	-133,5388	36,64	3,96	-1603	3773	956
0x50	 14:41:32.306	 2023-03-28 13:45:31.056	0,0566	1,0679	-0,1387	0,0000	5,0049	1,4648	95,8392	-0,6921	-133,5004	36,64	3,96	-1600	3774	954
0x50	 14:41:32.306	 2023-03-28 13:45:31.061	0,0566	1,0679	-0,1387	0,0000	5,0049	1,4648	95,8447	-0,7031	-133,4674	36,64	3,96	-1601	3774	955
0x50	 14:41:32.306	 2023-03-28 13:45:31.066	0,0566	1,0679	-0,1387	0,0000	5,0049	1,4648	95,8447	-0,7196	-133,4290	36,64	3,96	-1600	3775	956
0x50	 14:41:32.306	 2023-03-28 13:45:31.071	0,0566	1,0679	-0,1387	0,0000	5,0049	1,4648	95,8502	-0,7306	-133,3905	36,64	3,96	-1598	3776	957
0x50	 14:41:32.306	 2023-03-28 13:45:31.076	0,0581	1,0366	-0,1338	-0,7935	6,1646	1,8921	95,8502	-0,7471	-133,3521	36,64	3,96	-1597	3776	959
0x50	 14:41:32.351	 2023-03-28 13:45:31.081	0,0581	1,0366	-0,1338	-0,7935	6,1646	1,8921	95,8502	-0,7690	-133,3081	36,64	3,96	-1593	3777	961
0x50	 14:41:32.351	 2023-03-28 13:45:31.086	0,0581	1,0366	-0,1338	-0,7935	6,1646	1,8921	95,8502	-0,7855	-133,2697	36,64	3,96	-1590	3779	962
0x50	 14:41:32.351	 2023-03-28 13:45:31.091	0,0581	1,0366	-0,1338	-0,7935	6,1646	1,8921	95,8447	-0,8020	-133,2312	36,64	3,96	-1586	3781	963
0x50	 14:41:32.351	 2023-03-28 13:45:31.096	0,0679	1,0059	-0,1211	-0,3052	8,7891	2,8076	95,8502	-0,8240	-133,1708	36,63	3,96	-1631	3783	964
0x50	 14:41:32.351	 2023-03-28 13:45:31.101	0,0679	1,0059	-0,1211	-0,3052	8,7891	2,8076	95,8502	-0,8459	-133,1158	36,63	3,96	-1669	3785	962
0x50	 14:41:32.351	 2023-03-28 13:45:31.106	0,0679	1,0059	-0,1211	-0,3052	8,7891	2,8076	95,8502	-0,8679	-133,0554	36,63	3,96	-1706	3786	961
0x50	 14:41:32.351	 2023-03-28 13:45:31.111	0,0679	1,0059	-0,1211	-0,3052	8,7891	2,8076	95,8502	-0,8954	-132,9950	36,63	3,96	-1739	3786	960
0x50	 14:41:32.351	 2023-03-28 13:45:31.116	0,0757	0,9766	-0,1152	1,0376	9,7046	3,7842	95,8612	-0,9229	-132,9291	36,62	3,96	-1768	3788	960
0x50	 14:41:32.351	 2023-03-28 13:45:31.121	0,0757	0,9766	-0,1152	1,0376	9,7046	3,7842	95,8667	-0,9503	-132,8632	36,62	3,96	-1747	3789	960
0x50	 14:41:32.351	 2023-03-28 13:45:31.126	0,0757	0,9766	-0,1152	1,0376	9,7046	3,7842	95,8722	-0,9778	-132,8027	36,62	3,96	-1729	3790	957
0x50	 14:41:32.393	 2023-03-28 13:45:31.131	0,0757	0,9766	-0,1152	1,0376	9,7046	3,7842	95,8832	-1,0107	-132,7368	36,62	3,96	-1710	3792	956
0x50	 14:41:32.399	 2023-03-28 13:45:31.136	0,0703	0,9478	-0,1162	2,4414	11,8408	4,4556	95,8942	-1,0437	-132,6599	36,64	3,96	-1743	3794	956
0x50	 14:41:32.399	 2023-03-28 13:45:31.141	0,0703	0,9478	-0,1162	2,4414	11,8408	4,4556	95,9106	-1,0767	-132,5830	36,64	3,96	-1771	3796	956
0x50	 14:41:32.399	 2023-03-28 13:45:31.146	0,0703	0,9478	-0,1162	2,4414	11,8408	4,4556	95,9216	-1,1096	-132,5061	36,64	3,96	-1798	3796	962
0x50	 14:41:32.399	 2023-03-28 13:45:31.151	0,0703	0,9478	-0,1162	2,4414	11,8408	4,4556	95,9381	-1,1426	-132,4292	36,64	3,96	-1821	3797	968
0x50	 14:41:32.399	 2023-03-28 13:45:31.156	0,0537	0,9297	-0,1162	2,5024	13,3667	5,2490	95,9491	-1,1810	-132,3413	36,63	3,96	-1843	3797	972
0x50	 14:41:32.407	 2023-03-28 13:45:31.161	0,0537	0,9297	-0,1162	2,5024	13,3667	5,2490	95,9656	-1,2195	-132,2589	36,63	3,96	-1863	3798	980
0x50	 14:41:32.407	 2023-03-28 13:45:31.166	0,0537	0,9297	-0,1162	2,5024	13,3667	5,2490	95,9766	-1,2579	-132,1765	36,63	3,96	-1831	3800	990
0x50	 14:41:32.407	 2023-03-28 13:45:31.171	0,0537	0,9297	-0,1162	2,5024	13,3667	5,2490	95,9875	-1,2964	-132,0941	36,63	3,96	-1852	3803	999
0x50	 14:41:32.407	 2023-03-28 13:45:31.176	0,0576	0,9092	-0,1216	3,1128	14,0991	5,6763	96,0040	-1,3348	-132,0062	36,65	3,96	-1870	3805	1004
0x50	 14:41:32.407	 2023-03-28 13:45:31.181	0,0576	0,9092	-0,1216	3,1128	14,0991	5,6763	96,0205	-1,3788	-131,9183	36,65	3,96	-1880	3758	1008
0x50	 14:41:32.409	 2023-03-28 13:45:31.186	0,0576	0,9092	-0,1216	3,1128	14,0991	5,6763	96,0370	-1,4172	-131,8304	36,65	3,96	-1889	3765	1011
0x50	 14:41:32.409	 2023-03-28 13:45:31.191	0,0576	0,9092	-0,1216	3,1128	14,0991	5,6763	96,0535	-1,4612	-131,7426	36,65	3,96	-1896	3770	1011
0x50	 14:41:32.409	 2023-03-28 13:45:31.196	0,0610	0,8882	-0,1108	4,4556	15,0146	5,6763	96,0754	-1,4996	-131,6547	36,63	3,96	-1903	3773	1011
0x50	 14:41:32.409	 2023-03-28 13:45:31.201	0,0610	0,8882	-0,1108	4,4556	15,0146	5,6763	96,0974	-1,5381	-131,5613	36,63	3,96	-1911	3775	1012
0x50	 14:41:32.409	 2023-03-28 13:45:31.206	0,0610	0,8882	-0,1108	4,4556	15,0146	5,6763	96,1194	-1,5820	-131,4679	36,63	3,96	-1917	3778	1011
0x50	 14:41:32.435	 2023-03-28 13:45:31.211	0,0610	0,8882	-0,1108	4,4556	15,0146	5,6763	96,1414	-1,6205	-131,3800	36,63	3,96	-1925	3781	1013
0x50	 14:41:32.436	 2023-03-28 13:45:31.216	0,0747	0,8735	-0,1060	5,9814	12,5732	5,1270	96,1688	-1,6589	-131,2976	36,64	3,96	-1929	3784	1015
0x50	 14:41:32.436	 2023-03-28 13:45:31.221	0,0747	0,8735	-0,1060	5,9814	12,5732	5,1270	96,2018	-1,6974	-131,2207	36,64	3,96	-1932	3788	1017
0x50	 14:41:32.436	 2023-03-28 13:45:31.226	0,0747	0,8735	-0,1060	5,9814	12,5732	5,1270	96,2292	-1,7303	-131,1383	36,64	3,96	-1935	3789	1019
0x50	 14:41:32.436	 2023-03-28 13:45:31.231	0,0747	0,8735	-0,1060	5,9814	12,5732	5,1270	96,2622	-1,7688	-131,0614	36,64	3,96	-1937	3790	1020
0x50	 14:41:32.509	 2023-03-28 13:45:31.236	0,0757	0,8530	-0,1021	6,5308	12,4512	4,6387	96,2897	-1,8073	-130,9845	36,64	3,96	-1935	3792	1023
0x50	 14:41:32.509	 2023-03-28 13:45:31.241	0,0757	0,8530	-0,1021	6,5308	12,4512	4,6387	96,3226	-1,8402	-130,9021	36,64	3,96	-1932	3796	1031
0x50	 14:41:32.509	 2023-03-28 13:45:31.246	0,0757	0,8530	-0,1021	6,5308	12,4512	4,6387	96,3556	-1,8732	-130,8252	36,64	3,96	-1931	3800	1039
0x50	 14:41:32.509	 2023-03-28 13:45:31.251	0,0757	0,8530	-0,1021	6,5308	12,4512	4,6387	96,3885	-1,9116	-130,7483	36,64	3,96	-1930	3801	1051
0x50	 14:41:32.509	 2023-03-28 13:45:31.256	0,0732	0,8462	-0,1016	7,8125	14,1602	3,2349	96,4215	-1,9391	-130,6659	36,61	3,96	-1927	3803	1061
0x50	 14:41:32.509	 2023-03-28 13:45:31.261	0,0732	0,8462	-0,1016	7,8125	14,1602	3,2349	96,4600	-1,9666	-130,5780	36,61	3,96	-1926	3804	1066
0x50	 14:41:32.509	 2023-03-28 13:45:31.266	0,0732	0,8462	-0,1016	7,8125	14,1602	3,2349	96,4984	-1,9995	-130,4956	36,61	3,96	-1925	3803	1068
