Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X	Magnetic field Y	Magnetic field Z	Temperature()	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
22:35:26.233	COM8_115200	2000-0-0 0:31:17.690	0,782	0,332	1,489	51,025	2,197	35,522	33,168	-30,515	-39,419	-48,158	62,258	41,300	36,01															
22:35:26.233	COM8_115200	2000-0-0 0:31:17.710	0,772	0,306	1,526	51,270	6,287	36,072	33,574	-30,778	-38,628	-48,158	62,258	41,300	35,97															
22:35:26.249	COM3_115200	2000-0-0 0:26:6.585	0,491	-0,572	1,382	-79,834	-26,611	-28,625	-41,149	-16,523	156,039	-38,883	132,367	21,375	38,73															
22:35:26.249	COM8_115200	2000-0-0 0:31:17.730	0,838	0,277	1,489	51,147	1,648	38,208	33,959	-31,064	-37,793	-48,158	62,258	41,300	35,94															
22:35:26.264	COM3_115200	2000-0-0 0:26:6.605	0,499	-0,587	1,289	-78,857	-31,372	-27,893	-42,512	-17,347	155,896	-39,308	131,242	23,542	38,76															
22:35:26.264	COM8_115200	2000-0-0 0:31:17.750	0,822	0,254	1,483	49,255	-0,183	38,818	34,316	-31,454	-37,013	-48,158	62,258	41,300	35,93															
22:35:26.280	COM3_115200	2000-0-0 0:26:6.625	0,445	-0,561	1,300	-79,773	-19,104	-26,917	-43,841	-18,073	155,704	-39,617	130,042	25,608	38,74															
22:35:26.280	COM8_115200	2000-0-0 0:31:17.770	0,795	0,260	1,518	48,889	2,380	36,438	34,634	-31,800	-36,222	-48,158	62,258	41,300	36,03															
22:35:26.295	COM3_115200	2000-0-0 0:26:6.645	0,567	-0,524	1,271	-78,186	-6,470	-29,785	-45,082	-18,627	155,308	-40,000	128,675	27,767	38,73															
22:35:26.311	COM8_115200	2000-0-0 0:31:17.790	0,790	0,229	1,524	49,194	4,456	36,865	34,937	-32,102	-35,420	-48,158	62,258	41,300	36,01															
22:35:26.327	COM3_115200	2000-0-0 0:26:6.665	0,613	-0,508	1,257	-78,735	12,207	-30,396	-46,203	-19,006	154,677	-40,492	127,275	29,850	38,73															
22:35:26.327	COM8_115200	2000-0-0 0:31:17.810	0,824	0,212	1,499	50,415	4,517	36,865	35,228	-32,382	-34,579	-48,158	62,258	41,300	35,98															
22:35:26.342	COM3_115200	2000-0-0 0:26:6.685	0,558	-0,485	1,252	-82,825	53,040	-30,457	-47,225	-18,951	153,523	-41,142	125,800	31,917	38,73															
22:35:26.358	COM8_115200	2000-0-0 0:31:17.830	0,846	0,217	1,477	46,326	-5,920	39,001	35,497	-32,789	-33,810	-48,158	62,258	41,300	35,95															
22:35:26.358	COM3_115200	2000-0-0 0:26:6.705	0,417	-0,558	1,235	-65,735	59,814	-29,907	-47,939	-18,605	152,056	-42,100	124,292	33,508	38,74															
22:35:26.374	COM8_115200	2000-0-0 0:31:17.850	0,853	0,248	1,507	43,213	-10,437	38,513	35,728	-33,338	-33,151	-48,158	62,258	41,300	36,00															
22:35:26.389	COM8_115200	2000-0-0 0:31:17.870	0,832	0,208	1,499	42,542	-11,230	37,476	35,936	-33,893	-32,503	-48,158	62,258	41,300	35,98															
22:35:26.389	COM3_115200	2000-0-0 0:26:6.725	0,478	-0,482	1,180	-59,814	13,550	-31,372	-48,587	-18,666	151,013	-43,283	122,800	34,875	38,70															
22:35:26.405	COM3_115200	2000-0-0 0:26:6.745	0,514	-0,423	1,171	-54,382	-11,841	-38,208	-49,268	-19,314	150,496	-44,475	121,275	36,100	38,73															
22:35:26.405	COM8_115200	2000-0-0 0:31:17.890	0,715	0,155	1,487	43,030	-11,047	33,325	36,172	-34,420	-31,915	-48,158	62,258	41,300	35,99															
22:35:26.421	COM3_115200	2000-0-0 0:26:6.765	0,580	-0,342	1,257	-52,368	-9,399	-35,706	-49,894	-20,034	150,068	-45,408	119,808	37,350	38,77															
22:35:26.421	COM8_115200	2000-0-0 0:31:17.910	0,796	0,149	1,531	43,152	-13,672	38,208	36,392	-34,958	-31,322	-48,158	62,258	41,300	35,97															
22:35:26.455	COM8_115200	2000-0-0 0:31:17.930	0,790	0,102	1,507	41,992	-18,433	42,480	36,568	-35,667	-30,707	-48,158	62,258	41,300	35,96															
22:35:26.456	COM3_115200	2000-0-0 0:26:6.785	0,556	-0,362	1,221	-49,561	-12,085	-34,180	-50,449	-20,731	149,656	-46,200	118,342	38,717	38,74															
22:35:26.472	COM8_115200	2000-0-0 0:31:17.950	0,754	0,088	1,489	45,837	-11,597	44,434	36,694	-36,321	-29,960	-48,158	62,258	41,300	35,99															
22:35:26.491	COM8_115200	2000-0-0 0:31:17.970	0,737	0,069	1,471	46,265	-12,634	45,532	36,810	-36,969	-29,169	-48,158	62,258	41,300	36,02															
22:35:26.496	COM3_115200	2000-0-0 0:26:6.805	0,495	-0,297	1,247	-48,157	-9,827	-36,804	-50,955	-21,445	149,244	-46,875	117,017	39,950	38,73															
22:35:26.502	COM3_115200	2000-0-0 0:26:6.825	0,517	-0,297	1,269	-47,852	-4,333	-38,269	-51,367	-22,143	148,711	-47,575	115,742	41,083	38,73															
22:35:26.506	COM3_115200	2000-0-0 0:26:6.845	0,611	-0,276	1,243	-48,462	-11,230	-38,391	-51,779	-22,857	148,189	-48,192	114,358	42,117	38,68															
22:35:26.506	COM8_115200	2000-0-0 0:31:17.990	0,769	0,066	1,449	46,326	-11,902	48,218	36,870	-37,606	-28,284	-48,158	62,258	41,300	35,97															
22:35:26.522	COM3_115200	2000-0-0 0:26:6.865	0,567	-0,257	1,237	-49,683	-15,198	-36,987	-52,251	-23,643	147,832	-48,758	112,950	43,208	38,78															
22:35:26.522	COM8_115200	2000-0-0 0:31:18.010	0,821	0,044	1,417	44,983	-15,076	51,575	36,881	-38,331	-27,394	-48,158	62,258	41,300	35,97															
22:35:26.538	COM3_115200	2000-0-0 0:26:6.885	0,502	-0,254	1,240	-50,842	-9,949	-35,400	-52,718	-24,379	147,442	-49,300	111,458	44,167	38,74															
22:35:26.569	COM8_115200	2000-0-0 0:31:18.030	0,786	0,013	1,404	44,556	-13,611	51,819	36,832	-39,073	-26,450	-48,158	62,258	41,300	36,03															
22:35:26.569	COM3_115200	2000-0-0 0:26:6.905	0,523	-0,227	1,278	-53,650	-4,456	-32,532	-53,168	-24,994	146,964	-49,775	109,942	45,258	38,69															
22:35:26.600	COM8_115200	2000-0-0 0:31:18.050	0,817	-0,002	1,402	43,274	-13,306	52,856	36,716	-39,787	-25,455	-48,158	62,258	41,300	36,01															
22:35:26.600	COM8_115200	2000-0-0 0:31:18.070	0,777	-0,009	1,406	42,236	-14,343	52,429	36,563	-40,540	-24,478	-48,158	62,258	41,300	36,00															
22:35:26.600	COM3_115200	2000-0-0 0:26:6.925	0,624	-0,179	1,212	-55,298	-8,789	-35,645	-53,641	-25,637	146,470	-50,308	108,308	46,192	38,69															
22:35:26.616	COM8_115200	2000-0-0 0:31:18.090	0,870	-0,045	1,405	42,847	-10,681	48,767	36,403	-41,210	-23,505	-48,158	62,258	41,300	36,00															
22:35:26.631	COM3_115200	2000-0-0 0:26:6.945	0,547	-0,167	1,189	-56,030	-22,705	-34,119	-54,212	-26,417	146,206	-50,792	106,642	47,258	38,75															
22:35:26.631	COM3_115200	2000-0-0 0:26:6.965	0,518	-0,171	1,223	-57,861	-19,714	-34,363	-54,822	-27,241	146,003	-51,108	104,967	48,342	38,77															
22:35:26.631	COM8_115200	2000-0-0 0:31:18.110	0,819	-0,040	1,379	40,771	-14,221	53,223	36,145	-41,885	-22,401	-48,158	62,258	41,300	36,01															
22:35:26.647	COM3_115200	2000-0-0 0:26:6.985	0,494	-0,154	1,232	-59,692	-16,541	-33,325	-55,421	-28,004	145,734	-51,425	103,317	49,375	38,75															
22:35:26.647	COM8_115200	2000-0-0 0:31:18.130	0,791	-0,113	1,392	39,185	-15,259	51,880	35,881	-42,616	-21,390	-48,158	62,258	41,300	36,02															
22:35:26.663	COM3_115200	2000-0-0 0:26:7.005	0,543	-0,120	1,186	-61,279	-14,709	-34,302	-56,019	-28,707	145,410	-51,600	101,525	50,417	38,71															
22:35:26.663	COM8_115200	2000-0-0 0:31:18.150	0,773	-0,120	1,409	38,635	-12,695	50,903	35,552	-43,314	-20,347	-48,158	62,258	41,300	35,98															
22:35:26.678	COM3_115200	2000-0-0 0:26:7.025	0,551	-0,068	1,184	-61,523	-22,949	-34,851	-56,662	-29,498	145,201	-51,742	99,667	51,525	38,70															
22:35:26.694	COM8_115200	2000-0-0 0:31:18.170	0,780	-0,153	1,403	39,551	-8,301	48,523	35,195	-43,901	-19,254	-48,158	62,258	41,300	36,00															
22:35:26.694	COM3_115200	2000-0-0 0:26:7.045	0,507	-0,053	1,171	-61,218	-22,766	-33,813	-57,288	-30,317	145,003	-51,808	97,783	52,575	38,77															
22:35:26.710	COM8_115200	2000-0-0 0:31:18.190	0,774	-0,179	1,389	37,048	-6,042	47,913	34,772	-44,407	-18,100	-48,158	62,258	41,300	35,97															
22:35:26.725	COM3_115200	2000-0-0 0:26:7.065	0,582	-0,085	1,208	-61,218	-24,780	-34,973	-57,920	-31,152	144,855	-51,775	95,875	53,458	38,75															
22:35:26.741	COM3_115200	2000-0-0 0:26:7.085	0,601	-0,050	1,161	-62,622	-18,005	-34,058	-58,535	-31,932	144,646	-51,758	93,850	54,492	38,74															
22:35:26.741	COM8_115200	2000-0-0 0:31:18.210	0,752	-0,219	1,396	34,302	-1,526	47,607	34,222	-44,852	-16,897	-48,158	62,258	41,300	35,98															
22:35:26.741	COM8_115200	2000-0-0 0:31:18.230	0,750	-0,235	1,380	32,959	5,188	43,884	33,596	-45,165	-15,650	-48,158	62,258	41,300	36,00															
22:35:26.756	COM3_115200	2000-0-0 0:26:7.105	0,646	-0,013	1,120	-63,110	-9,949	-33,386	-59,052	-32,607	144,250	-51,725	91,792	55,567	38,76															
22:35:26.772	COM8_115200	2000-0-0 0:31:18.250	0,763	-0,245	1,387	31,860	8,301	39,551	32,937	-45,308	-14,398	-48,158	62,258	41,300	35,96															
22:35:26.788	COM3_115200	2000-0-0 0:26:7.125	0,584	-0,032	1,120	-60,547	-11,414	-34,790	-59,507	-33,300	143,844	-51,758	89,675	56,333	38,75															
22:35:26.788	COM8_115200	2000-0-0 0:31:18.270	0,849	-0,259	1,402	27,100	-1,831	40,344	32,289	-45,522	-13,255	-48,158	62,258	41,300	35,96															
22:35:26.803	COM3_115200	2000-0-0 0:26:7.145	0,525	-0,029	1,093	-58,899	-2,930	-33,752	-59,881	-33,959	143,361	-51,833	87,567	57,192	38,77															
22:35:26.819	COM8_115200	2000-0-0 0:31:18.290	0,791	-0,282	1,393	25,635	-4,150	36,804	31,652	-45,846	-12,244	-48,158	62,258	41,300	36,04															
22:35:26.819	COM3_115200	2000-0-0 0:26:7.165	0,469	0,047	1,092	-57,190	8,850	-31,128	-60,079	-34,453	142,652	-51,917	85,542	58,000	38,73															
22:35:26.835	COM8_115200	2000-0-0 0:31:18.310	0,774	-0,314	1,419	27,344	3,601	33,203	31,036	-46,022	-11,239	-48,158	62,258	41,300	36,03															
22:35:26.850	COM8_115200	2000-0-0 0:31:18.330	0,758	-0,292	1,430	28,198	5,310	24,292	30,482	-46,049	-10,283	-48,158	62,258	41,300	36,04															
22:35:26.857	COM3_115200	2000-0-0 0:26:7.185	0,539	0,097	1,081	-54,016	7,019	-33,020	-60,156	-34,898	141,844	-52,150	83,483	58,650	38,70															
22:35:26.872	COM3_115200	2000-0-0 0:26:7.205	0,529	0,120	1,088	-48,950	-3,052	-32,288	-60,227	-35,453	141,235	-52,458	81,533	59,192	38,77															
22:35:26.874	COM8_115200	2000-0-0 0:31:18.350	0,806	-0,297	1,429	29,236	7,874	30,396	29,954	-45,978	-9,322	-48,158	62,258	41,300	36,00															
22:35:26.889	COM3_115200	2000-0-0 0:26:7.225	0,515	0,124	1,118	-45,410	-4,456	-30,579	-60,227	-36,008	140,669	-52,733	79,650	59,683	38,71															
22:35:26.889	COM8_115200	2000-0-0 0:31:18.370	0,813	-0,328	1,412	25,024	0,000	29,419	29,372	-46,055	-8,394	-48,158	62,258	41,300	36,02															
22:35:26.905	COM8_115200	2000-0-0 0:31:18.390	0,813	-0,331	1,460	23,315	-0,427	26,611	28,812	-46,159	-7,570	-48,158	62,258	41,300	35,97															
22:35:26.921	COM3_115200	2000-0-0 0:26:7.245	0,482	0,164	1,119	-43,518	-4,761	-28,687	-60,205	-36,557	140,175	-52,983	77,842	60,033	38,73															
22:35:26.936	COM8_115200	2000-0-0 0:31:18.410	0,736	-0,318	1,436	27,771	12,451	22,583	28,273	-46,060	-6,702	-48,158	62,258	41,300	36,04															
22:35:26.952	COM3_115200	2000-0-0 0:26:7.265	0,479	0,203	1,128	-40,955	-5,676	-30,884	-60,106	-37,095	139,658	-53,150	76,083	60,308	38,65															
22:35:26.968	COM8_115200	2000-0-0 0:31:18.430	0,758	-0,354	1,433	27,527	12,268	22,583	27,768	-45,840	-5,834	-48,158	62,258	41,300	36,01															
22:35:26.968	COM3_115200	2000-0-0 0:26:7.285	0,554	0,190	1,163	-40,649	-12,329	-31,982	-60,002	-37,694	139,197	-53,208	74,283	60,625	38,75															
22:35:26.968	COM3_115200	2000-0-0 0:26:7.305	0,586	0,193	1,129	-42,480	-18,982	-29,846	-59,996	-38,364	138,878	-53,092	72,517	61,042	38,73															
22:35:26.983	COM3_115200	2000-0-0 0:26:7.325	0,542	0,216	1,119	-42,236	-19,836	-26,917	-60,073	-39,007	138,675	-52,975	70,958	61,408	38,68															
22:35:26.983	COM8_115200	2000-0-0 0:31:18.450	0,805	-0,357	1,416	23,132	5,554	24,902	27,208	-45,742	-4,977	-48,158	62,258	41,300	35,97															
22:35:26.983	COM8_115200	2000-0-0 0:31:18.470	0,740	-0,375	1,388	22,949	7,385	24,048	26,625	-45,654	-4,142	-48,158	62,258	41,300	35,97															
22:35:26.999	COM3_115200	2000-0-0 0:26:7.345	0,468	0,223	1,111	-41,199	-18,616	-25,085	-60,112	-39,584	138,455	-52,733	69,425	61,733	38,67															
22:35:27.014	COM8_115200	2000-0-0 0:31:18.490	0,710	-0,413	1,444	22,705	7,813	21,912	26,071	-45,527	-3,351	-48,158	62,258	41,300	35,99															
22:35:27.014	COM3_115200	2000-0-0 0:26:7.365	0,527	0,214	1,203	-41,870	-21,301	-25,574	-60,178	-40,177	138,296	-52,417	67,792	62,117	38,66															
22:35:27.030	COM8_115200	2000-0-0 0:31:18.510	0,712	-0,355	1,503	26,428	10,803	24,048	25,521	-45,352	-2,521	-48,158	62,258	41,300	35,93															
22:35:27.046	COM3_115200	2000-0-0 0:26:7.385	0,508	0,252	1,184	-43,518	-11,169	-22,156	-60,172	-40,682	137,999	-52,025	66,158	62,467	38,76															
22:35:27.046	COM8_115200	2000-0-0 0:31:18.530	0,690	-0,344	1,519	28,564	6,775	25,330	25,027	-45,203	-1,659	-48,158	62,258	41,300	35,99															
22:35:27.061	COM3_115200	2000-0-0 0:26:7.405	0,475	0,303	1,163	-44,800	-6,042	-19,226	-60,090	-41,050	137,538	-51,708	64,558	62,850	38,77															
22:35:27.061	COM8_115200	2000-0-0 0:31:18.550	0,715	-0,401	1,479	27,344	2,502	29,419	24,516	-45,159	-0,786	-48,158	62,258	41,300	36,05															
22:35:27.077	COM3_115200	2000-0-0 0:26:7.425	0,448	0,312	1,182	-41,504	-4,211	-19,958	-59,958	-41,396	137,065	-51,383	63,000	63,083	38,72															
22:35:27.092	COM8_115200	2000-0-0 0:31:18.570	0,712	-0,425	1,500	27,893	2,136	31,860	23,956	-45,159	0,159	-48,158	62,258	41,300	35,95															
22:35:27.092	COM3_115200	2000-0-0 0:26:7.445	0,423	0,305	1,195	-39,978	-3,540	-20,691	-59,711	-41,721	136,516	-51,167	61,483	63,375	38,75															
22:35:27.108	COM8_115200	2000-0-0 0:31:18.590	0,657	-0,435	1,502	31,860	6,592	31,311	23,423	-45,099	1,137	-48,158	62,258	41,300	36,01															
22:35:27.124	COM3_115200	2000-0-0 0:26:7.465	0,447	0,333	1,191	-41,626	-4,456	-20,996	-59,442	-42,034	135,917	-51,000	59,933	63,583	38,76															
22:35:27.124	COM8_115200	2000-0-0 0:31:18.610	0,677	-0,462	1,519	33,447	5,249	32,593	22,934	-45,022	2,137	-48,158	62,258	41,300	35,96															
22:35:27.140	COM3_115200	2000-0-0 0:26:7.485	0,419	0,354	1,189	-41,687	-4,883	-21,912	-59,205	-42,363	135,346	-50,858	58,442	63,633	38,72															
22:35:27.140	COM8_115200	2000-0-0 0:31:18.630	0,667	-0,488	1,542	34,424	5,310	35,583	22,418	-44,962	3,192	-48,158	62,258	41,300	35,99															
22:35:27.156	COM3_115200	2000-0-0 0:26:7.505	0,457	0,381	1,194	-41,809	-1,831	-24,170	-58,909	-42,676	134,703	-50,733	57,025	63,683	38,71															
22:35:27.171	COM8_115200	2000-0-0 0:31:18.650	0,672	-0,467	1,527	35,706	5,676	36,255	21,907	-44,901	4,285	-48,158	62,258	41,300	35,98															
22:35:27.187	COM8_115200	2000-0-0 0:31:18.670	0,713	-0,486	1,519	35,645	3,601	37,048	21,407	-44,835	5,389	-48,158	62,258	41,300	35,99															
22:35:27.187	COM3_115200	2000-0-0 0:26:7.525	0,444	0,366	1,209	-40,588	-2,747	-23,865	-58,579	-43,028	134,055	-50,633	55,508	63,575	38,80															
22:35:27.218	COM8_115200	2000-0-0 0:31:18.690	0,709	-0,532	1,525	35,278	3,906	36,865	20,896	-44,808	6,482	-48,158	62,258	41,300	36,00															
22:35:27.218	COM3_115200	2000-0-0 0:26:7.545	0,378	0,394	1,213	-42,419	0,671	-23,865	-58,195	-43,341	133,314	-50,508	53,975	63,633	38,77															
22:35:27.234	COM8_115200	2000-0-0 0:31:18.710	0,662	-0,538	1,533	34,241	9,644	35,645	20,363	-44,681	7,581	-48,158	62,258	41,300	36,08															
22:35:27.234	COM3_115200	2000-0-0 0:26:7.565	0,474	0,443	1,265	-46,692	-13,062	-25,452	-57,925	-43,715	132,654	-50,383	52,467	63,567	38,71															
22:35:27.234	COM3_115200	2000-0-0 0:26:7.585	0,412	0,413	1,247	-51,392	-17,151	-33,447	-57,827	-44,291	132,127	-50,133	50,892	63,600	38,77															
22:35:27.265	COM8_115200	2000-0-0 0:31:18.730	0,636	-0,550	1,520	32,227	13,306	34,363	19,786	-44,456	8,701	-48,158	62,258	41,300	35,99															
22:35:27.265	COM3_115200	2000-0-0 0:26:7.605	0,425	0,419	1,284	-57,190	-19,714	-34,058	-57,859	-44,945	131,633	-49,775	49,158	63,575	38,73															
22:35:27.265	COM8_115200	2000-0-0 0:31:18.750	0,676	-0,568	1,501	29,907	18,005	33,142	19,182	-44,132	9,800	-48,158	62,258	41,300	35,95															
22:35:27.312	COM8_115200	2000-0-0 0:31:18.770	0,708	-0,626	1,510	24,719	17,639	31,067	18,523	-43,759	10,860	-48,158	62,258	41,300	36,03															
22:35:27.312	COM8_115200	2000-0-0 0:31:18.790	0,731	-0,648	1,556	18,250	19,348	28,137	17,809	-43,347	11,838	-48,158	62,258	41,300	35,93															
22:35:27.312	COM3_115200	2000-0-0 0:26:7.625	0,346	0,444	1,236	-61,462	-16,052	-35,461	-57,947	-45,593	131,067	-49,308	47,300	63,600	38,77															
22:35:27.327	COM8_115200	2000-0-0 0:31:18.810	0,677	-0,602	1,594	14,526	20,020	27,039	17,012	-42,891	12,766	-48,158	62,258	41,300	35,96															
22:35:27.327	COM3_115200	2000-0-0 0:26:7.645	0,417	0,511	1,231	-61,646	-20,935	-37,292	-58,024	-46,258	130,452	-48,742	45,283	63,375	38,77															
22:35:27.343	COM3_115200	2000-0-0 0:26:7.665	0,410	0,555	1,230	-59,082	-22,339	-42,053	-58,090	-47,032	129,886	-48,150	43,192	63,117	38,73															
22:35:27.343	COM3_115200	2000-0-0 0:26:7.685	0,364	0,561	1,199	-53,894	-19,348	-43,579	-57,953	-47,845	129,177	-47,500	41,000	63,017	38,73															
22:35:27.343	COM8_115200	2000-0-0 0:31:18.830	0,646	-0,583	1,616	12,451	18,860	27,222	16,221	-42,435	13,651	-48,158	62,258	41,300	35,97															
22:35:27.359	COM3_115200	2000-0-0 0:26:7.705	0,367	0,541	1,186	-47,180	-19,775	-44,434	-57,623	-48,647	128,386	-46,708	38,892	62,917	38,69															
22:35:27.374	COM8_115200	2000-0-0 0:31:18.850	0,710	-0,607	1,637	10,681	11,108	29,480	15,419	-42,056	14,529	-48,158	62,258	41,300	36,03															
22:35:27.390	COM3_115200	2000-0-0 0:26:7.725	0,428	0,569	1,132	-41,931	-17,822	-42,358	-57,134	-49,411	127,540	-45,808	36,758	62,875	38,73															
22:35:27.390	COM8_115200	2000-0-0 0:31:18.870	0,661	-0,655	1,678	8,240	5,981	30,823	14,568	-41,852	15,392	-48,158	62,258	41,300	35,98															
22:35:27.405	COM8_115200	2000-0-0 0:31:18.890	0,594	-0,633	1,687	13,306	12,146	29,114	13,782	-41,561	16,243	-48,158	62,258	41,300	36,01															
22:35:27.405	COM3_115200	2000-0-0 0:26:7.745	0,479	0,607	1,101	-30,945	-9,644	-39,734	-56,398	-50,070	126,617	-44,967	34,792	62,650	38,77															
22:35:27.421	COM3_115200	2000-0-0 0:26:7.765	0,488	0,627	1,066	-17,456	9,644	-34,546	-55,118	-50,482	125,321	-44,083	33,033	62,408	38,78															
22:35:27.421	COM8_115200	2000-0-0 0:31:18.910	0,615	-0,625	1,692	15,625	-0,916	28,320	13,140	-41,347	17,012	-48,158	62,258	41,300	35,96															
22:35:27.437	COM3_115200	2000-0-0 0:26:7.785	0,393	0,626	1,086	-6,592	20,813	-32,043	-53,300	-50,641	123,668	-43,433	31,525	62,117	38,76															
22:35:27.452	COM8_115200	2000-0-0 0:31:18.930	0,611	-0,665	1,690	17,151	-15,442	30,029	12,574	-41,435	17,726	-48,158	62,258	41,300	36,02															
22:35:27.468	COM8_115200	2000-0-0 0:31:18.950	0,568	-0,657	1,670	21,240	-18,555	33,142	12,052	-41,666	18,463	-48,158	62,258	41,300	36,01															
22:35:27.484	COM3_115200	2000-0-0 0:26:7.805	0,351	0,564	1,154	2,991	32,471	-30,396	-51,108	-50,592	121,772	-43,092	30,400	61,858	38,78															
22:35:27.492	COM3_115200	2000-0-0 0:26:7.825	0,374	0,570	1,231	5,676	39,246	-29,663	-48,719	-50,356	119,751	-43,008	29,483	61,667	38,72															
22:35:27.501	COM8_115200	2000-0-0 0:31:18.970	0,613	-0,691	1,610	23,804	-17,883	34,119	11,569	-41,902	19,254	-48,158	62,258	41,300	36,05															
22:35:27.506	COM3_115200	2000-0-0 0:26:7.845	0,398	0,590	1,288	3,723	38,208	-25,635	-46,390	-49,999	117,762	-43,183	28,842	61,242	38,70															
22:35:27.521	COM8_115200	2000-0-0 0:31:18.990	0,662	-0,661	1,559	28,381	-2,502	32,776	11,096	-41,918	20,127	-48,158	62,258	41,300	36,01															
22:35:27.526	COM3_115200	2000-0-0 0:26:7.865	0,385	0,600	1,355	1,282	37,781	-23,376	-44,236	-49,570	115,911	-43,583	28,208	61,017	38,74															
22:35:27.532	COM8_115200	2000-0-0 0:31:19.010	0,780	-0,685	1,533	25,879	1,160	32,349	10,657	-41,776	20,978	-48,158	62,258	41,300	35,97															
22:35:27.540	COM3_115200	2000-0-0 0:26:7.885	0,325	0,608	1,347	-1,953	41,260	-18,677	-42,231	-48,994	114,153	-44,150	27,792	60,608	38,74															
22:35:27.556	COM8_115200	2000-0-0 0:31:19.030	0,795	-0,691	1,529	19,226	0,549	26,306	10,168	-41,583	21,747	-48,158	62,258	41,300	35,94															
22:35:27.556	COM3_115200	2000-0-0 0:26:7.905	0,356	0,598	1,313	-3,357	27,710	-16,846	-40,474	-48,439	112,637	-44,817	27,425	60,000	38,74															
22:35:27.572	COM8_115200	2000-0-0 0:31:19.050	0,786	-0,683	1,563	14,709	7,690	17,944	9,695	-41,320	22,308	-48,158	62,258	41,300	36,00															
22:35:27.587	COM3_115200	2000-0-0 0:26:7.925	0,312	0,630	1,270	-3,296	11,475	-15,320	-39,084	-48,109	111,577	-45,458	27,125	59,550	38,76															
22:35:27.587	COM8_115200	2000-0-0 0:31:19.070	0,705	-0,688	1,627	11,719	12,146	7,935	9,316	-40,902	22,637	-48,158	62,258	41,300	35,99															
22:35:27.603	COM8_115200	2000-0-0 0:31:19.090	0,674	-0,692	1,667	8,606	10,315	3,662	8,987	-40,446	22,808	-48,158	62,258	41,300	36,03															
22:35:27.618	COM3_115200	2000-0-0 0:26:7.945	0,330	0,630	1,253	0,793	0,244	-17,395	-37,787	-47,950	110,698	-45,908	26,825	59,333	38,73															
22:35:27.618	COM3_115200	2000-0-0 0:26:7.965	0,319	0,623	1,246	5,432	-1,099	-17,822	-36,464	-47,884	109,902	-46,167	26,483	59,067	38,80															
22:35:27.618	COM8_115200	2000-0-0 0:31:19.110	0,613	-0,698	1,693	5,310	8,972	2,747	8,635	-40,062	22,890	-48,158	62,258	41,300	36,00															
22:35:27.634	COM3_115200	2000-0-0 0:26:7.985	0,352	0,630	1,263	7,935	-2,991	-15,564	-35,140	-47,802	109,171	-46,275	26,250	58,942	38,76															
22:35:27.681	COM8_115200	2000-0-0 0:31:19.130	0,596	-0,703	1,688	5,249	12,634	0,488	8,311	-39,595	22,934	-48,158	62,258	41,300	36,00															
22:35:27.697	COM3_115200	2000-0-0 0:26:8.005	0,366	0,617	1,280	7,385	-2,991	-12,573	-33,865	-47,692	108,528	-46,250	26,108	59,033	38,81															
22:35:27.697	COM8_115200	2000-0-0 0:31:19.150	0,563	-0,701	1,671	3,540	13,794	-0,977	7,982	-39,100	22,939	-48,158	62,258	41,300	35,98															
22:35:27.697	COM3_115200	2000-0-0 0:26:8.025	0,396	0,631	1,280	4,883	-1,465	-9,583	-32,695	-47,521	107,946	-46,133	26,058	59,208	38,71															
22:35:27.712	COM8_115200	2000-0-0 0:31:19.170	0,581	-0,708	1,648	1,465	12,451	-1,343	7,646	-38,589	22,917	-48,158	62,258	41,300	36,04															
22:35:27.712	COM8_115200	2000-0-0 0:31:19.190	0,610	-0,688	1,647	-2,808	7,996	-0,793	7,234	-38,177	22,896	-48,158	62,258	41,300	36,02															
22:35:27.712	COM3_115200	2000-0-0 0:26:8.045	0,376	0,636	1,277	3,357	-0,427	-7,568	-31,613	-47,302	107,419	-46,008	25,983	59,258	38,75															
22:35:27.728	COM3_115200	2000-0-0 0:26:8.065	0,349	0,607	1,260	2,747	1,343	-4,150	-30,597	-47,027	106,941	-45,858	25,933	59,308	38,73															
22:35:27.728	COM8_115200	2000-0-0 0:31:19.210	0,618	-0,707	1,630	-4,028	7,935	-2,563	6,801	-37,782	22,835	-48,158	62,258	41,300	35,99															
22:35:27.743	COM3_115200	2000-0-0 0:26:8.085	0,362	0,611	1,251	1,953	2,380	0,122	-29,685	-46,681	106,578	-45,775	26,000	59,325	38,77															
22:35:27.759	COM8_115200	2000-0-0 0:31:19.230	0,622	-0,702	1,651	-6,897	2,747	-4,089	6,367	-37,430	22,720	-48,158	62,258	41,300	36,01															
22:35:27.775	COM8_115200	2000-0-0 0:31:19.250	0,590	-0,690	1,660	-9,399	-1,953	-4,517	5,894	-37,205	22,571	-48,158	62,258	41,300	35,97															
22:35:27.775	COM3_115200	2000-0-0 0:26:8.105	0,344	0,620	1,255	2,686	-0,854	1,648	-28,839	-46,335	106,304	-45,692	26,100	59,283	38,69															
