Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X	Magnetic field Y	Magnetic field Z	Temperature()	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
22:36:26.484	COM3_115200	2000-0-0 0:27:6.945	0,434	0,336	1,145	24,231	-26,917	20,142	6,174	-29,498	99,443	-61,442	51,725	57,967	38,67															
22:36:26.500	COM8_115200	2000-0-0 0:32:17.970	0,818	-0,369	1,603	-18,250	-1,709	-35,339	-7,476	-30,053	4,389	-48,158	62,258	41,300	35,98															
22:36:26.500	COM3_115200	2000-0-0 0:27:6.965	0,497	0,352	1,160	28,015	-43,274	18,250	6,680	-30,190	99,778	-61,125	52,625	58,417	38,73															
22:36:26.500	COM3_115200	2000-0-0 0:27:6.985	0,519	0,316	1,153	31,128	-54,199	15,869	7,284	-31,146	100,020	-60,492	53,608	58,950	38,73															
22:36:26.515	COM8_115200	2000-0-0 0:32:17.990	0,829	-0,381	1,618	-16,968	-1,404	-34,729	-7,526	-30,130	3,593	-48,158	62,258	41,300	35,92															
22:36:26.531	COM8_115200	2000-0-0 0:32:18.010	0,806	-0,361	1,572	-15,381	0,305	-31,738	-7,537	-30,163	2,813	-48,158	62,258	41,300	35,93															
22:36:26.531	COM3_115200	2000-0-0 0:27:7.005	0,573	0,316	1,120	32,959	-55,115	12,573	7,965	-32,173	100,173	-59,592	54,583	59,592	38,80															
22:36:26.546	COM8_115200	2000-0-0 0:32:18.030	0,833	-0,342	1,585	-17,090	-7,568	-30,090	-7,603	-30,295	2,115	-48,158	62,258	41,300	36,04															
22:36:26.546	COM3_115200	2000-0-0 0:27:7.025	0,511	0,273	1,141	34,424	-47,913	11,108	8,707	-33,124	100,256	-58,525	55,742	60,250	38,75															
22:36:26.567	COM3_115200	2000-0-0 0:27:7.045	0,495	0,255	1,209	33,020	-33,325	9,827	9,415	-33,794	100,344	-57,375	56,850	61,058	38,75															
22:36:26.574	COM8_115200	2000-0-0 0:32:18.050	0,811	-0,306	1,589	-21,545	-18,799	-30,273	-7,756	-30,630	1,472	-48,158	62,258	41,300	36,00															
22:36:26.587	COM3_115200	2000-0-0 0:27:7.065	0,535	0,248	1,203	30,457	-26,245	11,841	10,036	-34,255	100,481	-56,208	57,875	61,858	38,76															
22:36:26.601	COM8_115200	2000-0-0 0:32:18.070	0,786	-0,296	1,583	-17,212	-13,550	-29,724	-7,866	-30,965	0,829	-48,158	62,258	41,300	35,97															
22:36:26.605	COM3_115200	2000-0-0 0:27:7.085	0,481	0,253	1,166	28,931	-15,015	13,245	10,558	-34,563	100,684	-55,208	58,992	62,375	38,71															
22:36:26.621	COM8_115200	2000-0-0 0:32:18.090	0,776	-0,306	1,549	-19,653	-21,118	-28,442	-8,004	-31,366	0,225	-48,158	62,258	41,300	35,99															
22:36:26.625	COM3_115200	2000-0-0 0:27:7.105	0,497	0,228	1,151	29,602	-6,287	11,841	11,036	-34,634	100,942	-54,442	60,108	62,733	38,80															
22:36:26.627	COM8_115200	2000-0-0 0:32:18.110	0,762	-0,271	1,560	-16,907	-18,066	-25,696	-8,119	-31,740	-0,330	-48,158	62,258	41,300	35,97															
22:36:26.642	COM3_115200	2000-0-0 0:27:7.125	0,457	0,239	1,148	31,250	-1,038	11,719	11,514	-34,607	101,223	-53,742	61,292	63,067	38,76															
22:36:26.658	COM8_115200	2000-0-0 0:32:18.130	0,812	-0,277	1,535	-17,700	-22,827	-23,560	-8,245	-32,157	-0,840	-48,158	62,258	41,300	36,00															
22:36:26.658	COM3_115200	2000-0-0 0:27:7.145	0,418	0,231	1,170	34,302	2,014	9,705	12,052	-34,492	101,470	-53,250	62,400	63,142	38,73															
22:36:26.674	COM8_115200	2000-0-0 0:32:18.150	0,762	-0,271	1,554	-17,151	-18,860	-22,217	-8,405	-32,569	-1,291	-48,158	62,258	41,300	36,04															
22:36:26.674	COM3_115200	2000-0-0 0:27:7.165	0,444	0,226	1,192	35,217	0,488	9,033	12,623	-34,360	101,700	-52,933	63,542	63,333	38,80															
22:36:26.689	COM8_115200	2000-0-0 0:32:18.170	0,738	-0,247	1,559	-14,832	-16,479	-21,729	-8,492	-32,877	-1,758	-48,158	62,258	41,300	36,01															
22:36:26.705	COM3_115200	2000-0-0 0:27:7.185	0,466	0,224	1,146	36,011	-3,296	8,118	13,222	-34,272	101,893	-52,717	64,742	63,350	38,74															
22:36:26.721	COM8_115200	2000-0-0 0:32:18.190	0,813	-0,246	1,518	-15,869	-24,353	-18,372	-8,613	-33,278	-2,153	-48,158	62,258	41,300	36,00															
22:36:26.736	COM8_115200	2000-0-0 0:32:18.210	0,851	-0,268	1,491	-16,602	-26,794	-15,930	-8,806	-33,772	-2,450	-48,158	62,258	41,300	36,10															
22:36:26.752	COM3_115200	2000-0-0 0:27:7.205	0,458	0,213	1,154	37,476	-5,554	3,357	13,892	-34,255	101,981	-52,583	65,833	63,417	38,76															
22:36:26.752	COM8_115200	2000-0-0 0:32:18.230	0,810	-0,253	1,489	-16,907	-22,095	-16,479	-8,998	-34,222	-2,747	-48,158	62,258	41,300	36,00															
22:36:26.752	COM3_115200	2000-0-0 0:27:7.225	0,486	0,197	1,158	36,499	-2,869	1,465	14,584	-34,195	102,008	-52,433	66,908	63,425	38,77															
22:36:26.767	COM8_115200	2000-0-0 0:32:18.250	0,820	-0,238	1,456	-16,724	-15,930	-17,090	-9,157	-34,530	-3,087	-48,158	62,258	41,300	35,97															
22:36:26.767	COM3_115200	2000-0-0 0:27:7.245	0,437	0,196	1,138	36,682	-2,319	5,127	15,233	-34,118	102,079	-52,333	67,983	63,375	38,78															
22:36:26.783	COM3_115200	2000-0-0 0:27:7.265	0,393	0,174	1,131	36,438	1,282	8,118	15,809	-34,008	102,250	-52,167	69,158	63,275	38,75															
22:36:26.799	COM8_115200	2000-0-0 0:32:18.270	0,824	-0,224	1,474	-19,714	-18,738	-17,517	-9,349	-34,843	-3,428	-48,158	62,258	41,300	35,99															
22:36:26.810	COM3_115200	2000-0-0 0:27:7.285	0,445	0,170	1,106	36,865	-7,751	9,155	16,381	-33,975	102,431	-51,942	70,350	63,208	38,76															
22:36:26.814	COM8_115200	2000-0-0 0:32:18.290	0,852	-0,218	1,471	-20,447	-18,982	-19,409	-9,531	-35,189	-3,823	-48,158	62,258	41,300	36,00															
22:36:26.843	COM8_115200	2000-0-0 0:32:18.310	0,870	-0,212	1,451	-24,536	-21,301	-19,287	-9,767	-35,574	-4,208	-48,158	62,258	41,300	36,00															
22:36:26.859	COM8_115200	2000-0-0 0:32:18.330	0,842	-0,208	1,438	-24,597	-13,733	-22,034	-10,009	-35,898	-4,647	-48,158	62,258	41,300	36,02															
22:36:26.859	COM3_115200	2000-0-0 0:27:7.305	0,461	0,167	1,104	37,048	-13,428	7,141	16,985	-34,096	102,530	-51,750	71,533	63,175	38,71															
22:36:26.874	COM3_115200	2000-0-0 0:27:7.325	0,470	0,150	1,125	36,621	-11,169	6,592	17,589	-34,222	102,607	-51,542	72,725	63,042	38,75															
22:36:26.874	COM3_115200	2000-0-0 0:27:7.345	0,407	0,122	1,119	37,537	-0,427	10,315	18,127	-34,222	102,777	-51,300	73,933	63,100	38,78															
22:36:26.874	COM3_115200	2000-0-0 0:27:7.365	0,405	0,120	1,101	36,804	4,333	13,062	18,572	-34,074	103,112	-51,067	75,142	63,000	38,73															
22:36:26.890	COM8_115200	2000-0-0 0:32:18.350	0,845	-0,193	1,421	-24,353	-5,798	-24,292	-10,168	-36,057	-5,180	-48,158	62,258	41,300	36,02															
22:36:26.890	COM8_115200	2000-0-0 0:32:18.370	0,814	-0,190	1,413	-25,940	-1,160	-27,283	-10,283	-36,123	-5,817	-48,158	62,258	41,300	36,04															
22:36:26.890	COM3_115200	2000-0-0 0:27:7.385	0,449	0,104	1,114	35,950	-2,991	13,611	18,990	-34,030	103,425	-50,850	76,283	62,692	38,76															
22:36:26.921	COM8_115200	2000-0-0 0:32:18.390	0,781	-0,164	1,446	-27,039	1,831	-30,151	-10,371	-36,123	-6,537	-48,158	62,258	41,300	36,04															
22:36:26.921	COM3_115200	2000-0-0 0:27:7.405	0,562	0,106	1,100	34,729	-5,371	13,916	19,396	-34,063	103,716	-50,583	77,467	62,475	38,77															
22:36:26.937	COM8_115200	2000-0-0 0:32:18.410	0,800	-0,154	1,442	-28,992	0,000	-29,480	-10,481	-36,140	-7,273	-48,158	62,258	41,300	35,97															
22:36:26.937	COM3_115200	2000-0-0 0:27:7.425	0,368	0,063	1,121	41,809	22,095	13,062	19,808	-33,827	104,123	-50,433	78,625	62,300	38,69															
22:36:26.953	COM8_115200	2000-0-0 0:32:18.430	0,832	-0,151	1,428	-29,541	0,732	-29,358	-10,613	-36,161	-7,998	-48,158	62,258	41,300	36,02															
22:36:26.953	COM3_115200	2000-0-0 0:27:7.445	0,434	0,080	1,072	37,354	21,545	13,794	20,127	-33,305	104,645	-50,450	79,867	61,942	38,73															
22:36:26.984	COM8_115200	2000-0-0 0:32:18.450	0,845	-0,137	1,422	-28,076	4,578	-30,090	-10,712	-36,118	-8,729	-48,158	62,258	41,300	36,05															
22:36:26.984	COM3_115200	2000-0-0 0:27:7.465	0,481	0,036	1,069	36,011	-0,549	18,616	20,435	-33,146	105,095	-50,600	81,108	61,433	38,70															
22:36:26.999	COM8_115200	2000-0-0 0:32:18.470	0,805	-0,114	1,438	-28,259	4,456	-32,715	-10,756	-36,052	-9,531	-48,158	62,258	41,300	36,01															
22:36:26.999	COM3_115200	2000-0-0 0:27:7.485	0,504	0,016	1,057	35,461	-4,089	16,479	20,759	-33,206	105,458	-50,575	82,367	60,992	38,77															
22:36:26.999	COM8_115200	2000-0-0 0:32:18.490	0,768	-0,094	1,457	-27,832	2,625	-33,813	-10,778	-36,041	-10,366	-48,158	62,258	41,300	36,00															
22:36:27.015	COM3_115200	2000-0-0 0:27:7.505	0,462	-0,010	1,072	37,659	-0,549	16,541	21,094	-33,256	105,820	-50,425	83,642	60,508	38,69															
22:36:27.031	COM8_115200	2000-0-0 0:32:18.510	0,793	-0,097	1,464	-27,283	-2,747	-32,959	-10,783	-36,085	-11,179	-48,158	62,258	41,300	35,98															
22:36:27.046	COM8_115200	2000-0-0 0:32:18.530	0,836	-0,087	1,447	-30,701	-11,658	-29,114	-10,882	-36,282	-11,898	-48,158	62,258	41,300	36,00															
22:36:27.046	COM3_115200	2000-0-0 0:27:7.525	0,452	-0,020	1,042	39,978	7,324	18,250	21,412	-33,151	106,271	-50,325	84,925	60,067	38,72															
22:36:27.062	COM3_115200	2000-0-0 0:27:7.545	0,458	-0,035	1,073	42,664	1,831	18,555	21,753	-33,091	106,749	-50,183	86,250	59,658	38,72															
22:36:27.062	COM8_115200	2000-0-0 0:32:18.550	0,790	-0,092	1,469	-29,419	-8,423	-30,334	-11,025	-36,530	-12,568	-48,158	62,258	41,300	36,00															
22:36:27.093	COM8_115200	2000-0-0 0:32:18.570	0,804	-0,057	1,465	-26,672	-4,333	-31,494	-11,063	-36,661	-13,304	-48,158	62,258	41,300	36,00															
22:36:27.093	COM3_115200	2000-0-0 0:27:7.565	0,492	-0,047	1,092	43,823	4,211	15,198	22,159	-33,047	107,150	-50,033	87,458	59,300	38,76															
22:36:27.109	COM3_115200	2000-0-0 0:27:7.585	0,462	-0,051	1,092	44,922	10,742	14,526	22,571	-32,893	107,551	-49,958	88,800	59,033	38,77															
22:36:27.109	COM8_115200	2000-0-0 0:32:18.590	0,791	-0,034	1,403	-27,405	-4,517	-30,518	-11,063	-36,760	-14,046	-48,158	62,258	41,300	36,01															
22:36:27.124	COM3_115200	2000-0-0 0:27:7.605	0,515	-0,087	1,083	46,326	12,573	16,479	22,956	-32,662	108,023	-49,908	90,200	58,575	38,77															
22:36:27.124	COM8_115200	2000-0-0 0:32:18.610	0,794	0,004	1,458	-28,442	-5,798	-32,471	-11,096	-36,881	-14,788	-48,158	62,258	41,300	35,99															
22:36:27.140	COM3_115200	2000-0-0 0:27:7.625	0,438	-0,115	1,091	48,889	11,047	18,677	23,346	-32,492	108,539	-49,892	91,658	58,017	38,74															
22:36:27.140	COM8_115200	2000-0-0 0:32:18.630	0,798	0,009	1,423	-30,518	-14,587	-31,372	-11,146	-37,123	-15,529	-48,158	62,258	41,300	36,00															
22:36:27.156	COM3_115200	2000-0-0 0:27:7.645	0,478	-0,120	1,085	51,208	10,376	17,212	23,763	-32,322	109,050	-49,833	93,100	57,325	38,73															
22:36:27.171	COM8_115200	2000-0-0 0:32:18.650	0,813	0,000	1,417	-28,809	-14,648	-32,471	-11,195	-37,463	-16,249	-48,158	62,258	41,300	36,04															
22:36:27.171	COM3_115200	2000-0-0 0:27:7.665	0,485	-0,113	1,132	52,979	8,362	15,869	24,258	-32,201	109,490	-49,875	94,658	56,750	38,74															
22:36:27.218	COM8_115200	2000-0-0 0:32:18.670	0,810	0,035	1,414	-30,151	-13,489	-32,471	-11,223	-37,766	-16,985	-48,158	62,258	41,300	36,03															
22:36:27.218	COM8_115200	2000-0-0 0:32:18.690	0,711	0,090	1,398	-33,142	-15,686	-30,396	-11,294	-38,040	-17,693	-48,158	62,258	41,300	36,00															
22:36:27.218	COM3_115200	2000-0-0 0:27:7.685	0,472	-0,142	1,141	53,162	11,414	15,320	24,747	-32,014	109,940	-49,858	96,175	56,042	38,71															
22:36:27.234	COM8_115200	2000-0-0 0:32:18.710	0,847	0,125	1,359	-38,269	-27,710	-26,245	-11,497	-38,491	-18,309	-48,158	62,258	41,300	35,95															
22:36:27.234	COM3_115200	2000-0-0 0:27:7.705	0,493	-0,165	1,156	54,382	11,047	15,503	25,236	-31,833	110,380	-49,867	97,633	55,258	38,73															
22:36:27.234	COM3_115200	2000-0-0 0:27:7.725	0,464	-0,162	1,180	52,124	9,094	16,724	25,681	-31,696	110,847	-49,875	99,100	54,375	38,70															
22:36:27.250	COM8_115200	2000-0-0 0:32:18.730	0,816	0,104	1,383	-41,443	-29,358	-25,269	-11,876	-39,084	-18,776	-48,158	62,258	41,300	36,00															
22:36:27.265	COM3_115200	2000-0-0 0:27:7.745	0,463	-0,179	1,176	50,903	1,709	15,930	26,109	-31,641	111,253	-49,850	100,625	53,458	38,73															
22:36:27.281	COM8_115200	2000-0-0 0:32:18.750	0,813	0,122	1,391	-40,039	-19,470	-29,846	-12,145	-39,529	-19,374	-48,158	62,258	41,300	36,00															
22:36:27.281	COM3_115200	2000-0-0 0:27:7.765	0,479	-0,216	1,170	50,415	0,977	13,184	26,554	-31,641	111,572	-49,708	102,067	52,583	38,76															
22:36:27.297	COM3_115200	2000-0-0 0:27:7.785	0,484	-0,250	1,159	49,683	1,160	18,250	26,922	-31,701	112,000	-49,517	103,483	51,658	38,80															
22:36:27.312	COM8_115200	2000-0-0 0:32:18.770	0,828	0,152	1,382	-40,833	-12,268	-28,015	-12,343	-39,814	-20,050	-48,158	62,258	41,300	36,04															
22:36:27.312	COM8_115200	2000-0-0 0:32:18.790	0,795	0,149	1,388	-41,626	-10,376	-30,212	-12,535	-40,034	-20,748	-48,158	62,258	41,300	35,99															
22:36:27.312	COM3_115200	2000-0-0 0:27:7.805	0,517	-0,273	1,147	51,331	4,883	17,151	27,268	-31,690	112,462	-49,275	104,875	50,758	38,79															
22:36:27.328	COM8_115200	2000-0-0 0:32:18.810	0,771	0,170	1,420	-43,823	-12,573	-30,273	-12,733	-40,270	-21,478	-48,158	62,258	41,300	35,96															
22:36:27.343	COM3_115200	2000-0-0 0:27:7.825	0,476	-0,313	1,150	53,284	0,000	14,709	27,669	-31,707	112,846	-49,017	106,283	49,883	38,72															
22:36:27.359	COM8_115200	2000-0-0 0:32:18.830	0,772	0,154	1,409	-43,152	-9,094	-31,494	-12,903	-40,496	-22,236	-48,158	62,258	41,300	35,99															
22:36:27.375	COM8_115200	2000-0-0 0:32:18.850	0,782	0,170	1,371	-42,419	-0,916	-31,860	-13,024	-40,600	-23,055	-48,158	62,258	41,300	36,09															
22:36:27.390	COM3_115200	2000-0-0 0:27:7.845	0,458	-0,278	1,178	53,650	6,775	14,465	28,076	-31,674	113,236	-48,717	107,617	48,883	38,73															
22:36:27.390	COM8_115200	2000-0-0 0:32:18.870	0,835	0,218	1,391	-44,617	3,052	-32,532	-13,123	-40,578	-23,906	-48,158	62,258	41,300	35,96															
22:36:27.390	COM3_115200	2000-0-0 0:27:7.865	0,522	-0,300	1,154	54,382	13,245	16,663	28,427	-31,520	113,725	-48,367	109,042	47,883	38,77															
22:36:27.390	COM3_115200	2000-0-0 0:27:7.885	0,530	-0,374	1,165	54,260	13,245	18,494	28,751	-31,355	114,252	-48,092	110,433	46,833	38,76															
22:36:27.406	COM8_115200	2000-0-0 0:32:18.890	0,833	0,239	1,379	-45,837	6,897	-32,227	-13,228	-40,468	-24,780	-48,158	62,258	41,300	36,03															
22:36:27.422	COM3_115200	2000-0-0 0:27:7.905	0,499	-0,398	1,131	56,702	16,479	20,325	29,053	-31,157	114,840	-47,958	111,733	45,767	38,76															
22:36:27.437	COM8_115200	2000-0-0 0:32:18.910	0,816	0,268	1,341	-46,875	6,958	-35,217	-13,310	-40,369	-25,708	-48,158	62,258	41,300	35,94															
22:36:27.437	COM3_115200	2000-0-0 0:27:7.925	0,524	-0,401	1,138	60,425	22,278	18,921	29,394	-30,883	115,450	-47,817	113,150	44,500	38,81															
22:36:27.453	COM8_115200	2000-0-0 0:32:18.930	0,765	0,301	1,403	-50,537	5,249	-41,077	-13,381	-40,309	-26,741	-48,158	62,258	41,300	36,04															
22:36:27.453	COM3_115200	2000-0-0 0:27:7.945	0,453	-0,415	1,155	63,416	24,231	21,423	29,745	-30,575	116,136	-47,742	114,592	43,017	38,75															
22:36:27.468	COM8_115200	2000-0-0 0:32:18.950	0,702	0,284	1,418	-50,171	4,211	-40,466	-13,403	-40,270	-27,839	-48,158	62,258	41,300	35,97															
22:36:27.484	COM3_115200	2000-0-0 0:27:7.965	0,456	-0,399	1,176	65,674	24,963	20,996	30,125	-30,256	116,851	-47,692	116,042	41,592	38,73															
22:36:27.484	COM8_115200	2000-0-0 0:32:18.970	0,752	0,312	1,430	-51,331	-5,432	-40,222	-13,469	-40,375	-28,889	-48,158	62,258	41,300	35,97															
22:36:27.500	COM3_115200	2000-0-0 0:27:7.985	0,512	-0,429	1,232	68,359	12,146	19,165	30,602	-30,070	117,455	-47,667	117,483	40,150	38,71															
22:36:27.500	COM8_115200	2000-0-0 0:32:18.990	0,695	0,310	1,413	-52,429	-8,484	-36,865	-13,618	-40,573	-29,822	-48,158	62,258	41,300	36,03															
22:36:27.515	COM3_115200	2000-0-0 0:27:8.005	0,473	-0,417	1,272	68,909	17,639	19,897	31,124	-29,916	118,015	-47,508	118,908	38,692	38,78															
22:36:27.531	COM8_115200	2000-0-0 0:32:19.010	0,663	0,323	1,470	-52,734	-9,644	-38,269	-13,782	-40,798	-30,745	-48,158	62,258	41,300	36,07															
22:36:27.562	COM3_115200	2000-0-0 0:27:8.025	0,393	-0,383	1,379	66,528	30,273	17,151	31,569	-29,553	118,674	-47,300	120,325	37,208	38,73															
22:36:27.562	COM8_115200	2000-0-0 0:32:19.030	0,691	0,311	1,471	-52,063	-7,690	-33,203	-13,964	-40,968	-31,613	-48,158	62,258	41,300	35,98															
22:36:27.562	COM8_115200	2000-0-0 0:32:19.050	0,577	0,323	1,438	-48,889	2,869	-30,212	-14,117	-40,974	-32,437	-48,158	62,258	41,300	36,04															
22:36:27.578	COM3_115200	2000-0-0 0:27:8.045	0,405	-0,326	1,412	59,875	34,058	15,442	31,877	-29,026	119,394	-47,200	121,658	35,400	38,76															
22:36:27.593	COM8_115200	2000-0-0 0:32:19.070	0,565	0,348	1,497	-47,546	7,935	-28,015	-14,216	-40,825	-33,272	-48,158	62,258	41,300	35,96															
22:36:27.619	COM3_115200	2000-0-0 0:27:8.065	0,491	-0,388	1,321	53,528	27,344	16,846	32,091	-28,553	120,053	-47,167	122,975	33,575	38,79															
22:36:27.621	COM8_115200	2000-0-0 0:32:19.090	0,798	0,322	1,509	-43,762	7,996	-19,775	-14,370	-40,605	-33,937	-48,158	62,258	41,300	35,97															
22:36:27.624	COM3_115200	2000-0-0 0:27:8.085	0,464	-0,523	1,295	52,063	19,104	19,714	32,250	-28,284	120,668	-47,125	124,100	31,983	38,76															
22:36:27.625	COM3_115200	2000-0-0 0:27:8.105	0,533	-0,475	1,407	47,607	20,203	19,897	32,338	-28,004	121,278	-46,975	125,250	30,325	38,74															
22:36:27.636	COM8_115200	2000-0-0 0:32:19.110	0,684	0,433	1,429	-44,739	10,071	-20,569	-14,573	-40,325	-34,492	-48,158	62,258	41,300	35,98															
22:36:27.646	COM3_115200	2000-0-0 0:27:8.125	0,476	-0,588	1,327	46,387	22,339	19,043	32,388	-27,719	121,860	-46,858	126,308	28,742	38,69															
22:36:27.654	COM8_115200	2000-0-0 0:32:19.130	0,735	0,442	1,482	-42,175	9,216	-24,597	-14,612	-40,045	-35,211	-48,158	62,258	41,300	35,96															
22:36:27.661	COM3_115200	2000-0-0 0:27:8.145	0,451	-0,593	1,366	46,753	23,254	19,165	32,404	-27,389	122,487	-46,742	127,317	27,167	38,76															
22:36:27.661	COM8_115200	2000-0-0 0:32:19.150	0,691	0,477	1,463	-43,030	0,244	-22,888	-14,716	-39,930	-35,848	-48,158	62,258	41,300	35,97															
22:36:27.676	COM3_115200	2000-0-0 0:27:8.165	0,460	-0,537	1,396	45,898	17,029	16,968	32,459	-27,125	123,025	-46,583	128,242	25,708	38,80															
22:36:27.692	COM3_115200	2000-0-0 0:27:8.185	0,583	-0,538	1,401	43,396	14,648	16,968	32,492	-26,927	123,492	-46,408	129,058	24,317	38,73															
22:36:27.708	COM8_115200	2000-0-0 0:32:19.170	0,708	0,483	1,486	-41,382	-3,967	-25,024	-14,793	-39,941	-36,469	-48,158	62,258	41,300	36,03															
22:36:27.723	COM3_115200	2000-0-0 0:27:8.205	0,442	-0,666	1,344	43,274	11,963	20,996	32,487	-26,785	123,975	-46,150	129,908	22,825	38,73															
22:36:27.723	COM8_115200	2000-0-0 0:32:19.190	0,687	0,462	1,481	-40,344	-7,385	-21,606	-14,886	-40,001	-37,029	-48,158	62,258	41,300	36,00															
22:36:27.723	COM8_115200	2000-0-0 0:32:19.210	0,696	0,521	1,480	-41,138	-7,690	-24,109	-14,985	-40,089	-37,579	-48,158	62,258	41,300	36,00															
22:36:27.739	COM3_115200	2000-0-0 0:27:8.225	0,482	-0,613	1,454	42,969	14,282	18,494	32,481	-26,636	124,464	-45,842	130,617	21,475	38,78															
22:36:27.755	COM8_115200	2000-0-0 0:32:19.230	0,694	0,516	1,523	-42,603	-11,780	-22,156	-15,090	-40,204	-38,117	-48,158	62,258	41,300	35,96															
22:36:27.770	COM3_115200	2000-0-0 0:27:8.245	0,427	-0,541	1,507	39,856	13,306	17,212	32,454	-26,488	124,909	-45,567	131,358	20,133	38,71															
22:36:27.770	COM8_115200	2000-0-0 0:32:19.250	0,617	0,484	1,506	-39,551	-7,385	-22,034	-15,161	-40,309	-38,655	-48,158	62,258	41,300	35,97															
22:36:27.786	COM3_115200	2000-0-0 0:27:8.265	0,407	-0,519	1,483	34,363	15,015	16,174	32,327	-26,274	125,359	-45,333	132,000	19,000	38,74															
22:36:27.786	COM8_115200	2000-0-0 0:32:19.270	0,586	0,492	1,536	-37,964	-7,935	-23,499	-15,172	-40,386	-39,227	-48,158	62,258	41,300	36,01															
22:36:27.801	COM3_115200	2000-0-0 0:27:8.285	0,500	-0,525	1,426	31,799	10,437	14,526	32,162	-26,082	125,744	-45,058	132,542	17,925	38,82															
22:36:27.817	COM8_115200	2000-0-0 0:32:19.290	0,738	0,483	1,529	-37,659	-5,432	-16,296	-15,194	-40,408	-39,716	-48,158	62,258	41,300	35,95															
22:36:27.831	COM3_115200	2000-0-0 0:27:8.305	0,505	-0,650	1,458	29,846	3,723	13,855	31,998	-25,988	126,046	-44,800	132,992	16,750	38,75															
22:36:27.834	COM8_115200	2000-0-0 0:32:19.310	0,731	0,596	1,422	-40,344	6,470	-16,479	-15,304	-40,265	-40,161	-48,158	62,258	41,300	35,97															
22:36:27.844	COM3_115200	2000-0-0 0:27:8.325	0,497	-0,615	1,550	27,222	0,854	13,977	31,805	-25,966	126,288	-44,492	133,458	15,867	38,75															
22:36:27.859	COM8_115200	2000-0-0 0:32:19.330	0,625	0,663	1,527	-44,128	10,620	-21,545	-15,375	-39,979	-40,754	-48,158	62,258	41,300	36,04															
22:36:27.859	COM3_115200	2000-0-0 0:27:8.345	0,559	-0,648	1,526	23,865	-1,282	13,000	31,580	-25,966	126,480	-44,100	133,833	15,200	38,76															
22:36:27.875	COM8_115200	2000-0-0 0:32:19.350	0,593	0,558	1,592	-41,870	10,681	-22,522	-15,364	-39,666	-41,418	-48,158	62,258	41,300	36,08															
22:36:27.875	COM3_115200	2000-0-0 0:27:8.365	0,463	-0,814	1,389	24,841	-4,517	16,602	31,317	-26,049	126,683	-43,717	134,133	14,392	38,75															
22:36:27.891	COM8_115200	2000-0-0 0:32:19.370	0,748	0,593	1,593	-41,504	5,493	-23,132	-15,342	-39,457	-42,083	-48,158	62,258	41,300	35,93															
22:36:27.906	COM3_115200	2000-0-0 0:27:8.385	0,503	-0,759	1,504	28,137	-6,287	16,296	31,086	-26,158	126,903	-43,317	134,475	13,517	38,73															
22:36:27.906	COM8_115200	2000-0-0 0:32:19.390	0,693	0,608	1,521	-37,109	10,864	-24,353	-15,271	-39,194	-42,742	-48,158	62,258	41,300	35,99															
22:36:27.937	COM3_115200	2000-0-0 0:27:8.405	0,496	-0,726	1,504	31,494	0,549	13,367	30,954	-26,219	127,095	-42,983	134,792	12,758	38,70															
22:36:27.937	COM8_115200	2000-0-0 0:32:19.410	0,647	0,654	1,580	-37,048	7,874	-30,579	-15,057	-38,963	-43,550	-48,158	62,258	41,300	35,92															
22:36:27.969	COM8_115200	2000-0-0 0:32:19.430	0,663	0,574	1,632	-36,072	8,423	-29,175	-14,843	-38,776	-44,363	-48,158	62,258	41,300	35,97															
22:36:27.969	COM8_115200	2000-0-0 0:32:19.450	0,677	0,606	1,610	-32,837	16,907	-29,358	-14,573	-38,458	-45,192	-48,158	62,258	41,300	36,03															
22:36:27.969	COM3_115200	2000-0-0 0:27:8.425	0,467	-0,775	1,489	34,485	4,517	13,611	30,833	-26,158	127,354	-42,575	135,150	11,975	38,73															
22:36:27.969	COM3_115200	2000-0-0 0:27:8.445	0,480	-0,715	1,497	35,522	6,104	14,893	30,723	-26,038	127,661	-42,233	135,533	11,275	38,75															
22:36:27.984	COM3_115200	2000-0-0 0:27:8.465	0,444	-0,746	1,500	37,170	7,080	14,343	30,652	-25,939	127,963	-41,933	135,967	10,408	38,76															
22:36:27.984	COM8_115200	2000-0-0 0:32:19.470	0,670	0,701	1,558	-36,072	16,357	-30,212	-14,282	-38,079	-46,049	-48,158	62,258	41,300	36,04															
22:36:28.016	COM8_115200	2000-0-0 0:32:19.490	0,610	0,701	1,635	-38,513	18,677	-33,691	-14,041	-37,700	-46,956	-48,158	62,258	41,300	36,00															
22:36:28.031	COM3_115200	2000-0-0 0:27:8.485	0,495	-0,780	1,542	40,222	12,085	14,771	30,597	-25,774	128,320	-41,550	136,392	9,483	38,76															
22:36:28.031	COM8_115200	2000-0-0 0:32:19.510	0,653	0,639	1,683	-37,231	20,569	-32,715	-13,771	-37,277	-47,900	-48,158	62,258	41,300	35,99															
