Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
03:31:40.520	COM3_115200	2000-0-0 5:23:3.465	0,339	-0,846	1,595	-1,953	-0,671	-1,404	-28,680	-10,432	157,703	11,400	67,658	-52,142	40,33															
03:31:40.535	COM8_115200	2000-0-0 5:27:31.070	0,346	0,930	1,868	0,916	1,648	9,399	26,697	-10,399	-48,186	-48,158	62,258	41,300	37,05															
03:31:40.551	COM3_115200	2000-0-0 5:23:3.485	0,339	-0,843	1,604	-2,747	-1,282	-0,122	-28,718	-10,448	157,703	11,400	67,658	-52,142	40,26															
03:31:40.551	COM8_115200	2000-0-0 5:27:31.090	0,348	0,917	1,873	1,038	4,517	13,550	26,675	-10,432	-47,939	-48,158	62,258	41,300	36,98															
03:31:40.566	COM3_115200	2000-0-0 5:23:3.505	0,356	-0,832	1,603	-2,991	-0,916	0,488	-28,768	-10,475	157,720	11,400	67,658	-52,142	40,20															
03:31:40.582	COM8_115200	2000-0-0 5:27:31.110	0,408	0,905	1,860	4,089	11,658	16,846	26,647	-10,426	-47,576	-48,158	62,258	41,300	37,01															
03:31:40.582	COM3_115200	2000-0-0 5:23:3.525	0,362	-0,834	1,594	-0,916	8,789	0,366	-28,790	-10,404	157,687	11,400	67,658	-52,142	40,36															
03:31:40.598	COM8_115200	2000-0-0 5:27:31.130	0,318	0,934	1,882	3,357	8,301	14,709	26,680	-10,333	-47,192	-48,158	62,258	41,300	37,05															
03:31:40.598	COM3_115200	2000-0-0 5:23:3.545	0,327	-0,818	1,571	0,916	21,973	-0,916	-28,729	-10,063	157,500	11,400	67,658	-52,142	40,26															
03:31:40.613	COM8_115200	2000-0-0 5:27:31.150	0,401	0,917	1,877	3,296	2,258	13,428	26,680	-10,377	-46,901	-48,158	62,258	41,300	36,92															
03:31:40.613	COM3_115200	2000-0-0 5:23:3.565	0,291	-0,826	1,558	0,305	23,865	-1,404	-28,658	-9,646	157,242	11,400	67,658	-52,142	40,45															
03:31:40.629	COM8_115200	2000-0-0 5:27:31.170	0,398	0,961	1,839	4,761	3,174	13,306	26,708	-10,437	-46,615	-48,158	62,258	41,300	37,11															
03:31:40.645	COM3_115200	2000-0-0 5:23:3.585	0,302	-0,832	1,578	0,549	16,541	-0,671	-28,608	-9,338	157,044	11,400	67,658	-52,142	40,39															
03:31:40.645	COM8_115200	2000-0-0 5:27:31.190	0,333	0,974	1,840	1,160	-2,563	8,728	26,730	-10,514	-46,412	-48,158	62,258	41,300	36,92															
03:31:40.660	COM3_115200	2000-0-0 5:23:3.605	0,307	-0,848	1,596	1,221	13,550	-0,732	-28,553	-9,108	156,890	11,400	67,658	-52,142	40,23															
03:31:40.676	COM3_115200	2000-0-0 5:23:3.625	0,351	-0,847	1,584	0,671	11,902	-0,366	-28,499	-8,915	156,758	11,400	67,658	-52,142	40,33															
03:31:40.691	COM8_115200	2000-0-0 5:27:31.210	0,392	0,925	1,853	0,549	-6,409	3,296	26,724	-10,668	-46,379	-48,158	62,258	41,300	37,01															
03:31:40.691	COM8_115200	2000-0-0 5:27:31.230	0,394	0,928	1,829	3,235	-2,380	1,587	26,774	-10,745	-46,379	-48,158	62,258	41,300	37,01															
03:31:40.707	COM3_115200	2000-0-0 5:23:3.645	0,363	-0,858	1,573	-0,854	9,338	2,808	-28,488	-8,740	156,687	11,400	67,658	-52,142	40,29															
03:31:40.707	COM8_115200	2000-0-0 5:27:31.250	0,370	0,944	1,810	2,563	-0,916	1,465	26,829	-10,772	-46,362	-48,158	62,258	41,300	37,01															
03:31:40.723	COM3_115200	2000-0-0 5:23:3.665	0,335	-0,846	1,601	-2,869	3,601	4,639	-28,526	-8,624	156,714	11,400	67,658	-52,142	40,36															
03:31:40.738	COM8_115200	2000-0-0 5:27:31.270	0,363	0,927	1,832	1,282	-0,977	-0,977	26,867	-10,772	-46,373	-48,158	62,258	41,300	36,92															
03:31:40.770	COM8_115200	2000-0-0 5:27:31.290	0,397	0,919	1,844	2,380	-0,061	-2,319	26,906	-10,767	-46,412	-48,158	62,258	41,300	37,08															
03:31:40.770	COM3_115200	2000-0-0 5:23:3.685	0,350	-0,847	1,608	-3,113	1,648	3,540	-28,586	-8,564	156,769	11,400	67,658	-52,142	40,39															
03:31:40.770	COM3_115200	2000-0-0 5:23:3.705	0,356	-0,845	1,599	-3,540	-0,244	0,977	-28,652	-8,558	156,797	11,400	67,658	-52,142	40,33															
03:31:40.770	COM8_115200	2000-0-0 5:27:31.310	0,397	0,923	1,843	2,625	-0,610	-0,916	26,966	-10,750	-46,450	-48,158	62,258	41,300	37,01															
03:31:40.770	COM3_115200	2000-0-0 5:23:3.725	0,354	-0,845	1,596	-3,601	-2,197	0,610	-28,718	-8,597	156,819	11,400	67,658	-52,142	40,23															
03:31:40.816	COM3_115200	2000-0-0 5:23:3.745	0,348	-0,839	1,596	-3,540	-4,089	0,427	-28,790	-8,685	156,863	11,400	67,658	-52,142	40,26															
03:31:40.832	COM3_115200	2000-0-0 5:23:3.765	0,333	-0,833	1,592	-3,418	-5,005	0,122	-28,856	-8,784	156,912	11,400	67,658	-52,142	40,20															
03:31:40.832	COM8_115200	2000-0-0 5:27:31.330	0,379	0,932	1,838	2,136	-0,122	0,000	27,010	-10,750	-46,461	-48,158	62,258	41,300	37,01															
03:31:40.832	COM8_115200	2000-0-0 5:27:31.350	0,378	0,926	1,845	1,526	-0,916	-0,854	27,043	-10,756	-46,472	-48,158	62,258	41,300	37,08															
03:31:40.832	COM8_115200	2000-0-0 5:27:31.370	0,375	0,917	1,843	1,892	-2,380	-1,648	27,087	-10,767	-46,516	-48,158	62,258	41,300	36,95															
03:31:40.832	COM3_115200	2000-0-0 5:23:3.785	0,336	-0,824	1,592	-3,784	-6,287	-0,732	-28,922	-8,910	156,962	11,400	67,658	-52,142	40,20															
03:31:40.848	COM8_115200	2000-0-0 5:27:31.390	0,396	0,915	1,834	2,686	-1,465	-1,465	27,136	-10,783	-46,560	-48,158	62,258	41,300	37,01															
03:31:40.863	COM3_115200	2000-0-0 5:23:3.805	0,341	-0,827	1,584	-4,028	-7,874	-0,671	-28,993	-9,069	157,022	11,400	67,658	-52,142	40,23															
03:31:40.863	COM8_115200	2000-0-0 5:27:31.410	0,367	0,917	1,831	2,869	-0,916	-0,793	27,191	-10,783	-46,588	-48,158	62,258	41,300	36,98															
03:31:40.879	COM3_115200	2000-0-0 5:23:3.825	0,335	-0,824	1,590	-4,395	-8,362	-0,061	-29,075	-9,234	157,099	11,400	67,658	-52,142	40,29															
03:31:40.895	COM8_115200	2000-0-0 5:27:31.430	0,376	0,908	1,835	3,662	0,305	0,000	27,246	-10,789	-46,593	-48,158	62,258	41,300	36,98															
03:31:40.895	COM3_115200	2000-0-0 5:23:3.845	0,332	-0,821	1,591	-3,906	-9,216	-0,977	-29,152	-9,404	157,176	11,400	67,658	-52,142	40,23															
03:31:40.910	COM8_115200	2000-0-0 5:27:31.450	0,386	0,909	1,837	2,808	-0,671	1,038	27,301	-10,794	-46,588	-48,158	62,258	41,300	37,08															
03:31:40.926	COM3_115200	2000-0-0 5:23:3.865	0,333	-0,826	1,589	-3,357	-11,414	-3,113	-29,213	-9,624	157,242	11,400	67,658	-52,142	40,20															
03:31:40.926	COM8_115200	2000-0-0 5:27:31.470	0,369	0,908	1,849	2,808	0,183	1,221	27,350	-10,794	-46,560	-48,158	62,258	41,300	37,01															
03:31:40.941	COM3_115200	2000-0-0 5:23:3.885	0,344	-0,829	1,588	-3,174	-13,123	-4,883	-29,268	-9,893	157,291	11,400	67,658	-52,142	40,39															
03:31:40.957	COM3_115200	2000-0-0 5:23:3.905	0,333	-0,829	1,590	-3,662	-13,672	-5,005	-29,323	-10,179	157,335	11,400	67,658	-52,142	40,36															
03:31:40.957	COM8_115200	2000-0-0 5:27:31.490	0,383	0,908	1,841	2,747	0,000	2,197	27,378	-10,816	-46,533	-48,158	62,258	41,300	37,01															
03:31:40.973	COM3_115200	2000-0-0 5:23:3.925	0,334	-0,824	1,590	-4,028	-14,465	-5,188	-29,388	-10,486	157,385	11,400	67,658	-52,142	40,39															
03:31:40.973	COM8_115200	2000-0-0 5:27:31.510	0,386	0,915	1,835	3,418	2,075	3,845	27,411	-10,816	-46,461	-48,158	62,258	41,300	37,01															
03:31:40.988	COM8_115200	2000-0-0 5:27:31.530	0,366	0,919	1,846	3,540	4,822	3,235	27,449	-10,767	-46,351	-48,158	62,258	41,300	36,95															
03:31:41.004	COM3_115200	2000-0-0 5:23:3.945	0,330	-0,817	1,579	-3,845	-9,521	-5,554	-29,449	-10,739	157,401	11,400	67,658	-52,142	40,20															
03:31:41.019	COM3_115200	2000-0-0 5:23:3.965	0,324	-0,805	1,563	-2,991	0,000	-5,493	-29,482	-10,860	157,341	11,400	67,658	-52,142	40,45															
03:31:41.035	COM3_115200	2000-0-0 5:23:3.985	0,320	-0,803	1,546	-2,441	10,803	-4,883	-29,476	-10,778	157,181	11,400	67,658	-52,142	40,23															
03:31:41.051	COM8_115200	2000-0-0 5:27:31.550	0,388	0,907	1,863	3,357	2,502	2,563	27,488	-10,728	-46,274	-48,158	62,258	41,300	37,01															
03:31:41.051	COM8_115200	2000-0-0 5:27:31.570	0,389	0,921	1,871	4,028	0,061	2,808	27,543	-10,728	-46,214	-48,158	62,258	41,300	36,98															
03:31:41.051	COM3_115200	2000-0-0 5:23:4.005	0,323	-0,804	1,563	-2,319	19,226	-4,333	-29,449	-10,514	156,929	11,400	67,658	-52,142	40,29															
03:31:41.051	COM8_115200	2000-0-0 5:27:31.590	0,401	0,902	1,868	4,089	-1,770	5,127	27,592	-10,789	-46,154	-48,158	62,258	41,300	36,98															
03:31:41.066	COM8_115200	2000-0-0 5:27:31.610	0,406	0,890	1,853	3,540	0,793	7,874	27,631	-10,849	-46,038	-48,158	62,258	41,300	36,98															
03:31:41.082	COM3_115200	2000-0-0 5:23:4.025	0,328	-0,796	1,598	-1,953	16,663	-6,897	-29,416	-10,261	156,643	11,400	67,658	-52,142	40,29															
03:31:41.098	COM3_115200	2000-0-0 5:23:4.045	0,326	-0,791	1,607	-2,319	9,583	-10,864	-29,377	-10,135	156,352	11,400	67,658	-52,142	40,23															
03:31:41.113	COM3_115200	2000-0-0 5:23:4.065	0,411	-0,816	1,559	-2,747	8,484	-11,414	-29,350	-10,107	156,061	11,400	67,658	-52,142	40,29															
03:31:41.129	COM8_115200	2000-0-0 5:27:31.630	0,389	0,884	1,847	1,953	2,014	10,986	27,636	-10,909	-45,840	-48,158	62,258	41,300	36,89															
03:31:41.129	COM8_115200	2000-0-0 5:27:31.650	0,393	0,871	1,852	-0,549	0,183	14,587	27,570	-11,014	-45,599	-48,158	62,258	41,300	37,01															
03:31:41.129	COM8_115200	2000-0-0 5:27:31.670	0,418	0,865	1,832	-0,977	5,798	20,630	27,460	-11,124	-45,242	-48,158	62,258	41,300	36,98															
03:31:41.144	COM3_115200	2000-0-0 5:23:4.085	0,354	-0,813	1,564	-4,761	5,920	-9,644	-29,355	-10,091	155,803	11,400	67,658	-52,142	40,36															
03:31:41.176	COM8_115200	2000-0-0 5:27:31.690	0,376	0,909	1,840	-1,465	10,803	23,804	27,328	-11,157	-44,725	-48,158	62,258	41,300	37,01															
03:31:41.176	COM8_115200	2000-0-0 5:27:31.710	0,406	0,925	1,865	-1,953	6,958	20,142	27,180	-11,206	-44,247	-48,158	62,258	41,300	37,11															
03:31:41.176	COM3_115200	2000-0-0 5:23:4.105	0,339	-0,814	1,598	-6,165	0,977	-9,949	-29,410	-10,135	155,610	11,400	67,658	-52,142	40,17															
03:31:41.176	COM3_115200	2000-0-0 5:23:4.125	0,328	-0,814	1,611	-5,554	-0,122	-12,878	-29,465	-10,256	155,402	11,400	67,658	-52,142	40,20															
03:31:41.191	COM8_115200	2000-0-0 5:27:31.730	0,402	0,895	1,867	-3,418	-0,061	17,090	27,037	-11,316	-43,901	-48,158	62,258	41,300	37,01															
03:31:41.191	COM3_115200	2000-0-0 5:23:4.145	0,375	-0,801	1,598	-4,822	0,610	-16,113	-29,487	-10,415	155,132	11,400	67,658	-52,142	40,36															
03:31:41.223	COM3_115200	2000-0-0 5:23:4.165	0,427	-0,813	1,538	-5,798	0,977	-14,221	-29,509	-10,552	154,847	11,400	67,658	-52,142	40,26															
03:31:41.223	COM8_115200	2000-0-0 5:27:31.750	0,446	0,850	1,842	-1,709	5,981	18,066	26,906	-11,431	-43,572	-48,158	62,258	41,300	36,95															
