Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
03:18:33.834	COM8_115200	2000-0-0 1:30:21.520	0,177	0,967	1,805	4,517	-1,648	4,028	29,262	-5,960	-150,991				37,30															
03:18:33.844	COM3_115200	2000-0-0 1:32:41.305	-0,308	0,905	1,704	3,601	-2,136	-1,831	29,301	9,058	46,544				39,82															
03:18:33.858	COM8_115200	2000-0-0 1:30:21.540	0,202	0,959	1,804	4,089	-3,540	4,333	29,323	-6,037	-150,947				37,20															
03:18:33.862	COM3_115200	2000-0-0 1:32:41.325	-0,317	0,903	1,707	4,089	-0,488	-1,892	29,355	9,053	46,500				39,95															
03:18:33.867	COM8_115200	2000-0-0 1:30:21.560	0,197	0,969	1,799	4,211	-1,709	4,883	29,383	-6,114	-150,886				37,30															
03:18:33.871	COM3_115200	2000-0-0 1:32:41.345	-0,328	0,899	1,701	5,310	0,610	-3,052	29,427	9,091	46,456				39,88															
03:18:33.888	COM8_115200	2000-0-0 1:30:21.580	0,188	0,981	1,797	4,456	-1,587	5,005	29,449	-6,185	-150,815				37,11															
03:18:33.892	COM3_115200	2000-0-0 1:32:41.365	-0,316	0,933	1,695	6,042	0,977	-2,380	29,515	9,135	46,412				39,76															
03:18:33.909	COM8_115200	2000-0-0 1:30:21.600	0,184	0,981	1,800	4,456	-1,587	4,639	29,520	-6,240	-150,743				37,30															
03:18:33.914	COM3_115200	2000-0-0 1:32:41.385	-0,312	0,922	1,700	5,493	1,221	-0,122	29,608	9,157	46,406				39,76															
03:18:33.926	COM8_115200	2000-0-0 1:30:21.620	0,192	0,973	1,791	4,211	-2,625	4,395	29,581	-6,306	-150,683				37,17															
03:18:33.938	COM3_115200	2000-0-0 1:32:41.405	-0,309	0,914	1,697	4,456	3,784	-0,061	29,685	9,218	46,439				39,82															
03:18:33.946	COM8_115200	2000-0-0 1:30:21.640	0,193	0,964	1,792	3,967	-1,892	3,662	29,641	-6,372	-150,634				37,27															
03:18:33.953	COM3_115200	2000-0-0 1:32:41.425	-0,319	0,899	1,697	5,066	5,066	-1,404	29,767	9,305	46,472				39,92															
03:18:33.969	COM8_115200	2000-0-0 1:30:21.660	0,204	0,955	1,806	4,700	-2,441	3,052	29,707	-6,432	-150,601				37,30															
03:18:33.973	COM3_115200	2000-0-0 1:32:41.445	-0,311	0,894	1,696	5,798	3,418	-2,136	29,861	9,404	46,478				39,82															
03:18:33.986	COM8_115200	2000-0-0 1:30:21.680	0,218	0,957	1,793	4,639	-2,136	4,150	29,773	-6,498	-150,562				37,20															
03:18:33.997	COM3_115200	2000-0-0 1:32:41.465	-0,309	0,892	1,700	6,531	2,075	-1,648	29,965	9,465	46,472				39,73															
03:18:34.005	COM8_115200	2000-0-0 1:30:21.700	0,209	0,951	1,789	5,127	-1,343	5,493	29,850	-6,575	-150,502				37,33															
03:18:34.012	COM3_115200	2000-0-0 1:32:41.485	-0,301	0,887	1,702	6,531	3,906	-2,319	30,070	9,536	46,467				39,82															
03:18:34.061	COM8_115200	2000-0-0 1:30:21.720	0,189	0,964	1,792	5,188	1,160	6,287	29,916	-6,614	-150,381				37,36															
03:18:34.062	COM8_115200	2000-0-0 1:30:21.740	0,208	0,963	1,800	4,517	-1,770	5,249	29,982	-6,658	-150,293				37,27															
03:18:34.066	COM3_115200	2000-0-0 1:32:41.505	-0,325	0,891	1,698	6,470	5,310	-4,089	30,168	9,646	46,450				39,76															
03:18:34.067	COM3_115200	2000-0-0 1:32:41.525	-0,319	0,915	1,682	7,080	3,052	-4,150	30,267	9,750	46,406				39,82															
03:18:34.070	COM8_115200	2000-0-0 1:30:21.760	0,211	0,967	1,792	4,395	-2,930	4,639	30,048	-6,729	-150,238				37,39															
03:18:34.076	COM3_115200	2000-0-0 1:32:41.545	-0,312	0,920	1,685	6,714	1,953	-2,808	30,372	9,816	46,373				39,73															
03:18:34.085	COM8_115200	2000-0-0 1:30:21.780	0,227	0,966	1,784	5,188	-3,296	5,188	30,114	-6,817	-150,183				37,17															
03:18:34.096	COM3_115200	2000-0-0 1:32:41.565	-0,313	0,925	1,685	6,104	2,014	-0,916	30,471	9,849	46,362				39,76															
03:18:34.113	COM3_115200	2000-0-0 1:32:41.585	-0,325	0,920	1,681	5,615	4,517	-1,526	30,553	9,921	46,379				39,76															
03:18:34.138	COM8_115200	2000-0-0 1:30:21.800	0,205	0,964	1,783	5,554	-0,977	5,127	30,190	-6,883	-150,106				37,20															
03:18:34.140	COM8_115200	2000-0-0 1:30:21.820	0,209	0,952	1,795	5,859	-2,075	4,333	30,273	-6,938	-150,040				37,27															
03:18:34.144	COM3_115200	2000-0-0 1:32:41.605	-0,330	0,898	1,679	6,226	4,822	-2,563	30,646	10,031	46,390				39,98															
03:18:34.146	COM8_115200	2000-0-0 1:30:21.840	0,211	0,941	1,793	6,531	-3,479	3,906	30,372	-7,009	-150,002				37,20															
03:18:34.151	COM3_115200	2000-0-0 1:32:41.625	-0,337	0,882	1,688	7,568	3,113	-3,113	30,756	10,124	46,384				39,85															
03:18:34.167	COM8_115200	2000-0-0 1:30:21.860	0,223	0,933	1,791	7,629	-3,235	5,493	30,476	-7,097	-149,947				37,30															
03:18:34.171	COM3_115200	2000-0-0 1:32:41.645	-0,304	0,890	1,674	9,399	1,587	-2,502	30,894	10,190	46,362				39,70															
03:18:34.188	COM8_115200	2000-0-0 1:30:21.880	0,197	0,962	1,773	7,996	0,427	6,714	30,591	-7,169	-149,848				37,20															
03:18:34.191	COM3_115200	2000-0-0 1:32:41.665	-0,307	0,880	1,674	9,888	3,784	-2,319	31,047	10,250	46,346				39,73															
03:18:34.231	COM8_115200	2000-0-0 1:30:21.900	0,211	0,962	1,783	7,813	-1,221	6,287	30,707	-7,218	-149,738				37,20															
03:18:34.231	COM3_115200	2000-0-0 1:32:41.685	-0,326	0,900	1,664	9,827	4,456	-2,136	31,207	10,333	46,357				39,79															
03:18:34.232	COM8_115200	2000-0-0 1:30:21.920	0,220	0,959	1,776	7,874	-4,272	4,883	30,828	-7,306	-149,672				37,20															
03:18:34.237	COM3_115200	2000-0-0 1:32:41.705	-0,330	0,891	1,658	10,559	4,883	-2,441	31,371	10,432	46,368				39,92															
03:18:34.248	COM8_115200	2000-0-0 1:30:21.940	0,232	0,949	1,766	8,606	-5,371	5,676	30,959	-7,432	-149,634				37,27															
03:18:34.254	COM3_115200	2000-0-0 1:32:41.725	-0,303	0,884	1,649	11,475	3,906	-2,258	31,553	10,525	46,373				39,85															
03:18:34.265	COM8_115200	2000-0-0 1:30:21.960	0,204	0,948	1,752	9,399	-3,357	6,287	31,102	-7,553	-149,573				37,14															
03:18:34.276	COM3_115200	2000-0-0 1:32:41.745	-0,310	0,882	1,657	12,268	2,258	-2,197	31,750	10,569	46,357				39,95															
03:18:34.291	COM8_115200	2000-0-0 1:30:21.980	0,224	0,957	1,759	9,460	-0,366	6,165	31,245	-7,614	-149,474				37,30															
03:18:34.307	COM8_115200	2000-0-0 1:30:22.000	0,230	0,940	1,757	8,728	-2,869	6,165	31,377	-7,696	-149,392				37,20															
03:18:34.311	COM3_115200	2000-0-0 1:32:41.765	-0,311	0,894	1,643	11,597	5,432	-1,160	31,943	10,646	46,379				39,85															
03:18:34.313	COM3_115200	2000-0-0 1:32:41.785	-0,311	0,872	1,641	11,780	9,583	-2,136	32,141	10,789	46,428				39,82															
03:18:34.328	COM8_115200	2000-0-0 1:30:22.020	0,221	0,922	1,754	9,277	-4,028	7,202	31,509	-7,811	-149,315				37,39															
03:18:34.332	COM3_115200	2000-0-0 1:32:41.805	-0,350	0,854	1,648	12,939	8,911	-3,357	32,349	10,953	46,478				39,92															
03:18:34.350	COM3_115200	2000-0-0 1:32:41.825	-0,298	0,880	1,617	13,611	3,906	-2,563	32,563	11,080	46,489				39,92															
03:18:34.366	COM8_115200	2000-0-0 1:30:22.040	0,236	0,929	1,751	9,766	-2,808	8,362	31,646	-7,927	-149,211				37,33															
03:18:34.368	COM8_115200	2000-0-0 1:30:22.060	0,219	0,937	1,737	10,254	-1,465	8,240	31,789	-8,036	-149,084				37,20															
03:18:34.372	COM3_115200	2000-0-0 1:32:41.845	-0,313	0,895	1,623	12,451	-0,183	-1,038	32,761	11,091	46,467				39,73															
03:18:34.409	COM8_115200	2000-0-0 1:30:22.080	0,245	0,944	1,733	10,254	-3,906	7,385	31,932	-8,141	-148,980				37,27															
03:18:34.413	COM8_115200	2000-0-0 1:30:22.100	0,251	0,938	1,732	10,315	-6,348	7,874	32,086	-8,300	-148,909				37,17															
