Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
21:20:10.063	COM8	2000-0-0 16:21:47.095	0,304	0,877	2,216	-19,958	-3,113	50,110	19,270	-13,343	-155,506				38,88															
21:20:10.065	COM3	2000-0-0 16:24:4.855	0,505	-0,768	2,084	12,695	-58,838	-42,236	-14,052	-16,567	-75,855	3,875	72,433	31,550	41,11															
21:20:10.084	COM8	2000-0-0 16:21:47.115	0,362	0,858	2,258	-12,695	2,869	54,077	18,754	-13,579	-154,479				38,72															
21:20:10.089	COM3	2000-0-0 16:24:4.875	0,494	-0,701	2,070	3,723	-1,282	-53,284	-13,700	-17,128	-76,729	3,875	72,433	31,550	40,96															
21:20:10.127	COM8	2000-0-0 16:21:47.135	0,373	0,899	2,283	-4,333	2,808	57,983	18,375	-13,788	-153,342				38,72															
21:20:10.128	COM8	2000-0-0 16:21:47.155	0,409	0,819	2,235	2,686	9,583	63,843	18,127	-13,958	-152,111				38,62															
21:20:10.131	COM3	2000-0-0 16:24:4.895	0,548	-0,701	2,149	-2,625	31,982	-63,477	-13,376	-16,908	-78,052	3,875	72,433	31,550	41,15															
21:20:10.133	COM3	2000-0-0 16:24:4.915	0,588	-0,718	2,325	-8,545	41,870	-69,458	-13,112	-16,353	-79,623	3,875	72,433	31,550	41,05															
21:20:10.158	COM3	2000-0-0 16:24:4.935	0,709	-0,698	2,479	-17,883	19,653	-65,125	-13,046	-16,018	-81,107	3,875	72,433	31,550	41,15															
21:20:10.163	COM8	2000-0-0 16:21:47.175	0,396	0,826	2,262	9,277	15,869	70,740	17,957	-14,057	-150,688				38,59															
21:20:10.165	COM8	2000-0-0 16:21:47.195	0,439	0,828	2,258	13,062	10,620	74,402	17,858	-14,183	-149,167				38,72															
21:20:10.169	COM3	2000-0-0 16:24:4.955	0,690	-0,661	2,554	-29,297	-10,315	-65,491	-13,211	-16,271	-82,436	3,875	72,433	31,550	41,15															
21:20:10.183	COM8	2000-0-0 16:21:47.215	0,509	0,803	2,224	17,517	3,540	76,782	17,836	-14,480	-147,651				38,69															
21:20:10.184	COM3	2000-0-0 16:24:4.975	0,526	-0,648	2,432	-39,612	-6,470	-65,674	-13,618	-16,749	-83,705	3,875	72,433	31,550	40,99															
21:20:10.203	COM8	2000-0-0 16:21:47.235	0,502	0,809	2,264	20,508	3,784	77,759	17,880	-14,826	-146,102				38,75															
21:20:10.206	COM3	2000-0-0 16:24:4.995	0,583	-0,674	2,289	-41,199	-3,479	-64,514	-14,112	-17,073	-84,996	3,875	72,433	31,550	41,05															
21:20:10.227	COM8	2000-0-0 16:21:47.255	0,534	0,771	2,270	24,841	-1,221	79,651	17,957	-15,200	-144,536				38,69															
21:20:10.230	COM3	2000-0-0 16:24:5.015	0,630	-0,618	2,268	-37,720	-5,737	-66,223	-14,529	-17,452	-86,287	3,875	72,433	31,550	41,08															
21:20:10.243	COM8	2000-0-0 16:21:47.275	0,552	0,788	2,252	27,039	-4,822	77,271	18,111	-15,688	-143,036				38,56															
21:20:10.246	COM3	2000-0-0 16:24:5.035	0,686	-0,569	2,305	-34,851	-2,197	-64,880	-14,875	-17,781	-87,589	3,875	72,433	31,550	41,15															
21:20:10.267	COM8	2000-0-0 16:21:47.295	0,560	0,716	2,207	28,320	-8,606	77,576	18,276	-16,238	-141,559				38,72															
21:20:10.271	COM3	2000-0-0 16:24:5.055	0,723	-0,579	2,356	-32,776	-4,089	-65,552	-15,150	-18,127	-88,896	3,875	72,433	31,550	41,11															
21:20:10.282	COM8	2000-0-0 16:21:47.315	0,647	0,689	2,173	27,466	-10,376	79,529	18,419	-16,859	-140,070				38,69															
21:20:10.286	COM3	2000-0-0 16:24:5.075	0,667	-0,691	2,354	-28,137	-9,705	-65,674	-15,348	-18,539	-90,209	3,875	72,433	31,550	41,15															
21:20:10.302	COM8	2000-0-0 16:21:47.335	0,591	0,732	2,199	24,841	-9,155	78,979	18,501	-17,496	-138,571				38,81															
21:20:10.305	COM3	2000-0-0 16:24:5.095	0,711	-0,600	2,338	-22,644	-24,292	-61,157	-15,474	-19,182	-91,357	3,875	72,433	31,550	41,05															
21:20:10.347	COM8	2000-0-0 16:21:47.355	0,601	0,677	2,168	20,142	-1,526	77,637	18,484	-18,001	-137,049				38,72															
21:20:10.348	COM8	2000-0-0 16:21:47.375	0,651	0,667	2,165	14,282	-5,981	77,148	18,347	-18,479	-135,533				38,75															
21:20:10.353	COM3	2000-0-0 16:24:5.115	0,755	-0,534	2,242	-21,240	-25,513	-61,768	-15,529	-19,957	-92,455	3,875	72,433	31,550	41,15															
21:20:10.354	COM3	2000-0-0 16:24:5.135	0,750	-0,566	2,187	-18,860	-16,174	-62,805	-15,518	-20,605	-93,615	3,875	72,433	31,550	41,08															
21:20:10.366	COM3	2000-0-0 16:24:5.155	0,763	-0,564	2,244	-13,306	-17,273	-62,012	-15,381	-21,171	-94,818	3,875	72,433	31,550	41,18															
21:20:10.378	COM8	2000-0-0 16:21:47.395	0,739	0,661	2,186	10,559	-15,564	78,430	18,105	-19,122	-134,050				38,75															
21:20:10.384	COM8	2000-0-0 16:21:47.415	0,696	0,644	2,174	6,042	-8,850	79,529	17,748	-19,764	-132,545				38,75															
21:20:10.388	COM3	2000-0-0 16:24:5.175	0,722	-0,522	2,259	-11,658	-29,114	-62,073	-15,200	-21,912	-95,949	3,875	72,433	31,550	41,05															
21:20:10.421	COM3	2000-0-0 16:24:5.195	0,748	-0,468	2,216	-13,916	-27,222	-63,171	-15,018	-22,731	-97,075	3,875	72,433	31,550	41,08															
21:20:10.425	COM3	2000-0-0 16:24:5.215	0,834	-0,473	2,150	-18,555	-15,808	-66,101	-14,854	-23,368	-98,317	3,875	72,433	31,550	41,08															
21:20:10.427	COM8	2000-0-0 16:21:47.435	0,733	0,637	2,141	4,822	-5,554	77,209	17,331	-20,253	-130,995				38,62															
