Time	COM	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(/s)	Angular velocity Y(/s)	Angular velocity Z(/s)	Angle X()	Angle Y()	Angle Z()	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	GPS course()	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
03:11:20.345	COM3_115200	2000-0-0 1:25:26.685	0,492	-0,792	1,663	13,123	-14,160	-26,123	-33,640	-40,221	169,684				39,57															
03:11:20.362	COM8_115200	2000-0-0 1:23:8.020	0,525	0,802	1,795	-17,578	-23,499	14,526	20,550	-39,688	32,723				37,77															
03:11:20.378	COM3_115200	2000-0-0 1:25:26.705	0,548	-0,845	1,680	20,081	-42,236	-28,809	-33,047	-40,644	169,387				39,66															
03:11:20.378	COM3_115200	2000-0-0 1:25:26.725	0,515	-0,744	1,725	24,658	-71,899	-26,733	-32,657	-41,677	169,596				39,54															
03:11:20.415	COM8_115200	2000-0-0 1:23:8.040	0,491	0,779	1,806	-22,522	-28,870	18,738	20,078	-40,018	32,899				37,74															
03:11:20.415	COM8_115200	2000-0-0 1:23:8.060	0,625	0,747	1,804	-27,283	-33,875	21,423	19,479	-40,485	33,107				37,77															
03:11:20.424	COM3_115200	2000-0-0 1:25:26.745	0,462	-0,745	1,723	25,635	-70,374	-23,682	-32,349	-42,825	169,953				39,70															
03:11:20.424	COM3_115200	2000-0-0 1:25:26.765	0,399	-0,786	1,697	24,475	-60,669	-22,034	-31,992	-43,819	170,233				39,63															
03:11:20.445	COM8_115200	2000-0-0 1:23:8.080	0,516	0,828	1,833	-31,433	-31,677	21,790	18,765	-40,941	33,376				37,71															
03:11:20.445	COM8_115200	2000-0-0 1:23:8.100	0,561	0,815	1,863	-29,053	-37,659	17,090	18,111	-41,413	33,552				37,80															
03:11:20.445	COM3_115200	2000-0-0 1:25:26.785	0,407	-0,843	1,648	23,621	-54,077	-20,081	-31,641	-44,643	170,447				39,63															
03:11:20.462	COM8_115200	2000-0-0 1:23:8.120	0,515	0,807	1,877	-23,499	-34,241	14,587	17,606	-41,902	33,635				37,87															
03:11:20.462	COM3_115200	2000-0-0 1:25:26.805	0,343	-0,883	1,653	20,996	-40,161	-16,174	-31,262	-45,236	170,568				39,70															
03:11:20.495	COM8_115200	2000-0-0 1:23:8.140	0,534	0,856	1,861	-14,709	-25,757	10,986	17,265	-42,193	33,723				37,74															
03:11:20.511	COM8_115200	2000-0-0 1:23:8.160	0,515	0,836	1,855	-5,981	-23,315	8,911	17,133	-42,402	33,766				37,80															
03:11:20.511	COM3_115200	2000-0-0 1:25:26.825	0,326	-0,905	1,688	16,846	-26,550	-15,198	-30,839	-45,538	170,513				39,57															
03:11:20.511	COM3_115200	2000-0-0 1:25:26.845	0,338	-0,897	1,722	9,949	-18,372	-15,015	-30,460	-45,665	170,327				39,51															
03:11:20.511	COM8_115200	2000-0-0 1:23:8.180	0,561	0,825	1,830	2,502	-18,616	7,446	17,183	-42,506	33,799				37,80															
03:11:20.511	COM3_115200	2000-0-0 1:25:26.865	0,362	-0,875	1,745	1,282	-2,625	-14,160	-30,125	-45,577	169,986				39,73															
03:11:20.534	COM8_115200	2000-0-0 1:23:8.200	0,565	0,815	1,821	10,132	-10,620	6,653	17,369	-42,479	33,860				37,83															
03:11:20.546	COM3_115200	2000-0-0 1:25:26.885	0,479	-0,847	1,793	-6,531	18,982	-14,221	-29,756	-45,132	169,365				39,57															
03:11:20.546	COM8_115200	2000-0-0 1:23:8.220	0,564	0,777	1,823	17,395	-6,531	6,165	17,682	-42,347	33,942				37,90															
03:11:20.561	COM3_115200	2000-0-0 1:25:26.905	0,529	-0,852	1,741	-14,648	29,114	-11,902	-29,416	-44,385	168,536				39,63															
03:11:20.578	COM8_115200	2000-0-0 1:23:8.240	0,515	0,753	1,833	23,376	-6,104	5,371	18,116	-42,177	34,036				37,80															
03:11:20.594	COM3_115200	2000-0-0 1:25:26.925	0,515	-0,853	1,721	-19,897	14,771	-5,981	-29,350	-43,715	167,926				39,60															
03:11:20.595	COM8_115200	2000-0-0 1:23:8.260	0,644	0,711	1,836	28,625	-5,920	6,409	18,649	-42,012	34,129				37,77															
03:11:20.595	COM3_115200	2000-0-0 1:25:26.945	0,415	-0,802	1,759	-24,048	-0,610	-3,662	-29,614	-43,336	167,662				39,44															
03:11:20.628	COM3_115200	2000-0-0 1:25:26.965	0,392	-0,735	1,802	-27,405	-4,456	-5,066	-30,020	-43,066	167,498				39,41															
03:11:20.628	COM8_115200	2000-0-0 1:23:8.280	0,507	0,765	1,810	27,344	0,122	9,766	19,149	-41,803	34,316				37,90															
03:11:20.644	COM3_115200	2000-0-0 1:25:26.985	0,495	-0,731	1,750	-31,433	1,038	-9,216	-30,410	-42,819	167,223				39,66															
03:11:20.651	COM8_115200	2000-0-0 1:23:8.300	0,510	0,744	1,821	29,968	2,380	9,399	19,605	-41,495	34,585				37,83															
03:11:20.664	COM8_115200	2000-0-0 1:23:8.320	0,506	0,693	1,847	28,259	-3,662	11,963	20,045	-41,303	34,838				37,80															
03:11:20.677	COM3_115200	2000-0-0 1:25:27.005	0,468	-0,837	1,653	-28,625	0,000	-9,949	-30,734	-42,534	166,855				39,54															
03:11:20.685	COM8_115200	2000-0-0 1:23:8.340	0,619	0,683	1,836	26,306	-5,127	18,494	20,402	-41,177	35,184				37,77															
03:11:20.689	COM3_115200	2000-0-0 1:25:27.025	0,423	-0,764	1,668	-24,048	-14,648	-12,939	-31,047	-42,457	166,602				39,54															
03:11:20.695	COM8_115200	2000-0-0 1:23:8.360	0,475	0,740	1,787	22,339	-6,409	22,522	20,583	-41,138	35,662				37,90															
03:11:20.695	COM3_115200	2000-0-0 1:25:27.045	0,405	-0,678	1,721	-23,621	-12,817	-16,907	-31,306	-42,523	166,344				39,38															
03:11:20.722	COM8_115200	2000-0-0 1:23:8.380	0,561	0,685	1,815	21,057	-8,606	23,376	20,709	-41,133	36,156				37,83															
03:11:20.722	COM3_115200	2000-0-0 1:25:27.065	0,488	-0,669	1,698	-25,391	-16,479	-19,836	-31,514	-42,621	165,992				39,66															
03:11:20.762	COM8_115200	2000-0-0 1:23:8.400	0,592	0,664	1,829	17,639	-11,169	27,283	20,737	-41,210	36,694				37,64															
03:11:20.762	COM8_115200	2000-0-0 1:23:8.420	0,611	0,689	1,787	18,921	-8,240	31,006	20,682	-41,281	37,348				37,80															
03:11:20.767	COM3_115200	2000-0-0 1:25:27.085	0,449	-0,719	1,643	-24,048	-15,869	-19,897	-31,723	-42,781	165,657				39,66															
03:11:20.767	COM3_115200	2000-0-0 1:25:27.105	0,407	-0,721	1,623	-25,146	-16,785	-19,165	-31,932	-42,913	165,322				39,70															
03:11:20.779	COM8_115200	2000-0-0 1:23:8.440	0,611	0,763	1,763	19,653	-9,033	30,701	20,616	-41,364	38,035				37,96															
03:11:20.779	COM3_115200	2000-0-0 1:25:27.125	0,395	-0,687	1,652	-26,428	-17,944	-21,606	-32,162	-43,105	165,009				39,57															
03:11:20.795	COM8_115200	2000-0-0 1:23:8.460	0,551	0,762	1,794	21,301	-8,301	28,687	20,616	-41,429	38,677				37,77															
